stagione,giornata,squadra,player,player_norm,voto_gds,fantavoto,gol,assist,ammonizioni,espulsioni,autogol,rig_segnati,rig_sbagliati,avversario,partita
2026-2027,2,Milan,GIMENEZ,gimenez,,,0,0,0,0,0,0,0,Venezia,Milan - Venezia
2026-2027,2,Milan,LEAO,leao,,,0,0,0,0,0,0,0,Venezia,Milan - Venezia
2026-2027,2,Milan,RAMOS,ramos,7.0,10.0,1,0,0,0,0,0,0,Venezia,Milan - Venezia
2026-2027,2,Milan,AMORIM,amorim,7.0,3.5,0,0,0,0,0,0,0,Venezia,Milan - Venezia
2026-2027,2,Monza,STRAJNAR,strajnar,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,THIAM,thiam,4.0,1.0,-3,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,ANTOV,antov,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,BAKOUNE,bakoune,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,BIRINDELLI,birindelli,6.0,6.0,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,CARBONI,carboni,6.0,6.0,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,DELLI CARRI,delli carri,6.0,6.0,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,KOUADIO,kouadio,5.0,5.0,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,LUCCHESI,lucchesi,5.0,4.5,0,0,1,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,MANGAS,mangas,6.0,7.0,0,1,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,MAYE,maye,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,AKINSANMIRO,akinsanmiro,6.5,7.5,0,1,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,BALLABIO,ballabio,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,CIURRIA,ciurria,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,COLOMBO,colombo,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,COLPANI,colpani,6.5,9.5,1,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,FOE-ONDOA,foe-ondoa,5.0,5.0,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,FOLORUNSHO,folorunsho,6.0,6.0,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,GALAZZI,galazzi,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,MOUT,mout,5.0,5.0,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,PESSINA,pessina,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,TOURE,toure,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,BALDE,balde,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,CUTRONE,cutrone,6.0,6.0,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,FORSON,forson,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,LOUBAO,loubao,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,MARTINS,martins,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,MOTA,mota,6.0,6.0,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,ROBINSON,robinson,,,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,VARELA,varela,6.5,9.5,1,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Monza,JURIC,juric,5.5,0.5,0,0,0,0,0,0,0,Udinese,Monza - Udinese
2026-2027,2,Napoli,CONTINI,contini,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,MERET,meret,6.0,4.0,-2,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,MILINKOVIC SAVIC,milinkovic savic,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,BADIASHILE,badiashile,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,BEUKEMA,beukema,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,BUONGIORNO,buongiorno,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,DI LORENZO,di lorenzo,5.5,5.0,0,0,1,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,FAVASULI,favasuli,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,GAROFALO,garofalo,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,MARIANUCCI,marianucci,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,MARIN,marin,5.5,5.5,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,MAZZOCCHI,mazzocchi,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,OLIVERA,olivera,4.5,4.5,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,RRAHMANI,rrahmani,5.0,6.0,0,1,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,SPINAZZOLA,spinazzola,6.0,6.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,ANGUISSA,anguissa,5.0,5.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,CAJUSTE,cajuste,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,DE BRUYNE,de bruyne,6.0,6.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,GILMOUR,gilmour,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,LINDSTROM,lindstrom,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,LOBOTKA,lobotka,6.0,6.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,MCTOMINAY,mctominay,5.0,5.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,POLITANO,politano,5.5,5.5,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,SANTOS,santos,6.0,6.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,VERGARA,vergara,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,CHEDDIRA,cheddira,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,GIOVANE,giovane,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,HOJLUND,hojlund,7.0,10.0,1,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,LANG,lang,5.0,5.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,LUCCA,lucca,,6.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,NERES,neres,,6.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,NGONGE,ngonge,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,VIGLIOTTI,vigliotti,,,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Napoli,ALLEGRI,allegri,5.0,0.0,0,0,0,0,0,0,0,Como,Napoli - Como
2026-2027,2,Roma,DE MARZI,de marzi,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,GOLLINI,gollini,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,SVILAR,svilar,6.5,7.5,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,VASQUEZ,vasquez,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,GHILARDI,ghilardi,6.5,6.5,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,HERMOSO,hermoso,6.0,6.0,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,KOULIERAKIS,koulierakis,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,LULLI,lulli,7.0,7.0,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,MANCINI,mancini,7.0,8.0,0,1,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,MANNINI,mannini,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,MOLINA,molina,6.0,6.0,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,NDICKA,ndicka,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,RENSCH,rensch,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,WESLEY,wesley,7.0,8.0,0,1,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,ZIOLKOWSKI,ziolkowski,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,CRISTANTE,cristante,6.5,6.5,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,DE ROON,de roon,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,EL AYNAOUI,el aynaoui,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,KONE,kone,6.5,6.5,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,MORA,mora,6.5,9.5,1,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,PELLEGRINI,pellegrini,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,PISILLI,pisilli,6.0,6.0,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,ARENA,arena,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,CASTRO,castro,5.5,5.5,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,DYBALA,dybala,7.0,7.0,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,MALEN,malen,8.0,13.5,2,0,1,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,SOULE,soule,6.5,9.5,1,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,VAZ,vaz,,,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Roma,GASPERINI,gasperini,7.5,4.0,0,0,0,0,0,0,0,Lecce,Lecce - Roma
2026-2027,2,Sassuolo,MURIC,muric,7.0,6.0,-1,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,SATALINO,satalino,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,TURATI,turati,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,CANDE,cande,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,DI BITONTO,di bitonto,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,DOIG,doig,6.0,6.0,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,IDZES,idzes,6.0,6.0,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,LEYSEN,leysen,6.0,7.0,0,1,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,MACCHIONI,macchioni,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,MISSORI,missori,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,OBRADOR,obrador,6.0,6.0,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,ODENTHAL,odenthal,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,PAZ,paz,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,PIERAGNOLO,pieragnolo,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,WALUKIEWICZ,walukiewicz,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,ADZIC,adzic,6.5,7.5,0,1,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,BAKOLA,bakola,7.0,7.0,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,BOLOCA,boloca,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,CALIGARA,caligara,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,CINQUEGRANO,cinquegrano,6.0,6.0,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,GHION,ghion,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,IANNONI,iannoni,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,KONE,kone,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,LIPANI,lipani,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,MATIC,matic,5.5,5.0,0,0,1,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,NUAMAH,nuamah,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,THORSTVEDT,thorstvedt,6.5,6.5,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,VOLPATO,volpato,6.5,9.0,1,0,1,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,ALVAREZ,alvarez,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,BERARDI,berardi,7.0,10.0,1,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,BOWIE,bowie,5.5,5.5,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,DOMINGUEZ,dominguez,5.5,5.5,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,KULLA,kulla,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,LAURIENTE,lauriente,6.5,6.0,0,0,1,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,PIERINI,pierini,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,SKJELLERUP,skjellerup,,,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Sassuolo,AQUILANI,aquilani,6.5,4.0,0,0,0,0,0,0,0,Torino,Sassuolo - Torino
2026-2027,2,Torino,ISRAEL,israel,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,MASCARDI,mascardi,6.5,4.5,-2,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,PALEARI,paleari,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,SIVIERO,siviero,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,BIANAY,bianay,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,BIRAGHI,biraghi,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,COCO,coco,5.5,5.5,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,COMERT,comert,5.5,5.5,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,COMUZZO,comuzzo,6.0,9.0,1,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,DEMBELE,dembele,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,FORTINI,fortini,6.0,6.0,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,ISMAJLI,ismajli,6.0,6.0,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,PEDERSEN,pedersen,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,ANJORIN,anjorin,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,CACCIAMANI,cacciamani,6.5,7.5,0,1,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,CASADEI,casadei,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,FITZ-JIM,fitz-jim,6.0,6.0,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,GINEITIS,gineitis,5.0,4.5,0,0,1,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,ILKHAN,ilkhan,5.5,5.5,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,LUONGO,luongo,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,ORISTANIO,oristanio,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,VLASIC,vlasic,6.0,6.0,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,ABOUKHLAL,aboukhlal,5.0,5.0,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,ADAMS,adams,6.0,6.0,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,GABELLINI,gabellini,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,KULENOVIC,kulenovic,5.5,5.5,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,NJIE,njie,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,PELLEGRI,pellegri,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,SIMEONE,simeone,6.0,6.0,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,ZAPATA,zapata,,,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Torino,ABATE,abate,5.5,0.0,0,0,0,0,0,0,0,Sassuolo,Sassuolo - Torino
2026-2027,2,Udinese,MROZEK,mrozek,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,OKOYE,okoye,6.5,4.5,-2,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,PADELLI,padelli,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,PIANA,piana,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,ABANKWAH,abankwah,6.5,6.5,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,ARIZALA,arizala,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,BERTOLA,bertola,6.0,6.0,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,EBOSSE,ebosse,4.5,4.5,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,GOGLICHIDZE,goglichidze,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,KABASELE,kabasele,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,KAMARA,kamara,7.0,11.0,1,1,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,MLACIC,mlacic,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,PALMA,palma,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,SOLET,solet,7.0,7.0,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,VOJVODA,vojvoda,6.5,6.5,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,ZANOLI,zanoli,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,CHAKVETADZE,chakvetadze,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,EKKELENKAMP,ekkelenkamp,7.0,10.0,1,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,GOMEZ,gomez,5.5,5.5,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,KARLSTROM,karlstrom,6.0,6.0,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,LOVRIC,lovric,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,MILLER,miller,6.0,6.0,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,PEJICIC,pejicic,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,PIOTROWSKI,piotrowski,6.5,9.5,1,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,ZANIOLO,zaniolo,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,ZARRAGA,zarraga,6.0,6.0,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,BAYO,bayo,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,DAVIS,davis,6.5,6.5,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,GUEYE,gueye,6.0,6.0,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,MODESTO,modesto,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,VINCIATI,vinciati,,,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Udinese,RUNJAIC,runjaic,6.5,3.0,0,0,0,0,0,0,0,Monza,Monza - Udinese
2026-2027,2,Parma,CORVI,corvi,6.5,4.5,-2,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,DAFFARA,daffara,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,MAZZOCCHI,mazzocchi,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,BRITSCHGI,britschgi,6.0,6.0,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,CARBONI,carboni,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,DELPRATO,delprato,5.5,5.0,0,0,1,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,NDIAYE,ndiaye,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,TROILO,troilo,5.5,5.0,0,0,1,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,VALENTI,valenti,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,VALERI,valeri,5.5,5.5,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,BERNABE,bernabe,5.5,5.5,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,CREMASCHI,cremaschi,6.0,6.0,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,KEITA,keita,6.0,6.0,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,KOUDA,kouda,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,NICOLUSSI CAVIGLIA,nicolussi caviglia,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,ORDONEZ,ordonez,6.0,6.0,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,SORENSEN,sorensen,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,ALMQVIST,almqvist,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,DE MARTIS,de martis,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,DIALLO,diallo,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,ELPHEGE,elphege,,6.0,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,FRIGAN,frigan,,,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,LONTANI,lontani,5.0,5.0,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,ROMERO,romero,6.5,6.5,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,TOURE,toure,6.0,6.0,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Parma,CUESTA,cuesta,5.5,0.0,0,0,0,0,0,0,0,Juventus,Juventus - Parma
2026-2027,2,Como,AUDERO,audero,,,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,BUTEZ,butez,6.0,5.0,-1,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,TORNQVIST,tornqvist,,,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,VIGORITO,vigorito,,,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,CHALOBAH,chalobah,6.5,6.5,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,COUTO,couto,6.5,6.5,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,DE PAOLI,de paoli,,,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,DOSSENA,dossena,,,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,GOLDANIGA,goldaniga,,,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,KAIKI,kaiki,,6.0,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,KAMBWALA,kambwala,,,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,KEMPF,kempf,6.5,6.5,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,RAMON,ramon,6.0,6.0,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,SMOLCIC,smolcic,6.0,6.0,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,VALLE,valle,6.5,6.5,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,VAN DER BREMPT,van der brempt,,,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,BATURINA,baturina,7.5,11.5,1,1,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,CAQUERET,caqueret,6.0,6.0,0,0,0,0,0,0,0,Napoli,Napoli - Como
2026-2027,2,Como,CASSANO,cassano,,,0,0,0,0,0,0,0,Napoli,Napoli - Como
