hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr
0.5,0.45,0.3,7.15,6.975,6.61,6.487341772151899,0.12962236929614177
