hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.5,0.4,0.32,7.7,7.125,6.67,6.390410958904109,0.168524625146292,0.15057140445285014,0.15057140445285014
