hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.3,0.25,0.24,6.75,6.55,6.46,6.331081081081081,0.037494088842932774,-0.0206423675796108,-0.0206423675796108
