hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.1,0.25,0.2,6.0,6.425,6.26,6.087837837837838,0.14601152123347888,0.18489992963792845,0.18489992963792845
