hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr
0.2,0.1,0.08,5.65,5.575,5.510204081632653,5.510204081632653,0.21614344070539487
