hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.4,0.4,0.24,7.4,6.975,6.37,6.067857142857143,0.3324337411680164,0.1735304039636084,0.22953127627268552
