hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr
0.1,0.15,0.24,6.0,6.025,6.23,5.950381679389313,0.15966662536229861
