hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr
0.1,0.2,0.2,5.85,6.225,6.18,5.888888888888889,0.28130645109397556
