hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr
0.1,0.15,0.06,5.7,5.825,5.573529411764706,5.573529411764706,0.25505592150615586
