hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.1,0.1,0.06,6.0,5.775,5.65,5.748251748251748,0.0007356672121127452,-0.0806821912114573,-0.07153385559679132
