hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr
0.2,0.15,0.2,5.95,5.9,6.08,5.838235294117647,0.18520841628447204
