hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.2,0.25,0.2,6.45,6.675,6.43,6.017985611510792,0.1572430622925269,0.27919431182267185,0.254592505563696
