hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.1,0.05,0.1,6.35,6.125,6.11,5.818181818181818,-0.001119236501296348,0.237167220280105,0.2812054577149729
