id,title,history
94,Verona,"[{'h_a': 'a', 'xG': 0.799203, 'xGA': 1.05058, 'npxG': 0.799203, 'npxGA': 1.05058, 'ppda': {'att': 285, 'def': 15}, 'ppda_allowed': {'att': 162, 'def': 21}, 'deep': 1, 'deep_allowed': 6, 'scored': 1, 'missed': 1, 'xpts': 1.076, 'result': 'd', 'date': '2025-08-25 16:30:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -0.2513770000000001}, {'h_a': 'a', 'xG': 0.600485, 'xGA': 3.96645, 'npxG': 0.600485, 'npxGA': 3.96645, 'ppda': {'att': 440, 'def': 19}, 'ppda_allowed': {'att': 196, 'def': 26}, 'deep': 6, 'deep_allowed': 13, 'scored': 0, 'missed': 4, 'xpts': 0.0579, 'result': 'l', 'date': '2025-08-31 18:45:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -3.365965}, {'h_a': 'h', 'xG': 1.8883, 'xGA': 0.166346, 'npxG': 1.8883, 'npxGA': 0.166346, 'ppda': {'att': 330, 'def': 28}, 'ppda_allowed': {'att': 228, 'def': 11}, 'deep': 3, 'deep_allowed': 1, 'scored': 0, 'missed': 0, 'xpts': 2.6719, 'result': 'd', 'date': '2025-09-15 16:30:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': 1.7219540000000002}, {'h_a': 'h', 'xG': 1.65885, 'xGA': 0.470357, 'npxG': 0.897552, 'npxGA': 0.470357, 'ppda': {'att': 311, 'def': 20}, 'ppda_allowed': {'att': 82, 'def': 15}, 'deep': 4, 'deep_allowed': 7, 'scored': 1, 'missed': 1, 'xpts': 2.4185000000000003, 'result': 'd', 'date': '2025-09-20 16:00:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': 0.427195}, {'h_a': 'a', 'xG': 1.35351, 'xGA': 1.30542, 'npxG': 1.35351, 'npxGA': 1.30542, 'ppda': {'att': 227, 'def': 27}, 'ppda_allowed': {'att': 140, 'def': 19}, 'deep': 1, 'deep_allowed': 5, 'scored': 0, 'missed': 2, 'xpts': 1.373, 'result': 'l', 'date': '2025-09-28 13:00:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': 0.048089999999999966}, {'h_a': 'h', 'xG': 0.810981, 'xGA': 1.5058, 'npxG': 0.810981, 'npxGA': 0.561962, 'ppda': {'att': 185, 'def': 23}, 'ppda_allowed': {'att': 224, 'def': 20}, 'deep': 8, 'deep_allowed': 2, 'scored': 0, 'missed': 1, 'xpts': 0.6812, 'result': 'l', 'date': '2025-10-03 18:45:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': 0.249019}, {'h_a': 'a', 'xG': 1.65491, 'xGA': 0.572009, 'npxG': 1.65491, 'npxGA': 0.572009, 'ppda': {'att': 295, 'def': 28}, 'ppda_allowed': {'att': 131, 'def': 13}, 'deep': 9, 'deep_allowed': 5, 'scored': 0, 'missed': 0, 'xpts': 2.2532, 'result': 'd', 'date': '2025-10-18 13:00:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': 1.0829010000000001}, {'h_a': 'h', 'xG': 2.03687, 'xGA': 0.837271, 'npxG': 2.03687, 'npxGA': 0.837271, 'ppda': {'att': 379, 'def': 24}, 'ppda_allowed': {'att': 158, 'def': 21}, 'deep': 2, 'deep_allowed': 2, 'scored': 2, 'missed': 2, 'xpts': 2.3492, 'result': 'd', 'date': '2025-10-26 13:00:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': 1.199599}, {'h_a': 'a', 'xG': 1.69938, 'xGA': 1.74279, 'npxG': 1.69938, 'npxGA': 1.74279, 'ppda': {'att': 330, 'def': 27}, 'ppda_allowed': {'att': 103, 'def': 22}, 'deep': 7, 'deep_allowed': 4, 'scored': 1, 'missed': 3, 'xpts': 1.3476, 'result': 'l', 'date': '2025-10-29 16:30:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -0.04341000000000017}]"
95,Roma,"[{'h_a': 'h', 'xG': 1.47691, 'xGA': 0.443508, 'npxG': 1.47691, 'npxGA': 0.443508, 'ppda': {'att': 255, 'def': 32}, 'ppda_allowed': {'att': 244, 'def': 20}, 'deep': 5, 'deep_allowed': 0, 'scored': 1, 'missed': 0, 'xpts': 2.2535000000000003, 'result': 'w', 'date': '2025-08-23 18:45:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 1.033402}, {'h_a': 'a', 'xG': 0.953921, 'xGA': 0.6627, 'npxG': 0.953921, 'npxGA': 0.6627, 'ppda': {'att': 133, 'def': 29}, 'ppda_allowed': {'att': 296, 'def': 12}, 'deep': 12, 'deep_allowed': 3, 'scored': 1, 'missed': 0, 'xpts': 1.5916, 'result': 'w', 'date': '2025-08-30 18:45:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 0.29122100000000006}, {'h_a': 'h', 'xG': 1.02943, 'xGA': 0.805089, 'npxG': 1.02943, 'npxGA': 0.805089, 'ppda': {'att': 102, 'def': 19}, 'ppda_allowed': {'att': 311, 'def': 14}, 'deep': 6, 'deep_allowed': 2, 'scored': 0, 'missed': 1, 'xpts': 1.5002999999999997, 'result': 'l', 'date': '2025-09-14 10:30:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': 0.224341}, {'h_a': 'a', 'xG': 1.22639, 'xGA': 0.666967, 'npxG': 1.22639, 'npxGA': 0.666967, 'ppda': {'att': 221, 'def': 36}, 'ppda_allowed': {'att': 194, 'def': 18}, 'deep': 8, 'deep_allowed': 3, 'scored': 1, 'missed': 0, 'xpts': 1.839, 'result': 'w', 'date': '2025-09-21 10:30:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 0.5594230000000001}, {'h_a': 'h', 'xG': 1.30542, 'xGA': 1.35351, 'npxG': 1.30542, 'npxGA': 1.35351, 'ppda': {'att': 140, 'def': 19}, 'ppda_allowed': {'att': 227, 'def': 27}, 'deep': 5, 'deep_allowed': 1, 'scored': 2, 'missed': 0, 'xpts': 1.3046000000000002, 'result': 'w', 'date': '2025-09-28 13:00:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': -0.048089999999999966}, {'h_a': 'a', 'xG': 1.22512, 'xGA': 1.11719, 'npxG': 1.22512, 'npxGA': 1.11719, 'ppda': {'att': 226, 'def': 31}, 'ppda_allowed': {'att': 274, 'def': 21}, 'deep': 8, 'deep_allowed': 2, 'scored': 2, 'missed': 1, 'xpts': 1.4862, 'result': 'w', 'date': '2025-10-05 13:00:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 0.10793000000000008}, {'h_a': 'h', 'xG': 2.1538, 'xGA': 0.96386, 'npxG': 2.1538, 'npxGA': 0.96386, 'ppda': {'att': 211, 'def': 24}, 'ppda_allowed': {'att': 306, 'def': 35}, 'deep': 4, 'deep_allowed': 5, 'scored': 0, 'missed': 1, 'xpts': 2.2299999999999995, 'result': 'l', 'date': '2025-10-18 18:45:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': 1.18994}, {'h_a': 'a', 'xG': 2.25968, 'xGA': 0.949353, 'npxG': 2.25968, 'npxGA': 0.949353, 'ppda': {'att': 175, 'def': 18}, 'ppda_allowed': {'att': 265, 'def': 22}, 'deep': 9, 'deep_allowed': 9, 'scored': 1, 'missed': 0, 'xpts': 2.2989, 'result': 'w', 'date': '2025-10-26 13:00:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 1.310327}, {'h_a': 'h', 'xG': 1.15685, 'xGA': 1.17796, 'npxG': 1.15685, 'npxGA': 1.17796, 'ppda': {'att': 213, 'def': 26}, 'ppda_allowed': {'att': 291, 'def': 15}, 'deep': 8, 'deep_allowed': 4, 'scored': 2, 'missed': 1, 'xpts': 1.2966000000000002, 'result': 'w', 'date': '2025-10-29 16:30:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': -0.021109999999999962}]"
96,Lazio,"[{'h_a': 'a', 'xG': 0.202984, 'xGA': 1.28478, 'npxG': 0.202984, 'npxGA': 1.28478, 'ppda': {'att': 339, 'def': 26}, 'ppda_allowed': {'att': 202, 'def': 35}, 'deep': 2, 'deep_allowed': 5, 'scored': 0, 'missed': 2, 'xpts': 0.4194, 'result': 'l', 'date': '2025-08-24 16:30:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -1.081796}, {'h_a': 'h', 'xG': 3.96645, 'xGA': 0.600485, 'npxG': 3.96645, 'npxGA': 0.600485, 'ppda': {'att': 196, 'def': 26}, 'ppda_allowed': {'att': 440, 'def': 19}, 'deep': 13, 'deep_allowed': 6, 'scored': 4, 'missed': 0, 'xpts': 2.9103, 'result': 'w', 'date': '2025-08-31 18:45:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 3.365965}, {'h_a': 'a', 'xG': 0.858246, 'xGA': 1.2156, 'npxG': 0.858246, 'npxGA': 1.2156, 'ppda': {'att': 283, 'def': 21}, 'ppda_allowed': {'att': 339, 'def': 19}, 'deep': 5, 'deep_allowed': 5, 'scored': 0, 'missed': 1, 'xpts': 0.9591000000000001, 'result': 'l', 'date': '2025-09-14 16:00:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -0.35735400000000006}, {'h_a': 'h', 'xG': 0.666967, 'xGA': 1.22639, 'npxG': 0.666967, 'npxGA': 1.22639, 'ppda': {'att': 194, 'def': 18}, 'ppda_allowed': {'att': 221, 'def': 36}, 'deep': 3, 'deep_allowed': 8, 'scored': 0, 'missed': 1, 'xpts': 0.8502000000000001, 'result': 'l', 'date': '2025-09-21 10:30:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -0.5594230000000001}, {'h_a': 'a', 'xG': 3.54059, 'xGA': 1.47659, 'npxG': 3.54059, 'npxGA': 1.47659, 'ppda': {'att': 315, 'def': 20}, 'ppda_allowed': {'att': 152, 'def': 27}, 'deep': 4, 'deep_allowed': 3, 'scored': 3, 'missed': 0, 'xpts': 2.6393, 'result': 'w', 'date': '2025-09-29 18:45:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 2.064}, {'h_a': 'h', 'xG': 1.45075, 'xGA': 2.18108, 'npxG': 0.68945, 'npxGA': 2.18108, 'ppda': {'att': 261, 'def': 24}, 'ppda_allowed': {'att': 238, 'def': 34}, 'deep': 3, 'deep_allowed': 9, 'scored': 3, 'missed': 3, 'xpts': 0.8232, 'result': 'd', 'date': '2025-10-04 13:00:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -1.4916300000000002}, {'h_a': 'a', 'xG': 0.220276, 'xGA': 2.38095, 'npxG': 0.220276, 'npxGA': 2.38095, 'ppda': {'att': 360, 'def': 18}, 'ppda_allowed': {'att': 259, 'def': 22}, 'deep': 0, 'deep_allowed': 10, 'scored': 0, 'missed': 0, 'xpts': 0.0752, 'result': 'd', 'date': '2025-10-19 16:00:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -2.1606739999999998}, {'h_a': 'h', 'xG': 0.905304, 'xGA': 1.24614, 'npxG': 0.905304, 'npxGA': 1.24614, 'ppda': {'att': 298, 'def': 11}, 'ppda_allowed': {'att': 202, 'def': 28}, 'deep': 2, 'deep_allowed': 7, 'scored': 1, 'missed': 0, 'xpts': 1.0644, 'result': 'w', 'date': '2025-10-26 18:45:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': -0.34083600000000003}, {'h_a': 'a', 'xG': 0.657914, 'xGA': 0.780185, 'npxG': 0.657914, 'npxGA': 0.780185, 'ppda': {'att': 225, 'def': 20}, 'ppda_allowed': {'att': 371, 'def': 30}, 'deep': 3, 'deep_allowed': 3, 'scored': 0, 'missed': 0, 'xpts': 1.1953, 'result': 'd', 'date': '2025-10-30 18:45:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -0.12227100000000002}]"
97,Bologna,"[{'h_a': 'a', 'xG': 0.443508, 'xGA': 1.47691, 'npxG': 0.443508, 'npxGA': 1.47691, 'ppda': {'att': 244, 'def': 20}, 'ppda_allowed': {'att': 255, 'def': 32}, 'deep': 0, 'deep_allowed': 5, 'scored': 0, 'missed': 1, 'xpts': 0.5099, 'result': 'l', 'date': '2025-08-23 18:45:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -1.033402}, {'h_a': 'h', 'xG': 1.51584, 'xGA': 0.521585, 'npxG': 1.51584, 'npxGA': 0.521585, 'ppda': {'att': 303, 'def': 23}, 'ppda_allowed': {'att': 130, 'def': 28}, 'deep': 3, 'deep_allowed': 7, 'scored': 1, 'missed': 0, 'xpts': 2.2273, 'result': 'w', 'date': '2025-08-30 16:30:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 0.9942550000000001}, {'h_a': 'a', 'xG': 0.198634, 'xGA': 1.15538, 'npxG': 0.198634, 'npxGA': 1.15538, 'ppda': {'att': 196, 'def': 19}, 'ppda_allowed': {'att': 344, 'def': 21}, 'deep': 2, 'deep_allowed': 7, 'scored': 0, 'missed': 1, 'xpts': 0.4512, 'result': 'l', 'date': '2025-09-14 18:45:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -0.9567460000000001}, {'h_a': 'h', 'xG': 1.78786, 'xGA': 0.794732, 'npxG': 1.02656, 'npxGA': 0.794732, 'ppda': {'att': 154, 'def': 22}, 'ppda_allowed': {'att': 231, 'def': 22}, 'deep': 4, 'deep_allowed': 2, 'scored': 2, 'missed': 1, 'xpts': 2.2069, 'result': 'w', 'date': '2025-09-20 13:00:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 0.23182799999999992}, {'h_a': 'a', 'xG': 1.5908, 'xGA': 2.09017, 'npxG': 0.829502, 'npxGA': 2.09017, 'ppda': {'att': 118, 'def': 24}, 'ppda_allowed': {'att': 315, 'def': 23}, 'deep': 8, 'deep_allowed': 6, 'scored': 2, 'missed': 2, 'xpts': 0.9776999999999999, 'result': 'd', 'date': '2025-09-28 16:00:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -1.2606680000000001}, {'h_a': 'h', 'xG': 3.69928, 'xGA': 0.0265067, 'npxG': 3.69928, 'npxGA': 0.0265067, 'ppda': {'att': 98, 'def': 21}, 'ppda_allowed': {'att': 287, 'def': 22}, 'deep': 14, 'deep_allowed': 1, 'scored': 4, 'missed': 0, 'xpts': 2.9799, 'result': 'w', 'date': '2025-10-05 13:00:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 3.6727733}, {'h_a': 'a', 'xG': 1.15836, 'xGA': 0.367775, 'npxG': 1.15836, 'npxGA': 0.367775, 'ppda': {'att': 190, 'def': 32}, 'ppda_allowed': {'att': 281, 'def': 19}, 'deep': 3, 'deep_allowed': 3, 'scored': 2, 'missed': 0, 'xpts': 2.1498, 'result': 'w', 'date': '2025-10-19 13:00:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 0.7905850000000001}, {'h_a': 'a', 'xG': 0.883347, 'xGA': 3.87905, 'npxG': 0.883347, 'npxGA': 2.35645, 'ppda': {'att': 181, 'def': 20}, 'ppda_allowed': {'att': 182, 'def': 18}, 'deep': 6, 'deep_allowed': 3, 'scored': 2, 'missed': 2, 'xpts': 0.0538, 'result': 'd', 'date': '2025-10-26 16:00:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -1.473103}, {'h_a': 'h', 'xG': 0.3322, 'xGA': 0.797473, 'npxG': 0.3322, 'npxGA': 0.797473, 'ppda': {'att': 128, 'def': 17}, 'ppda_allowed': {'att': 388, 'def': 19}, 'deep': 6, 'deep_allowed': 4, 'scored': 0, 'missed': 0, 'xpts': 0.7806, 'result': 'd', 'date': '2025-10-29 18:45:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -0.465273}]"
98,Juventus,"[{'h_a': 'h', 'xG': 2.74202, 'xGA': 0.815567, 'npxG': 2.74202, 'npxGA': 0.815567, 'ppda': {'att': 155, 'def': 21}, 'ppda_allowed': {'att': 231, 'def': 21}, 'deep': 11, 'deep_allowed': 3, 'scored': 2, 'missed': 0, 'xpts': 2.6380999999999997, 'result': 'w', 'date': '2025-08-24 18:45:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 1.926453}, {'h_a': 'a', 'xG': 1.55128, 'xGA': 0.593013, 'npxG': 1.55128, 'npxGA': 0.593013, 'ppda': {'att': 195, 'def': 34}, 'ppda_allowed': {'att': 269, 'def': 27}, 'deep': 2, 'deep_allowed': 2, 'scored': 1, 'missed': 0, 'xpts': 2.2237999999999998, 'result': 'w', 'date': '2025-08-31 16:30:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 0.958267}, {'h_a': 'h', 'xG': 0.768943, 'xGA': 1.01628, 'npxG': 0.768943, 'npxGA': 1.01628, 'ppda': {'att': 216, 'def': 19}, 'ppda_allowed': {'att': 214, 'def': 20}, 'deep': 4, 'deep_allowed': 10, 'scored': 4, 'missed': 3, 'xpts': 1.0951, 'result': 'w', 'date': '2025-09-13 16:00:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': -0.24733700000000003}, {'h_a': 'a', 'xG': 0.470357, 'xGA': 1.65885, 'npxG': 0.470357, 'npxGA': 0.897552, 'ppda': {'att': 82, 'def': 15}, 'ppda_allowed': {'att': 311, 'def': 20}, 'deep': 7, 'deep_allowed': 4, 'scored': 1, 'missed': 1, 'xpts': 0.3851, 'result': 'd', 'date': '2025-09-20 16:00:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -0.427195}, {'h_a': 'h', 'xG': 1.84242, 'xGA': 0.885278, 'npxG': 1.84242, 'npxGA': 0.885278, 'ppda': {'att': 180, 'def': 20}, 'ppda_allowed': {'att': 344, 'def': 11}, 'deep': 10, 'deep_allowed': 1, 'scored': 1, 'missed': 1, 'xpts': 2.1081, 'result': 'd', 'date': '2025-09-27 16:00:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': 0.9571419999999999}, {'h_a': 'h', 'xG': 0.570595, 'xGA': 1.55707, 'npxG': 0.570595, 'npxGA': 0.795771, 'ppda': {'att': 300, 'def': 14}, 'ppda_allowed': {'att': 287, 'def': 13}, 'deep': 6, 'deep_allowed': 3, 'scored': 0, 'missed': 0, 'xpts': 0.5392, 'result': 'd', 'date': '2025-10-05 18:45:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -0.22517600000000004}, {'h_a': 'a', 'xG': 0.964723, 'xGA': 1.68785, 'npxG': 0.964723, 'npxGA': 1.68785, 'ppda': {'att': 201, 'def': 30}, 'ppda_allowed': {'att': 290, 'def': 34}, 'deep': 7, 'deep_allowed': 5, 'scored': 0, 'missed': 2, 'xpts': 0.7819, 'result': 'l', 'date': '2025-10-19 10:30:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -0.7231270000000001}, {'h_a': 'a', 'xG': 1.24614, 'xGA': 0.905304, 'npxG': 1.24614, 'npxGA': 0.905304, 'ppda': {'att': 202, 'def': 28}, 'ppda_allowed': {'att': 298, 'def': 11}, 'deep': 7, 'deep_allowed': 2, 'scored': 0, 'missed': 1, 'xpts': 1.6278000000000001, 'result': 'l', 'date': '2025-10-26 18:45:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': 0.34083600000000003}, {'h_a': 'h', 'xG': 3.30641, 'xGA': 0.604108, 'npxG': 1.78381, 'npxGA': 0.604108, 'ppda': {'att': 207, 'def': 22}, 'ppda_allowed': {'att': 264, 'def': 13}, 'deep': 7, 'deep_allowed': 1, 'scored': 3, 'missed': 1, 'xpts': 2.8508000000000004, 'result': 'w', 'date': '2025-10-29 16:30:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 1.1797019999999998}]"
99,Udinese,"[{'h_a': 'h', 'xG': 1.05058, 'xGA': 0.799203, 'npxG': 1.05058, 'npxGA': 0.799203, 'ppda': {'att': 162, 'def': 21}, 'ppda_allowed': {'att': 285, 'def': 15}, 'deep': 6, 'deep_allowed': 1, 'scored': 1, 'missed': 1, 'xpts': 1.5413, 'result': 'd', 'date': '2025-08-25 16:30:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': 0.2513770000000001}, {'h_a': 'a', 'xG': 1.20014, 'xGA': 1.67172, 'npxG': 0.438844, 'npxGA': 1.67172, 'ppda': {'att': 305, 'def': 15}, 'ppda_allowed': {'att': 119, 'def': 18}, 'deep': 4, 'deep_allowed': 8, 'scored': 2, 'missed': 1, 'xpts': 0.8886000000000001, 'result': 'w', 'date': '2025-08-31 18:45:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': -1.232876}, {'h_a': 'a', 'xG': 1.72902, 'xGA': 1.27587, 'npxG': 1.72902, 'npxGA': 1.27587, 'ppda': {'att': 225, 'def': 20}, 'ppda_allowed': {'att': 202, 'def': 19}, 'deep': 6, 'deep_allowed': 4, 'scored': 1, 'missed': 0, 'xpts': 1.7053, 'result': 'w', 'date': '2025-09-14 13:00:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 0.45314999999999994}, {'h_a': 'h', 'xG': 0.298364, 'xGA': 1.70251, 'npxG': 0.298364, 'npxGA': 1.70251, 'ppda': {'att': 415, 'def': 22}, 'ppda_allowed': {'att': 199, 'def': 13}, 'deep': 5, 'deep_allowed': 10, 'scored': 0, 'missed': 3, 'xpts': 0.3222, 'result': 'l', 'date': '2025-09-20 18:45:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -1.404146}, {'h_a': 'a', 'xG': 1.19344, 'xGA': 2.31332, 'npxG': 1.19344, 'npxGA': 2.31332, 'ppda': {'att': 164, 'def': 30}, 'ppda_allowed': {'att': 241, 'def': 12}, 'deep': 2, 'deep_allowed': 5, 'scored': 1, 'missed': 3, 'xpts': 0.5539000000000001, 'result': 'l', 'date': '2025-09-28 10:30:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -1.11988}, {'h_a': 'h', 'xG': 2.98545, 'xGA': 0.789093, 'npxG': 2.98545, 'npxGA': 0.789093, 'ppda': {'att': 158, 'def': 21}, 'ppda_allowed': {'att': 243, 'def': 18}, 'deep': 9, 'deep_allowed': 2, 'scored': 1, 'missed': 1, 'xpts': 2.7058, 'result': 'd', 'date': '2025-10-05 10:30:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': 2.196357}, {'h_a': 'a', 'xG': 0.962572, 'xGA': 1.22876, 'npxG': 0.962572, 'npxGA': 1.22876, 'ppda': {'att': 203, 'def': 22}, 'ppda_allowed': {'att': 179, 'def': 23}, 'deep': 7, 'deep_allowed': 1, 'scored': 1, 'missed': 1, 'xpts': 1.0841, 'result': 'd', 'date': '2025-10-20 18:45:00', 'wins': 0, 'draws': 1, 'loses': 0, 'pts': 1, 'npxGD': -0.2661880000000001}, {'h_a': 'h', 'xG': 1.51576, 'xGA': 0.373551, 'npxG': 1.51576, 'npxGA': 0.373551, 'ppda': {'att': 244, 'def': 27}, 'ppda_allowed': {'att': 190, 'def': 32}, 'deep': 7, 'deep_allowed': 0, 'scored': 3, 'missed': 2, 'xpts': 2.3688, 'result': 'w', 'date': '2025-10-25 13:00:00', 'wins': 1, 'draws': 0, 'loses': 0, 'pts': 3, 'npxGD': 1.142209}, {'h_a': 'a', 'xG': 0.604108, 'xGA': 3.30641, 'npxG': 0.604108, 'npxGA': 1.78381, 'ppda': {'att': 264, 'def': 13}, 'ppda_allowed': {'att': 207, 'def': 22}, 'deep': 1, 'deep_allowed': 7, 'scored': 1, 'missed': 3, 'xpts': 0.0944, 'result': 'l', 'date': '2025-10-29 16:30:00', 'wins': 0, 'draws': 0, 'loses': 1, 'pts': 0, 'npxGD': -1.1797019999999998}]"
