iter	MAE	RMSE
883	0.3934686816	0.5061740563
884	0.3934062482	0.5060972047
885	0.3933224277	0.5060092692
886	0.3932593328	0.5059466972
887	0.3931982788	0.505869491
888	0.3931406996	0.5058072659
889	0.3930674708	0.5057323536
890	0.3930424318	0.5057100264
891	0.3929731641	0.5056379662
892	0.3929123251	0.5055718596
893	0.3928404162	0.5054961867
894	0.392761884	0.5054044966
895	0.3927035686	0.5053295999
896	0.3926541205	0.5052570445
897	0.3925756574	0.5051770946
898	0.3925253717	0.5051077818
899	0.3924381869	0.5050028714
900	0.3923931195	0.5049544115
901	0.3923333619	0.504883829
902	0.3922573355	0.5047992009
903	0.3922031184	0.5047264557
904	0.3921152261	0.5046057927
905	0.3920472693	0.5045143339
906	0.3919872833	0.5044273358
907	0.3918989537	0.5043270726
908	0.3917963128	0.5041975647
909	0.3917221371	0.5041255867
910	0.3916885745	0.5040801773
911	0.3915982019	0.5039596627
912	0.3915238878	0.503879889
913	0.3914536836	0.5037995855
914	0.391371083	0.5036849311
915	0.3912510143	0.5035515089
916	0.3912038162	0.5034920291
917	0.3911300192	0.5033957838
918	0.3910797268	0.5033304593
919	0.3910268601	0.5032658028
920	0.3909684386	0.5031869199
921	0.390918468	0.503113707
922	0.3908659505	0.5030495379
923	0.3908165556	0.5029861188
924	0.3907708173	0.5029235736
925	0.390728116	0.5028793966
926	0.3906539111	0.5027947253
927	0.3905808872	0.5027058111
928	0.3905167998	0.5026264995
929	0.3904655961	0.5025724838
930	0.3904162702	0.5025099913
931	0.3903507455	0.5024384734
932	0.3902656179	0.5023372803
933	0.3901985187	0.5022571886
934	0.3901029223	0.5021539164
935	0.3900159987	0.5020687613
936	0.3899565765	0.5019882243
937	0.3899181852	0.5019385794
938	0.3898480897	0.5018511009
939	0.3897593208	0.5017349431
940	0.3897076341	0.5016723317
941	0.3896284868	0.5015798999
942	0.3895652491	0.5014981023
943	0.3895046568	0.5014266537
944	0.3894255756	0.5013184478
945	0.3893765835	0.5012597838
946	0.3893281613	0.5012053571
947	0.3891986807	0.5010562946
948	0.3891241468	0.5009662431
949	0.3890699071	0.5008990611
950	0.3890056223	0.500819937
951	0.3888931918	0.5006819809
952	0.3888385685	0.500621095
953	0.3887840505	0.5005648801
954	0.3887140145	0.5004753696
955	0.3886316761	0.5003824166
956	0.3885687029	0.5003044237
957	0.3885207499	0.500243699
958	0.3884788877	0.5001987953
959	0.3884200953	0.5001340358
960	0.3883545096	0.5000495441
961	0.3883218605	0.500002322
962	0.3882415887	0.499911722
963	0.3881905313	0.499854744
964	0.3881332953	0.4997863067
965	0.3880787079	0.4997185572
966	0.3879965072	0.4996097006
967	0.3879720072	0.4995766132
968	0.3879373001	0.4995338039
969	0.3878554419	0.4994166797
970	0.3878232526	0.4993795019
971	0.3877814961	0.4993275412
972	0.3877209065	0.499255743
973	0.3876434722	0.49915793
974	0.3876303619	0.4991391604
975	0.3875590407	0.4990488804
976	0.3874907144	0.4989474777
977	0.3874377724	0.4988904409
978	0.3873974486	0.498842538
979	0.3873794089	0.4988210996
980	0.3873102947	0.4987180132
981	0.3872584979	0.498658839
982	0.3871957662	0.4985949988
983	0.3871294085	0.498533265
984	0.3870656336	0.4984686497
985	0.3869911125	0.4983782802
986	0.3869205136	0.4982859913
987	0.3868788788	0.4982348417
988	0.3868220689	0.4981667601
989	0.3868037195	0.4981411018
990	0.386763767	0.4980949532
991	0.3866902031	0.4979977599
992	0.3865808294	0.4978526102
993	0.3865365351	0.4978058993
994	0.3864314244	0.4976851253
995	0.3863900433	0.4976303101
996	0.3863694133	0.4976043536
997	0.3863218606	0.4975426214
998	0.3862601954	0.4974582604
999	0.3862145845	0.4974052966
1000	0.3861766321	0.4973625006
1001	0.3861334859	0.4973091997
1002	0.3860638933	0.4972062212
1003	0.3860085148	0.4971266565
1004	0.3859842377	0.4970995001
1005	0.3859400965	0.4970359583
1006	0.385892846	0.4969823627
1007	0.3858462263	0.4969224555
1008	0.3857752421	0.4968394557
1009	0.385715482	0.4967677626
1010	0.3856185048	0.4966446189
1011	0.3855763067	0.4965957065
1012	0.3855098468	0.496518104
1013	0.3854748851	0.4964723343
1014	0.3853962083	0.4963820298
1015	0.3853532057	0.4963316042
1016	0.3853110242	0.4962817336
1017	0.3852401619	0.4961860173
1018	0.3851751908	0.4961060586
1019	0.3851246226	0.4960574798
1020	0.3850782714	0.496012497
1021	0.38499123	0.4958986718
1022	0.3849441665	0.4958410543
1023	0.3849175155	0.4958073193
1024	0.3848535691	0.4957212757
1025	0.3847750564	0.4956282549
1026	0.3846818309	0.4955093422
1027	0.3846665936	0.4954863641
1028	0.3845991104	0.4954087971
1029	0.3845628854	0.4953613333
1030	0.3845047187	0.4952915422
1031	0.3844583514	0.4952286272
1032	0.3844457314	0.4952133684
1033	0.3844257238	0.4951988714
1034	0.3843376518	0.4950850918
1035	0.3842490982	0.4949815233
1036	0.3842110024	0.4949408842
1037	0.3841662705	0.4948769654
1038	0.3841383966	0.4948364376
1039	0.3840693905	0.4947544153
1040	0.3840229	0.4947004442
1041	0.3839898021	0.4946524136
1042	0.3839662924	0.4946310928
1043	0.3838865157	0.4945263168
1044	0.3838141	0.494436183
1045	0.3837475192	0.4943506647
1046	0.3836814034	0.4942644521
1047	0.383625784	0.4941998804
1048	0.3835795658	0.4941430802
1049	0.3835278795	0.4940943029
1050	0.3834757299	0.4940376164
1051	0.3834482283	0.4939962872
1052	0.3834085136	0.4939498627
1053	0.3833792376	0.493917025
1054	0.3833242494	0.4938533883
1055	0.383262627	0.4937835488
1056	0.3832267776	0.4937437606
1057	0.3831741838	0.4936791741
1058	0.3831584803	0.493661119
1059	0.3830951033	0.4935802748
1060	0.3830428812	0.4935187043
1061	0.3829725243	0.4934216045
1062	0.3829011768	0.4933452783
1063	0.3828492079	0.493286785
1064	0.3828077302	0.493231449
1065	0.3827255504	0.493143813
1066	0.3826664806	0.4930682632
1067	0.3825524964	0.4929096958
1068	0.3824974482	0.4928429683
1069	0.3824477679	0.4927780459
1070	0.3823787066	0.492680049
1071	0.3823046881	0.4926045049
1072	0.3822710344	0.4925613634
1073	0.3822199762	0.492496452
1074	0.3821721616	0.492434128
1075	0.3821105852	0.492348377
1076	0.3820411491	0.4922660939
1077	0.3819658116	0.4921740133
1078	0.381906939	0.4921118555
1079	0.3818326022	0.4920372759
1080	0.3817690496	0.4919673593
1081	0.3817272892	0.4919135046
1082	0.3817059447	0.4918908474
1083	0.381668136	0.4918432286
1084	0.3816523576	0.4918228877
1085	0.3815996141	0.4917549841
1086	0.3815607078	0.4917114256
1087	0.3814756302	0.491596829
1088	0.3814141499	0.4915093999
1089	0.3813522835	0.4914438994
1090	0.3812984266	0.4913809954
1091	0.381232976	0.4912953916
1092	0.3811886839	0.4912429861
1093	0.3811443787	0.4911805309
1094	0.3810859619	0.4911046078
1095	0.381034681	0.4910340346
1096	0.3810045737	0.4909996848
1097	0.3809646617	0.4909494788
1098	0.3808731434	0.4908269103
1099	0.38079947	0.4907331799
1100	0.3807388997	0.4906468806
1101	0.380689666	0.4905852646
1102	0.3806487068	0.4905312716
1103	0.3805833113	0.4904485955
1104	0.3805252616	0.4903695206
1105	0.3804796101	0.4903222855
1106	0.380452983	0.4902911196
1107	0.3803519321	0.4901641972
1108	0.3802659597	0.4900519112
1109	0.3801933528	0.489958379
1110	0.3801568291	0.4899244729
1111	0.3800979262	0.4898559117
1112	0.3800398209	0.4897917935
1113	0.3800124879	0.4897596231
1114	0.3799581291	0.4896995618
1115	0.379842641	0.4895554462
1116	0.3797866467	0.4894740092
1117	0.3797305117	0.4893955861
1118	0.3796693614	0.4893246137
1119	0.3796064947	0.4892476702
1120	0.379539447	0.4891609636
1121	0.3795058473	0.4891071717
1122	0.3794264367	0.4890054219
1123	0.3793522998	0.4889153342
1124	0.3792823636	0.4888352282
1125	0.3792535839	0.4888043337
1126	0.3791840003	0.4887087638
1127	0.3791235373	0.4886447616
1128	0.3790629826	0.488562878
1129	0.3790436297	0.4885441363
1130	0.3789557871	0.488450463
1131	0.3788400359	0.4883035417
1132	0.3787972896	0.48824425
1133	0.378732764	0.4881535334
1134	0.3786707296	0.4880641149
1135	0.3785722816	0.4879435047
1136	0.3785071803	0.4878514563
1137	0.3784425691	0.487771322
1138	0.3784034127	0.4877266586
1139	0.3783368266	0.4876466635
1140	0.3782887137	0.487593074
1141	0.3782139263	0.487486984
1142	0.3781437288	0.4874049042
1143	0.3780739167	0.4873285996
1144	0.378026021	0.4872778325
1145	0.3779475114	0.4871662176
1146	0.3779002732	0.4870992358
1147	0.3778285649	0.4870063188
1148	0.377756673	0.4869122287
1149	0.3777093802	0.4868478687
1150	0.3776602421	0.486784439
1151	0.3776222945	0.4867398982
1152	0.3775884939	0.486686604
1153	0.3775437523	0.4866210635
1154	0.3774847282	0.4865521997
1155	0.3774116421	0.4864543244
1156	0.3773336208	0.4863574226
1157	0.3772602578	0.4862640008
1158	0.3772285597	0.4862197617
1159	0.377188558	0.4861641081
1160	0.3771144821	0.4860678496
1161	0.3770557687	0.4859929207
1162	0.37701607	0.4859542108
1163	0.3769462683	0.4858602519
1164	0.376882816	0.4857764429
1165	0.3768187293	0.4857022689
1166	0.3767352846	0.48557774
1167	0.3766830013	0.4855119246
1168	0.3766045004	0.4854137084
1169	0.3765481888	0.4853485835
1170	0.3764741173	0.485241924
1171	0.3764608834	0.4852253209
1172	0.3763969466	0.4851575065
1173	0.3763367169	0.4850836624
1174	0.3762742399	0.484996809
1175	0.3762350419	0.4849396643
1176	0.3762042725	0.4849049348
1177	0.3761574856	0.484842063
1178	0.3761099741	0.4847891291
1179	0.3760602574	0.4847154512
1180	0.375992677	0.4846282453
1181	0.3758803132	0.4844815849
1182	0.3758435404	0.4844217735
1183	0.3757712145	0.4843254836
1184	0.3756822797	0.4842161977
1185	0.3756463825	0.4841814355
1186	0.3755911769	0.4841022444
1187	0.3755489025	0.4840545985
1188	0.3755061548	0.4840015851
1189	0.3754596457	0.4839506377
1190	0.3754116503	0.4838825479
1191	0.375399883	0.4838630297
1192	0.3753569675	0.4838056449
1193	0.3752960742	0.4837236466
1194	0.375224918	0.48364335
1195	0.3751520392	0.4835574687
1196	0.3750735941	0.4834635388
1197	0.3750320988	0.4834130901
1198	0.3749795652	0.483346222
1199	0.3749181878	0.4832682685
