stagione,giornata,squadra,player,player_norm,voto_gds,fantavoto,gol,assist,ammonizioni,espulsioni,autogol,rig_segnati,rig_sbagliati,avversario,partita
2019-2020,22.0,Fiorentina,DUNCAN Joseph Alfred,duncan joseph alfred,,,0,0,0,0,0,0.0,0.0,Juventus,Juventus - Fiorentina
2019-2020,22.0,Fiorentina,GHEZZAL Rachid,ghezzal rachid,6.0,5.5,0,0,1,0,0,0.0,0.0,Juventus,Juventus - Fiorentina
2019-2020,22.0,Fiorentina,PULGAR Erick,pulgar erick,5.5,5.5,0,0,0,0,0,0.0,0.0,Juventus,Juventus - Fiorentina
2019-2020,22.0,Fiorentina,RIBERY Franck,ribery franck,,,0,0,0,0,0,0.0,0.0,Juventus,Juventus - Fiorentina
2019-2020,22.0,Fiorentina,CUTRONE Patrik,cutrone patrik,5.0,5.0,0,0,0,0,0,0.0,0.0,Juventus,Juventus - Fiorentina
2019-2020,22.0,Fiorentina,KOUAME' Christian,kouame' christian,,,0,0,0,0,0,0.0,0.0,Juventus,Juventus - Fiorentina
2019-2020,22.0,Fiorentina,SOTTIL Riccardo,sottil riccardo,6.0,6.0,0,0,0,0,0,0.0,0.0,Juventus,Juventus - Fiorentina
2019-2020,22.0,Fiorentina,THEREAU Cyril,thereau cyril,,,0,0,0,0,0,0.0,0.0,Juventus,Juventus - Fiorentina
2019-2020,22.0,Fiorentina,VLAHOVIC Dusan,vlahovic dusan,5.5,5.5,0,0,0,0,0,0.0,0.0,Juventus,Juventus - Fiorentina
2019-2020,22.0,Genoa,JANDREI Chitolina C.,jandrei chitolina c.,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,MARCHETTI Federico,marchetti federico,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,PERIN Mattia,perin mattia,7.0,4.5,-2,0,1,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,VODISEK Rok,vodisek rok,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,ANKERSEN Peter,ankersen peter,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,BARRECA Antonio,barreca antonio,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,BIRASCHI Davide,biraschi davide,6.5,6.5,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,CRISCITO Domenico,criscito domenico,6.5,10.5,1,0,1,0,0,1.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,GHIGLIONE Paolo,ghiglione paolo,6.5,6.5,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,GOLDANIGA Edoardo,goldaniga edoardo,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,MASIELLO Andrea,masiello andrea,5.5,5.5,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,PAJAC Marko,pajac marko,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,ROMERO Cristian,romero cristian,6.5,6.0,0,0,1,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,SOUMAORO Adama,soumaoro adama,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,ZAPATA Cristian,zapata cristian,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,BEHRAMI Valon,behrami valon,6.0,5.0,0,0,0,1,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,CASSATA Francesco,cassata francesco,,,0,0,1,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,ERIKSSON Sebastian,eriksson sebastian,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,JAGIELLO Filip,jagiello filip,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,LERAGER Lukas,lerager lukas,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,PANDEV Goran,pandev goran,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,RADOVANOVIC Ivan,radovanovic ivan,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,SCHONE Lasse,schone lasse,7.0,7.0,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,STURARO Stefano,sturaro stefano,7.0,8.0,0,1,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,ZENNARO Mattia,zennaro mattia,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,CLEONISE Denilho,cleonise denilho,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,DESTRO Mattia,destro mattia,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,FAVILLI Andrea,favilli andrea,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,IAGO Falque,iago falque,,,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,PINAMONTI Andrea,pinamonti andrea,7.0,7.0,0,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Genoa,SANABRIA Antonio,sanabria antonio,7.0,10.0,1,0,0,0,0,0.0,0.0,Atalanta,Atalanta - Genoa
2019-2020,22.0,Inter,BERNI Tommaso,berni tommaso,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,HANDANOVIC Samir,handanovic samir,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,PADELLI Daniele,padelli daniele,6.0,7.0,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,ASAMOAH Kwadwo,asamoah kwadwo,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,BASTONI Alessandro,bastoni alessandro,6.0,5.5,0,0,1,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,BIRAGHI Cristiano,biraghi cristiano,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,D'AMBROSIO Danilo,d'ambrosio danilo,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,DE VRIJ Stefan,de vrij stefan,6.5,6.5,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,GODIN Diego,godin diego,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,RANOCCHIA Andrea,ranocchia andrea,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,SKRINIAR Milan,skriniar milan,6.0,6.0,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,AGOUME Lucien,agoume lucien,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,BARELLA Nicolo',barella nicolo',7.0,7.5,0,1,1,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,BORJA VALERO Iglesi.,borja valero iglesi.,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,BROZOVIC Marcelo,brozovic marcelo,6.5,6.5,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,CANDREVA Antonio,candreva antonio,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,ERIKSEN Christian,eriksen christian,5.5,5.5,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,GAGLIARDINI Roberto,gagliardini roberto,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,MOSES Victor,moses victor,6.0,6.0,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,SENSI Stefano,sensi stefano,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,VECINO Matias,vecino matias,5.5,5.5,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,YOUNG Ashley,young ashley,6.5,6.5,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,ESPOSITO Sebastiano,esposito sebastiano,5.0,5.0,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,LUKAKU Romelu,lukaku romelu,7.5,13.5,2,0,0,0,0,1.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,MARTINEZ Lautaro,martinez lautaro,,,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Inter,SANCHEZ Alexis,sanchez alexis,7.0,7.0,0,0,0,0,0,0.0,0.0,Udinese,Udinese - Inter
2019-2020,22.0,Juventus,BUFFON Gianluigi,buffon gianluigi,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,PINSOGLIO Carlo,pinsoglio carlo,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,SZCZESNY Wojciech,szczesny wojciech,7.0,8.0,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,ALEX SANDRO,alex sandro,6.0,6.0,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,BONUCCI Leonardo,bonucci leonardo,6.5,6.0,0,0,1,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,CHIELLINI Giorgio,chiellini giorgio,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,DANILO,danilo,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,DE LIGT Matthijs,de ligt matthijs,7.0,11.5,1,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,DE SCIGLIO Mattia,de sciglio mattia,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,DEMIRAL Merih,demiral merih,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,RUGANI Daniele,rugani daniele,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,WESLEY,wesley,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,BENTANCUR Rodrigo,bentancur rodrigo,6.5,6.5,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,BERNARDESCHI Federi.,bernardeschi federi.,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,COSTA Douglas,costa douglas,7.0,7.0,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,CUADRADO Juan,cuadrado juan,6.5,6.5,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,KHEDIRA Sami,khedira sami,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,MATUIDI Blaise,matuidi blaise,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,PJANIC Miralem,pjanic miralem,5.5,5.5,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,RABIOT Adrien,rabiot adrien,6.5,6.5,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,RAMSEY Aaron,ramsey aaron,,,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,DYBALA Paulo,dybala paulo,6.0,7.0,0,1,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,HIGUAIN Gonzalo,higuain gonzalo,6.5,6.5,0,0,0,0,0,0.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Juventus,RONALDO Cristiano,ronaldo cristiano,7.0,13.0,2,0,0,0,0,2.0,0.0,Fiorentina,Juventus - Fiorentina
2019-2020,22.0,Lazio,GUERRIERI Guido,guerrieri guido,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,PROTO Silvio,proto silvio,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,STRAKOSHA Thomas,strakosha thomas,6.0,5.0,-1,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,ACERBI Francesco,acerbi francesco,6.5,6.5,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,ARMINI Nicolo,armini nicolo,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,BASTOS,bastos,6.0,6.0,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,LUIZ FELIPE Ramos M.,luiz felipe ramos m.,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,LUKAKU Jordan,lukaku jordan,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,MARUSIC Adam,marusic adam,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,PATRIC,patric,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,RADU Stefan,radu stefan,6.0,6.0,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,VAVRO Denis,vavro denis,6.0,6.0,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,ALBERTO Luis,alberto luis,7.0,7.0,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,ANDERSON Andre,anderson andre,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,CATALDI Danilo,cataldi danilo,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,JONY,jony,6.0,6.0,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,LAZZARI Manuel,lazzari manuel,7.5,8.5,0,1,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,LEIVA Lucas,leiva lucas,6.5,6.5,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,LULIC Senad,lulic senad,7.0,8.0,0,1,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,MILINKOVIC-SAVIC Se.,milinkovic-savic se.,7.0,6.5,0,0,1,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,PAROLO Marco,parolo marco,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,BOBBY Adekanye,bobby adekanye,7.0,10.5,1,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,CAICEDO Felipe,caicedo felipe,7.5,13.5,2,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,CORREA Joaquin,correa joaquin,,,0,0,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lazio,IMMOBILE Ciro,immobile ciro,8.0,15.0,2,1,0,0,0,0.0,0.0,Spal,Lazio - Spal
2019-2020,22.0,Lecce,GABRIEL Vasconcelos.,gabriel vasconcelos.,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,VIGORITO Mauro,vigorito mauro,6.5,7.5,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,CALDERONI Marco,calderoni marco,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,DELL'ORCO Christian,dell'orco christian,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,DONATI Giulio,donati giulio,6.0,6.0,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,LUCIONI Fabio,lucioni fabio,6.5,6.5,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,MECCARIELLO Biagio,meccariello biagio,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,PAZ Nehuen,paz nehuen,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,RISPOLI Andrea,rispoli andrea,6.0,6.0,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,ROSSETTINI Luca,rossettini luca,6.5,6.5,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,VERA Brayan,vera brayan,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,BARAK Antonin,barak antonin,7.5,11.5,1,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,DEIOLA Alessandro,deiola alessandro,7.5,11.0,1,0,1,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,IMBULA Giannelli,imbula giannelli,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,MAJER Zan,majer zan,7.0,6.5,0,0,1,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,MANCOSU Marco,mancosu marco,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,PETRICCIONE Jacopo,petriccione jacopo,6.0,6.0,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,SAPONARA Riccardo,saponara riccardo,7.0,8.0,0,1,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,SHAKHOV Evgen,shakhov evgen,6.5,6.5,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,TACHTSIDIS Panagiot.,tachtsidis panagiot.,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,BABACAR Khouma,babacar khouma,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,FALCO Filippo,falco filippo,7.5,11.0,1,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,FARIAS Diego,farias diego,,,0,0,0,0,0,0.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Lecce,LAPADULA Gianluca,lapadula gianluca,6.5,9.0,1,0,1,0,0,1.0,0.0,Torino,Lecce - Torino
2019-2020,22.0,Milan,BEGOVIC Asmir,begovic asmir,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,DONNARUMMA Antonio,donnarumma antonio,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,DONNARUMMA Gianluigi,donnarumma gianluigi,6.0,5.0,-1,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,CALABRIA Davide,calabria davide,5.5,5.5,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,CONTI Andrea,conti andrea,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,DUARTE Leo,duarte leo,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,GABBIA Matteo,gabbia matteo,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,HERNANDEZ Theo,hernandez theo,5.5,5.0,0,0,1,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,KJAER Simon,kjaer simon,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,LAXALT Diego Sebast.,laxalt diego sebast.,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,MUSACCHIO Mateo,musacchio mateo,6.0,6.0,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,ROMAGNOLI Alessio,romagnoli alessio,6.5,6.5,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,BENNACER Ismael,bennacer ismael,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,BIGLIA Lucas,biglia lucas,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,BONAVENTURA Giacomo,bonaventura giacomo,5.5,5.5,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,CALHANOGLU Hakan,calhanoglu hakan,6.5,10.5,1,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,CASTILLEJO Samu,castillejo samu,5.5,5.5,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,KESSIE' Franck,kessie' franck,6.0,6.0,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,KRUNIC Rade,krunic rade,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,PAQUETA Lucas,paqueta lucas,5.5,5.5,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,SAELEMAEKERS Alexis,saelemaekers alexis,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,IBRAHIMOVIC Zlatan,ibrahimovic zlatan,,,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,LEAO Rafael,leao rafael,5.0,5.0,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Milan,REBIC Ante,rebic ante,5.5,5.5,0,0,0,0,0,0.0,0.0,Verona,Milan - Verona
2019-2020,22.0,Napoli,KARNEZIS Orestis,karnezis orestis,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,MERET Alex,meret alex,6.0,4.0,-2,0,0,0,0,0.0,1.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,OSPINA David,ospina david,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,DI LORENZO Giovanni,di lorenzo giovanni,6.5,7.5,0,1,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,GHOULAM Faouzi,ghoulam faouzi,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,HYSAJ Elseid,hysaj elseid,6.0,6.0,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,KOULIBALY Kalidou,koulibaly kalidou,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,LUPERTO Sebastiano,luperto sebastiano,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,MAKSIMOVIC Nikola,maksimovic nikola,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,MALCUIT Kevin,malcuit kevin,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,MANOLAS Konstantinos,manolas konstantinos,6.0,6.0,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,MARIO RUI Silva Dua.,mario rui silva dua.,6.5,6.5,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,ALLAN Marques Loure.,allan marques loure.,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,CALLEJON Jose' Mari.,callejon jose' mari.,6.0,6.0,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,DEMME Diego,demme diego,7.0,10.5,1,0,1,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,ELMAS Eljif,elmas eljif,7.0,10.5,1,0,1,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,LOBOTKA Stanislav,lobotka stanislav,5.5,5.5,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,RUIZ Fabian,ruiz fabian,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,YOUNES Amin,younes amin,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,ZIELINSKI Piotor,zielinski piotor,7.0,8.0,0,1,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,INSIGNE Lorenzo,insigne lorenzo,6.5,6.5,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,LEANDRINHO NAPOLI,leandrinho napoli,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,LLORENTE Fernando,llorente fernando,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,LOZANO Hirving,lozano hirving,,,0,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,MERTENS Dries,mertens dries,7.0,10.0,1,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,MILIK Arkadiusz,milik arkadiusz,7.0,10.0,1,0,0,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Napoli,POLITANO Matteo,politano matteo,6.0,5.5,0,0,1,0,0,0.0,0.0,Sampdoria,Sampdoria - Napoli
2019-2020,22.0,Roma,FUZATO Daniel,fuzato daniel,,,0,0,0,0,0,0.0,0.0,Sassuolo,Sassuolo - Roma
2019-2020,22.0,Roma,LOPEZ Pau,lopez pau,5.5,1.5,-4,0,0,0,0,0.0,0.0,Sassuolo,Sassuolo - Roma
2019-2020,22.0,Roma,MIRANTE Antonio,mirante antonio,,,0,0,0,0,0,0.0,0.0,Sassuolo,Sassuolo - Roma
