player,match_id,sum_xA,assists,season,date,league,games,time,goals,xG,assists_total,xA,shots,key_passes,position,player_team,npg,npxG,xGChain,xGBuildup,opponent_team,opponent_team_strength,xA_per90,assists_per90
abdousalam konate,31562,0.0,0.0,2026,2026-08-22,Serie A,2,93.0,0,0.0114925447851419,0,0.0,1,0,M S,Parma Calcio 1913,0,0.0114925447851419,0.0241969749331474,0.0241969749331474,Cagliari,weak,0.0,0.0
abdousalam konate,31574,0.0,0.0,2026,2026-08-29,Serie A,2,93.0,0,0.0114925447851419,0,0.0,1,0,M S,Parma Calcio 1913,0,0.0114925447851419,0.0241969749331474,0.0241969749331474,Juventus,top,0.0,0.0
adam bakoune,31560,0.0,0.0,2026,2026-08-22,Serie A,1,71.0,0,0.0,0,0.0,0,0,D,Monza,0,0.0,0.0691863894462585,0.0691863894462585,Inter,top,0.0,0.0
adam marusic,7504,0.0608584992587566,0.0,2017,2017-08-20,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,SPAL 2013,weak,0.11,0.18
adam marusic,7516,0.0,0.0,2017,2017-08-27,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Chievo,weak,0.11,0.18
adam marusic,7532,0.3659929931163788,0.0,2017,2017-09-17,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Genoa,weak,0.11,0.18
adam marusic,7546,0.0087616499513387,0.0,2017,2017-09-20,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Napoli,top,0.11,0.18
adam marusic,7552,0.4533700048923492,1.0,2017,2017-09-24,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Verona,weak,0.11,0.18
adam marusic,7563,0.1123329997062683,0.0,2017,2017-10-01,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Sassuolo,mid,0.11,0.18
adam marusic,7575,0.0431658998131752,0.0,2017,2017-10-14,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Juventus,top,0.11,0.18
adam marusic,7582,0.7943570017814636,1.0,2017,2017-10-22,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Cagliari,weak,0.11,0.18
adam marusic,7590,0.0,0.0,2017,2017-10-25,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Bologna,mid,0.11,0.18
adam marusic,7599,0.0,0.0,2017,2017-10-29,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Benevento,weak,0.11,0.18
adam marusic,7624,0.167480006814003,0.0,2017,2017-11-18,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Roma,mid,0.11,0.18
adam marusic,7635,0.0,0.0,2017,2017-11-26,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Fiorentina,mid,0.11,0.18
adam marusic,7653,0.0,0.0,2017,2017-12-11,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Torino,weak,0.11,0.18
adam marusic,7659,0.0,0.0,2017,2017-12-17,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Atalanta,top,0.11,0.18
adam marusic,7673,0.0425501987338066,0.0,2017,2017-12-23,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Crotone,weak,0.11,0.18
adam marusic,7685,0.0684697031974792,0.0,2017,2017-12-30,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Inter,top,0.11,0.18
adam marusic,7700,0.1434749960899353,1.0,2017,2018-01-21,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Chievo,weak,0.11,0.18
adam marusic,7716,0.0457297004759311,0.0,2017,2018-01-28,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,AC Milan,top,0.11,0.18
adam marusic,7722,0.1027249991893768,0.0,2017,2018-02-05,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Genoa,weak,0.11,0.18
adam marusic,7736,0.0763114988803863,0.0,2017,2018-02-10,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Napoli,top,0.11,0.18
adam marusic,7744,0.0615280009806156,0.0,2017,2018-02-19,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Verona,weak,0.11,0.18
adam marusic,7754,0.050076600164175,0.0,2017,2018-02-25,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Sassuolo,mid,0.11,0.18
adam marusic,7780,0.067314401268959,0.0,2017,2018-03-18,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Bologna,mid,0.11,0.18
adam marusic,7789,0.0235986001789569,0.0,2017,2018-03-31,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Benevento,weak,0.11,0.18
adam marusic,7807,0.0,0.0,2017,2018-04-08,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Udinese,weak,0.11,0.18
adam marusic,7814,0.0,0.0,2017,2018-04-15,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Roma,mid,0.11,0.18
adam marusic,7825,0.3517700135707855,2.0,2017,2018-04-18,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Fiorentina,mid,0.11,0.18
adam marusic,7837,0.0602369010448455,0.0,2017,2018-04-22,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Sampdoria,weak,0.11,0.18
adam marusic,7843,0.0,0.0,2017,2018-04-29,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Torino,weak,0.11,0.18
adam marusic,7849,0.0441562011837959,0.0,2017,2018-05-06,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Atalanta,top,0.11,0.18
adam marusic,7875,0.0,0.0,2017,2018-05-20,Serie A,32,2534.0,3,3.434332263655961,5,3.1956538688391447,39,36,D S,Lazio,3,3.434332263655961,12.8241282440722,7.420293778181076,Inter,top,0.11,0.18
adam marusic,9578,0.0209548994898796,0.0,2018,2018-08-18,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Napoli,top,0.06,0.04
adam marusic,9587,0.0,0.0,2018,2018-08-25,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Juventus,top,0.06,0.04
adam marusic,9601,0.0283774007111787,0.0,2018,2018-09-02,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Frosinone,weak,0.06,0.04
adam marusic,9608,0.0854324996471405,0.0,2018,2018-09-16,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Empoli,weak,0.06,0.04
adam marusic,9621,0.3208340108394623,0.0,2018,2018-09-23,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Genoa,weak,0.06,0.04
adam marusic,9637,0.0,0.0,2018,2018-09-29,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Roma,mid,0.06,0.04
adam marusic,9651,0.0639410018920898,0.0,2018,2018-10-07,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Fiorentina,mid,0.06,0.04
adam marusic,9662,0.0,0.0,2018,2018-10-21,Serie A,26,2120.0,1,0.9831664022058249,1,1.3395169135183096,16,22,D M S,Lazio,1,0.9831664022058249,6.279065979644656,4.590110417455435,Parma Calcio 1913,weak,0.06,0.04
