player,match_id,sum_xG,goals,npgoals_perMatch,shots_perMatch,npxG_perMatch,xGChain_perMatch,xGBuildUp_perMatch,key_passes_perMatch,season,date,minutes_played,league,games,time,goals_total,xG,assists,xA,shots,key_passes,position,player_team,npg,npxG,xGChain,xGBuildup,opponent_team,opponent_team_strength,shots_per90,xG_per90,goals_per90,is_goals,finishing_efficiency,finishing_efficiency_hist,shots_hist,finishing_eff_weighted,finishing_form,xg_per_shot,goals_per_shot,shot_quality_raw,shot_quality_roll,shot_quality_shrunk,shot_quality_index,xG_last5,shots_last5,goals_last5,goals_last5_sum,xG_cummean,minutes_played_last5,sum_xG_ewm_7,shots_perMatch_ewm_7,minutes_played_ewm_7,goals_ewm_7,finishing_form_ewm_7,npgoals_perMatch_ewm_7,xGChain_perMatch_ewm_7
adam marusic,30198,0.0,0.0,0,0,0.0,0.0146984588354825,0.0146984588354825,0,2025,2026-05-09,78,Serie A,33,2794.0,1,1.743161248974502,2,1.5355632733553648,16.0,9,D S,Lazio,1,1.743161248974502,7.536833369173109,5.5209521651268005,Inter,top,0.52,0.06,0.03,0,0.0,0.2328288781994162,160.0,0.19371790725202145,0.45725987580922184,0.0,0.0,0.0,-0.02155833700849849,-0.012992878373751161,0.4017571114716166,0.1755400776863098,0.4,0.2,1.0,0.0515323511678794,76.2,0.11607417397521635,0.3402301049268761,83.98113186910456,0.07910936819533913,0.5228525912297121,0.07910936819533913,0.2986892378747812
adam marusic,30211,0.0,0.0,0,0,0.0,0.0,0.0,0,2025,2026-05-17,83,Serie A,33,2794.0,1,1.743161248974502,2,1.5355632733553648,16.0,9,D S,Lazio,1,1.743161248974502,7.536833369173109,5.5209521651268005,Roma,mid,0.52,0.06,0.03,0,0.0,0.1970090507841214,160.0,0.163915152290172,0.44482428326066853,0.0,0.0,0.0,-0.02155833700849849,-0.012992878373751161,0.4017571114716166,0.10701937675476074,0.2,0.0,0.0,0.05134289399446808,72.2,0.08705563048141227,0.2551725786951571,82.48584890182842,0.059332026146504346,0.5064544123745894,0.059332026146504346,0.2276915431149565
adam marusic,30217,0.0664150267839431,0.0,0,2,0.0664150267839431,0.5018057227134705,0.4149394035339355,1,2025,2026-05-23,90,Serie A,33,2794.0,1,1.743161248974502,2,1.5355632733553648,16.0,9,D S,Lazio,1,1.743161248974502,7.536833369173109,5.5209521651268005,Pisa,weak,0.52,0.06,0.03,0,0.0,0.16669996604810272,160.0,0.13869743655322245,0.6509446426212182,0.033207496788223156,0.0,-0.033207496788223156,-0.02155833700849849,-0.012992878373751161,0.4017571114716166,0.10701937675476074,0.2,0.0,0.0,0.051154824785697134,73.4,0.06529172286105919,0.1913794340213678,82.61438667637131,0.04449901960987826,0.49104688009610925,0.04449901960987826,0.17076865733621738
adam marusic,31568,0.0,0.0,0,0,0.0,0.0239126812666654,0.0239126812666654,0,2026,2026-08-24,18,Serie A,1,18.0,0,0.0,0,0.0,0.0,0,D,Lazio,0,0.0,0.0239126812666654,0.0239126812666654,Bologna,mid,0.0,0.0,0.0,0,0.0,0.14105381742531767,162.0,0.11813750015006734,0.4202173338618047,0.0,0.0,0.0,-0.02151641587969158,-0.013512499115120277,0.39613394621498565,0.013283005356788622,0.4,0.0,0.0,0.051210518953573946,53.8,0.06557254884178017,0.6435345755160259,84.46079000727849,0.033374264707408695,0.5310213207273865,0.033374264707408695,0.2535279236805307
adam obert,16838,0.0,0.0,0,0,0.0,0.0,0.0,0,2021,2021-10-24,17,Serie A,6,277.0,0,0.0,0,0.0,0.0,0,D S,Cagliari,0,0.0,0.0529956985265016,0.0529956985265016,Fiorentina,mid,0.0,0.0,0.0,0,0.0,0.16095972620826982,162.0,0.13480939421687155,0.42968027480512616,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,,,,,,53.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adam obert,16919,0.0,0.0,0,0,0.0,0.0,0.0,0,2021,2021-12-12,8,Serie A,6,277.0,0,0.0,0,0.0,0.0,0,D S,Cagliari,0,0.0,0.0529956985265016,0.0529956985265016,Inter,top,0.0,0.0,0.0,0,0.0,0.16095972620826982,0.0,0.02703827473686654,0.325744814374422,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,60.6,0.0,0.0,17.0,0.0,0.42968027480512616,0.0,0.0
adam obert,16976,0.0,0.0,0,0,0.0,0.0312811993062496,0.0312811993062496,0,2021,2022-01-23,90,Serie A,6,277.0,0,0.0,0,0.0,0.0,0,D S,Cagliari,0,0.0,0.0529956985265016,0.0529956985265016,Fiorentina,mid,0.0,0.0,0.0,0,0.0,0.16095972620826982,0.0,0.02703827473686654,0.325744814374422,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,84.8,0.0,0.0,14.75,0.0,0.40369640969745013,0.0,0.0
adam obert,16986,0.0,0.0,0,0,0.0,0.0,0.0,0,2021,2022-02-06,87,Serie A,6,277.0,0,0.0,0,0.0,0.0,0,D S,Cagliari,0,0.0,0.0529956985265016,0.0529956985265016,Atalanta,top,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,55.6,0.0,0.0,33.5625,0.0,0.38420851086669305,0.0,0.0078202998265624
adam obert,16997,0.0,0.0,0,0,0.0,0.0,0.0,0,2021,2022-02-13,66,Serie A,6,277.0,0,0.0,0,0.0,0.0,0,D S,Cagliari,0,0.0,0.0529956985265016,0.0529956985265016,Empoli,weak,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,46.921875,0.0,0.33268629132811467,0.0,0.0058652248699218
adam obert,17067,0.0,0.0,0,0,0.0,0.021714499220252,0.021714499220252,0,2021,2022-04-09,9,Serie A,6,277.0,0,0.0,0,0.0,0.0,0,D S,Cagliari,0,0.0,0.0529956985265016,0.0529956985265016,Juventus,top,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,51.69140625,0.0,0.29404462667418085,0.0,0.00439891865244135
adam obert,22313,0.0,0.0,0,0,0.0,0.1435931473970413,0.1435931473970413,0,2023,2023-08-21,89,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Torino,weak,0.29,0.01,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,70.8,0.0,0.0,41.0185546875,0.0,0.2650633781837305,0.0,0.008727813794394013
adam obert,22324,0.0,0.0,0,0,0.0,0.0632483661174774,0.0632483661174774,1,2023,2023-08-28,90,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Inter,top,0.29,0.01,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,57.2,0.0,0.0,53.013916015625,0.0,0.24332744181589272,0.0,0.042444147195055834
adam obert,22338,0.0,0.0,0,0,0.0,0.33757084608078,0.0,1,2023,2023-09-17,4,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Udinese,weak,0.29,0.01,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,55.4,0.0,0.0,62.26043701171875,0.0,0.2270254895400144,0.0,0.047645201925661226
adam obert,22345,0.0,0.0,0,0,0.0,0.0,0.0,0,2023,2023-09-24,90,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Atalanta,top,0.29,0.01,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,71.6,0.0,0.0,47.69532775878906,0.0,0.21479902533310566,0.0,0.12012661296444091
adam obert,22368,0.0,0.0,0,0,0.0,0.0,0.0,0,2023,2023-10-02,12,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Fiorentina,mid,0.29,0.01,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,51.8,0.0,0.0,58.2714958190918,0.0,0.2056291771779241,0.0,0.09009495972333068
adam obert,22375,0.0,0.0,0,0,0.0,0.1943986713886261,0.1943986713886261,1,2023,2023-10-08,71,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Roma,mid,0.29,0.01,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,60.2,0.0,0.0,46.70362186431885,0.0,0.19875179106153792,0.0,0.067571219792498
adam obert,22388,0.0,0.0,0,0,0.0,0.0,0.0,0,2023,2023-10-22,15,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Salernitana,weak,0.29,0.01,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,52.777716398239136,0.0,0.1935937514742483,0.0,0.09927808269153002
adam obert,22407,0.0,0.0,0,0,0.0,0.0,0.0,0,2023,2023-11-05,1,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Genoa,weak,0.29,0.01,0.0,0,0.0,0.0,0.0,0.0,0.17811963271237943,0.0,0.0,0.0,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,72.2,0.0,0.0,43.33328729867935,0.0,0.18972522178378107,0.0,0.0744585620186475
adam obert,22460,0.0461198948323726,0.0,0,1,0.0461198948323726,0.7120846509933472,0.6659647822380066,0,2023,2023-12-16,40,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Napoli,top,0.29,0.01,0.0,0,0.0,0.0,0.0,0.0,0.3686831153388823,0.04611984871252389,0.0,-0.04611984871252389,0.0,-0.008710149056377495,0.4481034036491702,0.0,0.0,0.0,0.0,0.0,79.8,0.0,0.0,32.749965474009514,0.0,0.18682382451593066,0.0,0.05584392151398563
adam obert,22533,0.0,0.0,0,0,0.0,0.1249544769525528,0.0847832337021827,1,2023,2024-02-05,90,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Roma,mid,0.29,0.01,0.0,0,0.0,0.0,1.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.003843320726043658,-0.008267710117256237,0.4528913327531779,0.009223978966474521,0.2,0.0,0.0,0.003074659655491507,90.0,0.01152997370809315,0.25,34.562474105507135,0.0,0.2322886472216686,0.0,0.21990410388382603
adam obert,22536,0.0,0.0,0,0,0.0,0.0405344143509864,0.0405344143509864,0,2023,2024-02-10,64,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Lazio,mid,0.29,0.01,0.0,0,0.0,0.0,1.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.003843320726043658,-0.008267710117256237,0.4528913327531779,0.009223978966474521,0.2,0.0,0.0,0.0028824934270232877,70.6,0.008647480281069863,0.1875,48.42185557913035,0.0,0.2187463935943463,0.0,0.1961666971510077
adam obert,22616,0.0245900657027959,0.0,0,1,0.0245900657027959,0.6345941424369812,0.3183967471122741,1,2023,2024-04-14,90,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Inter,top,0.29,0.01,0.0,0,0.0,0.0,1.0,0.0,0.3340186946756507,0.024590041112754788,0.0,-0.024590041112754788,-0.003843320726043658,-0.008267710117256237,0.4528913327531779,0.009223978966474521,0.2,0.0,0.0,0.0027129349901395647,60.2,0.006485610210802397,0.140625,52.316391684347764,0.0,0.20858970337385457,0.0,0.1572586264510024
adam obert,22637,0.0,0.0,0,0,0.0,0.1142587438225746,0.1142587438225746,0,2023,2024-04-29,90,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Genoa,weak,0.29,0.01,0.0,0,0.0,0.0,2.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.005892490818773223,-0.008240539350110116,0.45318536588474523,0.014141992107033702,0.4,0.0,0.0,0.003928331140842695,63.4,0.011011724083800772,0.35546875,61.73729376326082,0.0,0.2399469511993036,0.0,0.2765925054474971
adam obert,22645,0.0,0.0,0,0,0.0,0.0,0.0,0,2023,2024-05-05,1,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Lecce,weak,0.29,0.01,0.0,0,0.0,0.0,2.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.005892490818773223,-0.008240539350110116,0.45318536588474523,0.014141992107033702,0.4,0.0,0.0,0.0037215768702720266,64.0,0.00825879306285058,0.2666015625,68.80297032244562,0.0,0.22449012157757256,0.0,0.23600906504126645
adam obert,22663,0.0549684166908264,0.0,0,1,0.0549684166908264,0.7749583721160889,0.7749583721160889,1,2023,2024-05-11,90,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,AC Milan,top,0.29,0.01,0.0,0,0.0,0.0,2.0,0.0,0.3816967234773418,0.054968361722464686,0.0,-0.054968361722464686,-0.005892490818773223,-0.008240539350110116,0.45318536588474523,0.0049180131405591795,0.2,0.0,0.0,0.0035354980267584255,56.4,0.0061940947971379345,0.199951171875,51.85222774183421,0.0,0.21289749936127428,0.0,0.17700679878094983
adam obert,22669,0.0,0.0,0,0,0.0,0.0,0.0,0,2023,2024-05-19,2,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Sassuolo,mid,0.29,0.01,0.0,0,0.0,0.0,3.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.010473187628978614,-0.009117004111593137,0.4437005516672704,0.01591169647872446,0.4,0.0,0.0,0.005984684629809281,39.4,0.018387675270560053,0.39996337890625,61.38917080637566,0.0,0.2550973053902912,0.0,0.3264946921147346
adam obert,22676,0.0,0.0,0,0,0.0,0.0629157721996307,0.0629157721996307,0,2023,2024-05-24,90,Serie A,17,929.0,0,0.125678377225995,0,0.8502773195505142,3.0,6,D S,Cagliari,0,0.125678377225995,3.2031116038560867,2.463052250444889,Fiorentina,mid,0.29,0.01,0.0,0,0.0,0.0,3.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.010473187628978614,-0.009117004111593137,0.4437005516672704,0.01591169647872446,0.4,0.0,0.0,0.005712653510272495,84.2,0.01379075645292004,0.2999725341796875,46.541878104781745,0.0,0.23585288722081324,0.0,0.24487101908605094
adam obert,27380,0.0,0.0,0,0,0.0,0.0,0.0,0,2024,2024-08-26,6,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Como,mid,0.76,0.09,0.08,0,0.0,0.0,3.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.010473187628978614,-0.009117004111593137,0.4437005516672704,0.010993683338165281,0.2,0.0,0.0,0.0054642772706954305,59.8,0.01034306733969003,0.22497940063476562,57.40640857858631,0.0,0.2214195735937048,0.0,0.1993822073644459
adam obert,27419,0.0,0.0,0,0,0.0,0.5305737257003784,0.5305737257003784,0,2024,2024-09-30,65,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Parma Calcio 1913,weak,0.76,0.09,0.08,0,0.0,0.0,3.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.010473187628978614,-0.009117004111593137,0.4437005516672704,0.010993683338165281,0.2,0.0,0.0,0.005236599051083121,70.8,0.007757300504767523,0.16873455047607422,44.55480643393973,0.0,0.21059458837337344,0.0,0.14953665552333442
adam obert,27429,0.0215178076177835,0.0,0,1,0.0215178076177835,0.115386851131916,0.0938690453767776,0,2024,2024-10-06,90,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Juventus,top,0.76,0.09,0.08,0,0.0,0.0,3.0,0.0,0.3281394503897477,0.021517786099997403,0.0,-0.021517786099997403,-0.010473187628978614,-0.009117004111593137,0.4437005516672704,0.010993683338165281,0.2,0.0,0.0,0.005027135089039796,71.8,0.005817975378575643,0.12655091285705566,49.666104825454795,0.0,0.20247584945812494,0.0,0.24479592306759543
adam obert,27453,0.0681562945246696,0.0,0,2,0.0681562945246696,0.4022714495658874,0.3248389661312103,1,2024,2024-10-29,74,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Bologna,mid,0.76,0.09,0.08,0,0.0,0.0,4.0,0.0,0.39969778042013476,0.034078130223269686,0.0,-0.034078130223269686,-0.012266336470645066,-0.009726202603311087,0.43710800537284356,0.004303561523556701,0.2,0.0,0.0,0.005661391724760708,70.4,0.009742933438377607,0.34491318464279175,59.749578619091096,0.0,0.23389174969103063,0.0,0.21244365508367558
adam obert,27471,0.0,0.0,0,0,0.0,0.0211098212748765,0.0211098212748765,0,2024,2024-11-04,21,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Lazio,mid,0.76,0.09,0.08,0,0.0,0.0,6.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.011262859929873881,-0.00956105268087629,0.4388952036735191,0.017934820428490622,0.6,0.0,0.0,0.007976017754386963,58.2,0.024346273709950607,0.7586848884820938,63.31218396431832,0.0,0.27534325737330667,0.0,0.2599006037042285
adam obert,27484,0.0,0.0,0,0,0.0,0.0680146738886833,0.0483193919062614,1,2024,2024-11-24,24,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Genoa,weak,0.76,0.09,0.08,0,0.0,0.0,6.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.011262859929873881,-0.00956105268087629,0.4388952036735191,0.017934820428490622,0.6,0.0,0.0,0.007691159977444572,56.0,0.018259705282462957,0.5690136663615704,52.734137973238745,0.0,0.25103735120807485,0.0,0.2002029080968905
adam obert,27495,0.7751471996307373,0.0,0,3,0.7751471996307373,0.8425518870353699,0.0,1,2024,2024-11-29,7,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Verona,weak,0.76,0.09,0.08,0,0.0,0.0,6.0,0.0,0.5423355132778438,0.2583823137494745,0.0,-0.2583823137494745,-0.011262859929873881,-0.00956105268087629,0.4388952036735191,0.017934820428490622,0.6,0.0,0.0,0.007425947564429242,60.6,0.013694778961847218,0.42676024977117777,45.55060347992906,0.0,0.232807921584151,0.0,0.1671558495448387
adam obert,27504,0.0409408397972583,0.0,0,1,0.0409408397972583,0.0,0.0,0,2024,2024-12-08,58,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Fiorentina,mid,0.76,0.09,0.08,0,0.0,0.0,9.0,0.0,0.3606074118113357,0.040940798856459445,0.0,-0.040940798856459445,-0.03074554931626719,-0.017783549163390897,0.34991404325751996,0.17296426035463808,1.2,0.0,0.0,0.03301665596663951,75.4,0.20405788412906975,1.0700701873283833,35.91295260994679,0.0,0.3101898195075742,0.0,0.3360048589174715
adam obert,27517,0.0,0.0,0,0,0.0,0.0173697378486394,0.0,1,2024,2024-12-14,17,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Atalanta,top,0.76,0.09,0.08,0,0.0,0.0,10.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.03415728255430548,-0.02001998616656771,0.3257120554350704,0.17684886679053302,1.2,0.0,0.0,0.03327227479988528,39.8,0.16327862304611687,1.0525526404962875,41.434714457460096,0.0,0.32279421758351456,0.0,0.2520036441881036
adam obert,27534,0.0,0.0,0,0,0.0,0.0,0.0,0,2024,2024-12-28,62,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Inter,top,0.76,0.09,0.08,0,0.0,0.0,10.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.03415728255430548,-0.02001998616656771,0.3257120554350704,0.1632176078855991,0.8,0.0,0.0,0.032232516212388866,64.4,0.12245896728458766,0.7894144803722156,35.32603584309507,0.0,0.2866255713657308,0.0,0.19334516760323756
adam obert,27548,0.0369154661893844,0.0,0,1,0.0369154661893844,0.2247001230716705,0.0410424657166004,2,2024,2025-01-05,90,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Monza,weak,0.76,0.09,0.08,0,0.0,0.0,10.0,0.0,0.35426575505350777,0.03691542927395513,0.0,-0.03691542927395513,-0.029576585744100086,-0.017302211221910325,0.3551229246083687,0.1632176078855991,0.8,0.0,0.0,0.03125577329686193,67.8,0.09184422546344075,0.5920608602791617,41.9945268823213,0.0,0.25949908670239297,0.0,0.14500887570242815
adam obert,27560,0.0,0.0,0,0,0.0,0.0,0.0,0,2024,2025-01-11,90,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,AC Milan,top,0.76,0.09,0.08,0,0.0,0.0,11.0,0.0,0.17811963271237943,0.0,0.0,0.0,-0.03265287151692968,-0.019351359038845134,0.3329477189390792,0.170600701123476,1.0,0.0,0.0,0.03142223485252435,58.2,0.07811203564492666,0.6940456452093713,53.995895161740975,0.0,0.28319075379017167,0.0,0.16493168754473875
adam obert,27563,0.0738239511847496,1.0,1,1,0.0738239511847496,0.6843432784080505,0.5888184309005737,2,2024,2025-01-19,90,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Lecce,weak,0.76,0.09,0.08,1,13.543904720712684,0.0,11.0,0.0,0.4069642621218127,0.07382387736087224,0.9999990000010001,0.9261751226401278,-0.03265287151692969,-0.019351359038845134,0.3329477189390792,0.01557126119732854,0.4,0.0,0.0,0.0305244567138808,68.4,0.058584026733695,0.5205342339070285,62.99692137130573,0.0,0.25692297352072363,0.0,0.12369876565855406
adam obert,27578,0.0,0.0,0,0,0.0,0.0,0.0,0,2024,2025-01-24,58,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Torino,weak,0.76,0.09,0.08,0,0.0,2.0887835153542924,12.0,0.4266137765819885,0.5210232527414453,0.0,0.0,0.0,0.044528388703080964,0.016508105671787038,0.7210070861439166,0.022147883474826803,0.4,0.2,1.0,0.03172722044918271,83.6,0.06239400784645865,0.6404006754302713,69.7476910284793,0.25,0.29443329567099585,0.25,0.2638598938459282
adam obert,27623,0.0,0.0,0,0,0.0,0.0,0.0,0,2024,2025-03-02,48,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Bologna,mid,0.76,0.09,0.08,0,0.0,1.7667661587297347,12.0,0.36084485432426466,0.507183908045977,0.0,0.0,0.0,0.044528388703080964,0.016508105671787038,0.7210070861439166,0.022147883474826803,0.4,0.2,1.0,0.030869728004610204,50.2,0.046795505884843984,0.4803005065727035,66.81076827135948,0.1875,0.3510807849386082,0.1875,0.19789492038444612
adam obert,27632,0.0,0.0,0,0,0.0,0.4407674968242645,0.4407674968242645,1,2024,2025-03-07,80,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Genoa,weak,0.76,0.09,0.08,0,0.0,1.4944794385449702,12.0,0.30523293228578446,0.4938069758224336,0.0,0.0,0.0,0.04632153754474742,0.01574837832190024,0.7127855659114111,0.022147883474826803,0.4,0.2,1.0,0.030057366741330988,59.4,0.035096629413632986,0.36022537992952763,62.10807620351961,0.140625,0.39010656571545044,0.140625,0.1484211902883346
adam obert,27648,0.0,0.0,0,0,0.0,0.0336434356868267,0.0,1,2024,2025-03-16,66,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Roma,mid,0.76,0.09,0.08,0,0.0,1.2642185329230766,12.0,0.2582043753173602,0.4801658079006474,0.0,0.0,0.0,0.04916138173001989,0.012991674988521525,0.6829534264816993,0.014764790236949921,0.2,0.2,1.0,0.02928666503001481,20.8,0.02632247206022474,0.2701690349471457,66.58105715263972,0.10546875,0.4160316682421963,0.10546875,0.22150776692231708
adam obert,27678,0.0,0.0,0,0,0.0,0.0,0.0,0,2024,2025-04-12,15,Serie A,21,1072.0,1,1.016501558944583,1,0.4556614402681589,9.0,10,D M S,Cagliari,1,1.016501558944583,3.512360665947199,2.2209675293415785,Inter,top,0.76,0.09,0.08,0,0.0,1.0694793533222184,12.0,0.21843078640912486,0.4666402430968424,0.0,0.0,0.0,0.04916138173001989,0.012991674988521525,0.6829534264816993,0.014764790236949921,0.2,0.2,1.0,0.02855449840426444,69.4,0.019741854045168556,0.2026267762103593,66.4357928644798,0.0791015625,0.4320652031568091,0.0791015625,0.17454168411344448
