id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season
1271,Ivaylo Chochev,18,1099,3,3.4339786609634757,0,1.2018324844539165,17,13,4,0,M S,Palermo,3,3.4339786609634757,6.538000596687198,2.7972706612199545,2014
1287,Leonardo Bonucci,34,3013,3,1.5742027861997485,0,1.0706103071570396,25,10,8,0,D S,Juventus,3,1.5742027861997485,10.467810191214085,10.110412552952766,2014
1300,Claudio Marchisio,35,2868,3,4.285205413587391,6,3.226150288246572,51,49,9,0,M S,Juventus,2,3.5239063994958997,14.930752009153366,10.60127342119813,2014
1301,Daniele Rugani,38,3420,3,3.5659137666225433,0,0.13667500019073486,25,2,0,0,D,Empoli,3,3.5659137666225433,6.026263598352671,6.00563670322299,2014
1303,Stephan Lichtsteiner,32,2448,3,2.075416522100568,5,3.6611595638096333,21,24,8,1,D S,Juventus,3,2.075416522100568,10.487209169194102,7.652456276118755,2014
1350,Jonathan de Guzmán,23,1179,3,3.7724777795374393,1,2.9352048728615046,25,23,1,0,M S,Napoli,3,3.7724777795374393,7.428115122020245,1.7837884901091456,2014
1385,Omar El Kaddouri,32,2304,3,3.6354033034294844,4,5.47043411899358,40,71,9,1,F M S,Torino,3,2.8741002958267927,11.094199530780315,5.56919511873275,2014
1401,Panagiotis Tachtsidis,34,2978,3,1.7322651268914342,2,2.8129238998517394,45,40,9,0,M,Verona,3,1.7322651268914342,8.561683766543865,6.9631353141739964,2014
1442,Saphir Taïder,27,1682,3,2.8775836769491434,3,2.8370931278914213,37,19,6,0,M S,Sassuolo,3,2.8775836769491434,7.865362072363496,3.3238191436976194,2014
1491,Alejandro Gomez,24,1515,3,3.1020294819027185,2,3.4124401044100523,41,34,0,1,F M S,Atalanta,3,3.1020294819027185,6.550936486572027,2.9518420193344355,2014
1567,Bruno Peres,34,2593,3,2.0958155002444983,3,2.225421095266938,40,27,8,0,D M S,Torino,3,2.0958155002444983,10.175180155783892,6.985323706641793,2014
1589,Lucas Biglia,27,2331,3,2.786123243160546,2,2.8101677102968097,31,41,6,0,M,Lazio,2,1.263522901572287,9.951676418073475,9.219951783306897,2014
1912,Paul-José M&#039;Poku,16,1246,3,2.3842406030744314,1,4.049023345112801,38,28,4,0,F M S,Cagliari,3,2.3842406030744314,6.129393810406327,1.672361085191369,2014
1938,Carlos Carbonero,22,1398,3,1.8845077157020569,2,1.5009547751396894,27,20,7,0,M S,Cesena,3,1.8845077157020569,4.304596705362201,1.8529945416375995,2014
1948,Nigel de Jong,29,2598,3,1.6529970094561577,0,0.3058895021677017,17,9,11,0,M,AC Milan,3,1.6529970094561577,5.726962915621698,4.7036688243970275,2014
2048,Antonio Nocerino,25,1917,3,4.661521695554256,1,1.4149443851783872,29,22,2,0,M S,"Parma,Torino",2,3.9002226814627647,4.72121081314981,1.6115539008751512,2014
3396,Paolo De Ceglie,13,872,3,1.7365916687995195,0,0.5852353908121586,8,5,3,0,D F M S,"Juventus,Parma",3,1.7365916687995195,2.7761905435472727,0.653067696839571,2014
3829,Silvestre Varela,19,1619,3,1.036973413079977,1,0.9585862178355455,26,25,3,0,D F M,Parma,3,1.036973413079977,3.7366861263290048,2.2630616752430797,2014
3928,Richmond Boakye,19,774,3,2.0661533754318953,0,0.15293670073151588,16,5,3,1,F M S,Atalanta,3,2.0661533754318953,3.039256051182747,0.8581386534497142,2014
557,Matteo Darmian,33,2574,2,2.2068075202405453,1,3.347362362779677,29,39,2,0,D M S,Torino,2,2.2068075202405453,9.603792762383819,5.568090513348579,2014
776,Seydou Doumbia,13,539,2,0.8845057096332312,0,0.11477010324597359,8,4,0,0,F S,Roma,2,0.8845057096332312,1.1744991969317198,0.26332100108265877,2014
827,Juan Iturbe,27,1392,2,3.570763748139143,1,1.3323321118950844,34,16,4,0,F M S,Roma,2,3.570763748139143,5.478528279811144,1.1333740158006549,2014
947,Víctor Ibarbo,23,1630,2,4.962237644940615,3,4.883912179619074,28,33,5,1,F S,"Cagliari,Roma",2,4.962237644940615,11.657979015260935,5.269102755934,2014
948,Alessandro Diamanti,11,681,2,3.176374465227127,0,0.5507888980209827,42,10,4,0,F M S,Fiorentina,2,2.4150713980197906,3.4827526416629553,1.2560699926689267,2014
1119,Alessio Romagnoli,30,2533,2,1.3117051753215492,2,0.9844664195552468,8,4,9,0,D S,Sampdoria,2,1.3117051753215492,3.7026179134845734,3.6833959482610226,2014
1123,Juraj Kucka,34,1850,2,3.681762607768178,0,1.1276075132191181,43,10,5,0,F M S,Genoa,2,3.681762607768178,7.57462490350008,5.800609242171049,2014
1139,Silvan Widmer,36,3004,2,1.4486491829156876,4,4.154398553073406,24,34,5,0,D M S,Udinese,2,1.4486491829156876,8.80611189454794,4.95722328312695,2014
1140,Danilo,37,3330,2,1.357211104594171,0,0.23270137514919043,16,7,7,0,D,Udinese,2,1.357211104594171,5.12727141007781,4.844531711190939,2014
1159,Molla Wagué,10,894,2,1.0469272201880813,0,0.04576969891786575,5,1,4,0,D M,Udinese,2,1.0469272201880813,0.9523604921996593,0.9065909869968891,2014
1182,Daniele Baselli,22,1286,2,2.2907416922971606,2,1.325752966105938,25,12,6,0,M S,Atalanta,2,2.2907416922971606,4.2433948731049895,0.8662525862455368,2014
1196,Emiliano Moretti,35,3150,2,2.3586590327322483,2,1.240320268087089,17,10,11,0,D,Torino,2,2.3586590327322483,8.163584467023611,7.757864901795983,2014
1221,Jacopo Sala,16,1199,2,0.6323184967041016,2,2.308066722471267,7,25,2,2,D F M,Verona,2,0.6323184967041016,6.186449189204723,3.8876046733930707,2014
1225,Edgar Barreto,24,2041,2,1.6044330140575767,5,5.666618732735515,34,44,2,2,M,Palermo,2,1.6044330140575767,8.873979665338993,4.35163957066834,2014
1249,Daniele De Rossi,26,2155,2,1.7859196346253157,0,0.43623989913612604,18,13,11,1,M S,Roma,2,1.7859196346253157,8.457874801009893,7.4717080388218164,2014
1275,Robin Quaison,19,772,2,2.7064397614449263,1,2.356517388485372,16,15,2,0,D M S,Palermo,2,2.7064397614449263,5.9580163806676865,1.2697249092161655,2014
1309,Manuel Pasqual,20,1398,2,1.4996031885966659,3,2.526457595638931,15,32,2,0,D S,Fiorentina,2,1.4996031885966659,5.67015079036355,3.0597348026931286,2014
1310,José Mauri,33,2555,2,1.9064707374200225,1,0.7450776668265462,40,19,6,0,M S,Parma,2,1.9064707374200225,5.5924600549042225,3.298134953714907,2014
1320,Federico Barba,18,1268,2,1.1549013461917639,1,0.08421850018203259,5,3,2,0,D S,Empoli,2,1.1549013461917639,1.6761941816657782,1.6092714816331863,2014
1338,Antonio Floro Flores,29,1084,2,3.3814814183861017,1,1.8411613143980503,48,15,4,0,F S,Sassuolo,2,3.3814814183861017,5.90245152823627,2.036731565836817,2014
1339,Mariano Izco,28,2500,2,0.7700192322954535,2,2.813512023538351,27,30,3,0,M,Chievo,2,0.7700192322954535,7.075167225673795,4.945354273542762,2014
1393,Lorenzo Insigne,20,1058,2,4.300672033801675,3,3.9132415084168315,43,34,0,0,M S,Napoli,2,3.539373019710183,9.302802097052336,3.4607079215347767,2014
1422,Borja Valero,28,2170,2,3.7623608699068427,2,4.264373088255525,37,49,7,0,M S,Fiorentina,2,3.7623608699068427,11.931714352220297,6.985063936561346,2014
1423,Matías Vecino,36,3004,2,1.9670157236978412,3,3.2862377194687724,55,35,6,0,M,Empoli,2,1.9670157236978412,11.845621844753623,8.352713828906417,2014
1438,Vasilis Torosidis,20,1495,2,1.8748872196301818,0,0.5546157993376255,20,8,8,1,D S,Roma,2,1.8748872196301818,9.202604140155017,7.28965637087822,2014
1446,Sergio Floccari,27,970,2,1.7022996190935373,0,0.38358860462903976,19,12,1,0,F S,Sassuolo,2,1.7022996190935373,3.421966250985861,1.600811218842864,2014
1452,Godfred Donsah,21,1143,2,0.6750391032546759,1,0.6852809134870768,16,9,1,0,M S,Cagliari,2,0.6750391032546759,2.5696144942194223,1.3886671029031277,2014
1463,Francesco Acerbi,32,2879,2,2.907818659208715,0,0.247932402882725,19,6,7,1,D,Sassuolo,2,2.907818659208715,4.68346534203738,4.019724929705262,2014
1497,Ervin Zukanovic,29,2445,2,1.971306531690061,2,1.9226038306951523,27,26,7,0,D S,Chievo,2,1.971306531690061,5.284001669846475,3.8422001199796796,2014
1522,Andrea Ranocchia,33,2852,2,1.4190932968631387,0,0.11808429658412933,22,4,9,0,D S,Inter,2,1.4190932968631387,9.704914428293705,9.391862402670085,2014
1556,Guglielmo Stendardo,24,2091,2,3.165868337266147,0,0.7111792964860797,12,2,5,0,D S,Atalanta,2,3.165868337266147,2.731782994233072,1.9024194879457355,2014
1562,Francesco Lodi,23,1647,2,1.2637038920074701,1,1.6331644989550114,26,26,3,0,M S,Parma,2,1.2637038920074701,3.6070564724504948,2.8091091848909855,2014
1579,Daniele Gastaldello,14,1189,2,0.8514831848442554,0,0.02871990017592907,5,1,3,0,D S,Sampdoria,2,0.8514831848442554,1.9907587291672826,1.962038834579289,2014
1604,Artur Ionita,18,1154,2,1.5189557075500488,1,0.789037907961756,13,11,4,0,F M S,Verona,2,1.5189557075500488,3.252496939152479,1.6276545356959105,2014
1622,Matías Fernández,29,2053,2,2.0822688145563006,6,5.43994720838964,43,47,1,0,M S,Fiorentina,2,2.0822688145563006,9.932772763073444,5.115630190819502,2014
1816,Philippe Mexes,20,1666,2,1.0370030710473657,0,0.042178800329566,17,2,9,1,D S,AC Milan,2,1.0370030710473657,4.66778614744544,4.541901454329491,2014
1838,Achraf Lazaar,29,2203,2,1.4213404087349772,3,2.7912500873208046,30,21,2,0,D M S,Palermo,2,1.4213404087349772,8.795108808204532,6.408136453479528,2014
1853,Vangelis Moras,35,3039,2,0.8106475956737995,1,0.4871547808870673,13,7,5,0,D,Verona,2,0.8106475956737995,3.6601590868085623,3.2798401974141598,2014
1885,Tino Costa,6,224,2,0.8889922061935067,1,0.18586599826812744,13,2,4,0,M S,Genoa,2,0.8889922061935067,1.127430398017168,0.26076229847967625,2014
1943,Gervinho,24,1894,2,5.671633169054985,4,5.135851817205548,38,33,1,0,F S,Roma,2,5.671633169054985,12.862814888358116,5.268155320547521,2014
2011,Seydou Keita,26,1726,2,0.5573991062119603,1,0.8253589058294892,13,13,2,1,M S,Roma,2,0.5573991062119603,7.891339316032827,7.132473620586097,2014
2148,Joaquín,23,1420,2,1.156236607581377,3,4.231031082570553,16,34,1,0,D F M S,Fiorentina,2,1.156236607581377,6.792507018893957,3.62734248675406,2014
2263,Stefan Savic,29,2517,2,1.0025038896128535,1,0.9257835000753403,10,7,5,1,D S,Fiorentina,2,1.0025038896128535,7.781384566798806,7.572596473619342,2014
