player,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,partita,player_norm,voto_gds,fantavoto,gol,rig_segnati,rig_sbagliati,ammonizioni,espulsioni,autogol,player_team,opponent_team,finishing_form,shot_quality_index,league,home_away,fanta_role,opponent_team_strength,player_team_strength
Aarón Martín,0,0,0.0,90,DL,laspalmas,espanyol,0,0,2016-10-14,1849,2016,152865,0.0,0,0,0,0.0,0.0,0.0,laspalmas - espanyol,aaron martin,,,,,,,,,,,,,Serie A,,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,laspalmas,espanyol,2,2,2017-12-17,8033,2017,204379,0.0524554997682571,0,1,0,0.0,0.6568289995193481,0.6568289995193481,laspalmas - espanyol,aaron martin,,,,,,,,,,,,,Serie A,,D,weak,weak
Aarón Martín,0,0,0.0,61,DML,genoa,fiorentina,1,4,2023-08-19,22308,2023,605529,0.0,0,0,0,0.0,0.0,0.0,genoa - fiorentina,aaron martin,,,,,,,,,genoa,Fiorentina,0.3403105121047092,0.4471514445955762,Serie A,h,D,mid,weak
Aarón Martín,0,0,0.0,1,Sub,lazio,genoa,0,1,2023-08-27,22321,2023,607931,0.0,0,0,0,0.0,0.0,0.0,lazio - genoa,aaron martin,,,,,,,,,genoa,Lazio,0.3403105121047092,0.4471514445955762,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,1,Sub,torino,genoa,1,0,2023-09-03,22331,2023,609704,0.0,0,0,0,0.0,0.0,0.0,torino - genoa,aaron martin,,,,,,,,,genoa,Torino,0.3403105121047092,0.4471514445955762,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,genoa,napoli,2,2,2023-09-16,22337,2023,610742,0.0,0,0,0,0.0,0.0629673227667808,0.0629673227667808,genoa - napoli,aaron martin,,,,,,,,,genoa,Napoli,0.1908379479200036,0.4471514445955762,Serie A,h,D,top,weak
Aarón Martín,0,0,0.0,35,DL,lecce,genoa,1,0,2023-09-22,22351,2023,611760,0.0,0,0,0,0.0,0.0,0.0,lecce - genoa,aaron martin,,,,,,,,,genoa,Lecce,0.1908379479200036,0.4471514445955762,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,90,DML,genoa,salernitana,1,0,2023-10-27,22396,2023,619436,0.1612205952405929,0,3,0,0.0,0.0766107067465782,0.0,genoa - salernitana,aaron martin,,,,,,,,,genoa,Salernitana,0.1908379479200036,0.4471514445955762,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,67,DML,cagliari,genoa,2,1,2023-11-05,22407,2023,622119,0.0703941509127616,0,1,0,0.0,0.0703941509127616,0.0703941509127616,cagliari - genoa,aaron martin,,,,,,,,,genoa,Cagliari,0.1908379479200036,0.4471514445955762,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,30,Sub,sassuolo,genoa,1,2,2023-12-22,22472,2023,632393,0.0962213203310966,0,1,0,0.0,0.1714374870061874,0.1714374870061874,sassuolo - genoa,aaron martin,,,,,,,,,genoa,Sassuolo,0.1908379479200036,0.4471514445955762,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,88,DML,genoa,inter,1,1,2023-12-29,22478,2023,633307,0.0748255848884582,0,2,0,0.0,0.0391351468861103,0.0391351468861103,genoa - inter,aaron martin,,,,,,,,,genoa,Inter,0.1908379479200036,0.4471514445955762,Serie A,h,D,top,weak
Aarón Martín,0,0,0.0,84,DML,genoa,torino,0,0,2024-01-13,22497,2023,634623,0.0570751391351223,0,1,0,0.0,0.0311690289527177,0.0311690289527177,genoa - torino,aaron martin,,,,,,,,,genoa,Torino,0.1908379479200036,0.4471514445955762,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,12,Sub,empoli,genoa,0,0,2024-02-03,22530,2023,638385,0.1228317022323608,0,2,0,0.0,0.1228317022323608,0.0,empoli - genoa,aaron martin,,,,,,,,,genoa,Empoli,0.1908379479200036,0.4471514445955762,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,25,Sub,genoa,atalanta,1,4,2024-02-11,22542,2023,640999,0.0,0,0,0,0.0,0.0,0.0,genoa - atalanta,aaron martin,,,,,,,,,genoa,Atalanta,0.1908379479200036,0.4471514445955762,Serie A,h,D,top,weak
Aarón Martín,0,1,0.0148345213383436,90,DML,napoli,genoa,1,1,2024-02-17,22546,2023,641566,0.1347544640302658,0,3,0,0.0148345213383436,0.1377185732126236,0.0446114875376224,napoli - genoa,aaron martin,,,,,,,,,genoa,Napoli,0.3320900645279392,0.4471514445955762,Serie A,a,D,top,weak
Aarón Martín,0,2,0.0599946603178978,90,DML,genoa,udinese,2,0,2024-02-24,22558,2023,643489,0.1640561670064926,0,2,0,0.0599946603178978,0.2149457782506942,0.1439569294452667,genoa - udinese,aaron martin,,,,,,,,,genoa,Udinese,0.4066404283556816,0.4553043354675463,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,65,DML,inter,genoa,2,1,2024-03-04,22572,2023,646028,0.0,0,0,0,0.0,0.0,0.0,inter - genoa,aaron martin,,,,,,,,,genoa,Inter,0.1908379479200036,0.461036345948455,Serie A,a,D,top,weak
Aarón Martín,0,0,0.0,64,DML,fiorentina,genoa,1,1,2024-04-15,22623,2023,654256,0.375091016292572,0,2,0,0.0,0.0760196074843406,0.0760196074843406,fiorentina - genoa,aaron martin,,,,,,,,,genoa,Fiorentina,0.1908379479200036,0.461036345948455,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,90,DML,genoa,lazio,0,1,2024-04-19,22627,2023,654428,0.0381139852106571,0,1,0,0.0,0.0381139852106571,0.0,genoa - lazio,aaron martin,,,,,,,,,genoa,Lazio,0.1908379479200036,0.461036345948455,Serie A,h,D,mid,weak
Aarón Martín,0,1,0.0558605045080184,65,DML,genoa,cagliari,3,0,2024-04-29,22637,2023,658314,0.024147130548954,0,1,0,0.0558605045080184,0.0715494230389595,0.0715494230389595,genoa - cagliari,aaron martin,,,,,,,,,genoa,Cagliari,0.4010457187314081,0.461036345948455,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,75,DML,milan,genoa,3,3,2024-05-05,22650,2023,659657,0.0437831431627273,0,1,0,0.0,0.0437831431627273,0.0,milan - genoa,aaron martin,,,,,,,,,genoa,AC Milan,0.1908379479200036,0.4486393519423981,Serie A,a,D,top,weak
Aarón Martín,0,0,0.0,90,DML,genoa,sassuolo,2,1,2024-05-12,22658,2023,661155,0.0259910486638546,0,1,0,0.0,0.0259910486638546,0.0,genoa - sassuolo,aaron martin,,,,,,,,,genoa,Sassuolo,0.1908379479200036,0.4486393519423981,Serie A,h,D,mid,weak
Aarón Martín,0,1,0.0570914186537265,90,DML,roma,genoa,1,0,2024-05-19,22672,2023,663761,0.0455550476908683,0,2,0,0.0570914186537265,0.173780545592308,0.0910015553236007,roma - genoa,aaron martin,,,,,,,,,genoa,Roma,0.4026817994599789,0.4486393519423981,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,90,DML,genoa,bologna,2,0,2024-05-24,22683,2023,664179,0.2051714062690735,1,3,0,0.0,0.1912132203578949,0.0,genoa - bologna,aaron martin,,,,,,,,,genoa,Bologna,0.1908379479200036,0.4301635677339748,Serie A,h,D,mid,weak
Aarón Martín,0,0,0.0,90,DML,genoa,inter,2,2,2024-08-17,27362,2024,666515,0.0305505990982055,0,1,0,0.0,0.0978411957621574,0.0978411957621574,genoa - inter,aaron martin,,,,,,,,,genoa,Inter,0.1908379479200036,0.4301635677339748,Serie A,h,D,top,weak
Aarón Martín,0,1,0.0120522733777761,90,DML,monza,genoa,0,1,2024-08-24,27374,2024,668500,0.0144458282738924,0,1,0,0.0120522733777761,0.057113692164421,0.0450614169239997,monza - genoa,aaron martin,,,,,,,,,genoa,Monza,0.3247791863072628,0.4301635677339748,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,90,DML,genoa,verona,0,2,2024-09-01,27389,2024,672805,0.0659418776631355,0,1,0,0.0,0.0752887278795242,0.0752887278795242,genoa - verona,aaron martin,,,,,,,,,genoa,Verona,0.1908379479200036,0.4235933206653217,Serie A,h,D,weak,weak
Aarón Martín,0,1,0.0348613485693931,90,DML,genoa,roma,1,1,2024-09-15,27394,2024,674182,0.2686970829963684,0,5,0,0.0348613485693931,0.9731703996658324,0.8842834234237671,genoa - roma,aaron martin,,,,,,,,,genoa,Roma,0.3707610635668847,0.4310760370453425,Serie A,h,D,mid,weak
Aarón Martín,0,0,0.0,90,DML,venezia,genoa,2,0,2024-09-21,27411,2024,675359,0.1090487539768219,0,3,0,0.0,0.0073703345842659,0.0073703345842659,venezia - genoa,aaron martin,,,,,,,,,genoa,Venezia,0.1908379479200036,0.4320052058873593,Serie A,a,D,weak,weak
Aarón Martín,0,1,0.0287863407284021,82,DML,atalanta,genoa,5,1,2024-10-05,27422,2024,679687,0.0634492188692092,0,1,0,0.0287863407284021,0.0922355577349662,0.0634492188692092,atalanta - genoa,aaron martin,,,,,,,,,genoa,Atalanta,0.3612878129147407,0.4320052058873593,Serie A,a,D,top,weak
Aarón Martín,0,2,0.0979987680912017,90,DML,genoa,bologna,2,2,2024-10-19,27434,2024,681040,0.0252604335546493,1,1,0,0.0979987680912017,0.1635252088308334,0.0655264481902122,genoa - bologna,aaron martin,,,,,,,,,genoa,Bologna,0.4464669809162052,0.4200400306289258,Serie A,h,D,mid,weak
Aarón Martín,0,1,0.013605635613203,90,AML,lazio,genoa,3,0,2024-10-27,27447,2024,683904,0.0,0,0,0,0.013605635613203,0.0196797996759414,0.0196797996759414,lazio - genoa,aaron martin,,,,,,,,,genoa,Lazio,0.3285661983433252,0.3938098169887697,Serie A,a,D,mid,weak
Aarón Martín,0,2,0.1121647506952285,90,DML,genoa,fiorentina,0,1,2024-10-31,27456,2024,684415,0.1490170061588287,0,2,0,0.1121647506952285,0.2147532850503921,0.085628405213356,genoa - fiorentina,aaron martin,,,,,,,,,genoa,Fiorentina,0.4578852226442725,0.410928469097036,Serie A,h,D,mid,weak
Aarón Martín,0,1,0.032626062631607,77,DML,parma,genoa,0,1,2024-11-04,27469,2024,686032,0.1912600547075271,0,5,0,0.032626062631607,0.1936101019382476,0.0531638227403163,parma - genoa,aaron martin,,,,,,,,,genoa,Parma Calcio 1913,0.3672715207541989,0.379344195890359,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,47,DML,genoa,como,1,1,2024-11-07,27472,2024,686174,0.067004807293415,0,1,0,0.0,0.4174863398075104,0.4174863398075104,genoa - como,aaron martin,,,,,,,,,genoa,Como,0.1908379479200036,0.3595270037444455,Serie A,h,D,mid,weak
Aarón Martín,0,0,0.0,90,DL,genoa,cagliari,2,2,2024-11-24,27484,2024,688915,0.2617592215538025,0,4,0,0.0,0.9008153676986694,0.7391185760498047,genoa - cagliari,aaron martin,,,,,,,,,genoa,Cagliari,0.1908379479200036,0.3907462772991434,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,udinese,genoa,0,2,2024-12-01,27501,2024,690536,0.0486495345830917,0,2,0,0.0,0.1462392210960388,0.1462392210960388,udinese - genoa,aaron martin,,,,,,,,,genoa,Udinese,0.1908379479200036,0.3907462772991434,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,genoa,torino,0,0,2024-12-07,27505,2024,691978,0.1013611108064651,0,1,0,0.0,0.1013611108064651,0.0,genoa - torino,aaron martin,,,,,,,,,genoa,Torino,0.1908379479200036,0.3907462772991434,Serie A,h,D,weak,weak
Aarón Martín,0,1,0.1150067821145057,90,DL,milan,genoa,0,0,2024-12-15,27520,2024,694726,0.0,0,0,0,0.1150067821145057,0.0520252138376235,0.0520252138376235,milan - genoa,aaron martin,,,,,,,,,genoa,AC Milan,0.4602649764312846,0.3994983147402995,Serie A,a,D,top,weak
Aarón Martín,0,0,0.0,90,DL,genoa,napoli,1,2,2024-12-21,27524,2024,695390,0.1964923590421676,0,4,0,0.0,0.1535906493663787,0.0965424627065658,genoa - napoli,aaron martin,,,,,,,,,genoa,Napoli,0.1908379479200036,0.3427643190984839,Serie A,h,D,top,weak
Aarón Martín,0,0,0.0,90,DL,empoli,genoa,1,2,2024-12-28,27536,2024,696476,0.1736892461776733,0,3,0,0.0,0.1136189103126525,0.1136189103126525,empoli - genoa,aaron martin,,,,,,,,,genoa,Empoli,0.1908379479200036,0.3644521939570843,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,lecce,genoa,0,0,2025-01-05,27547,2024,697571,0.0,0,0,0,0.0,0.9490780234336852,0.9490780234336852,lecce - genoa,aaron martin,,,,,,,,,genoa,Lecce,0.1908379479200036,0.3644521939570843,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,genoa,parma,1,0,2025-01-12,27558,2024,698505,0.3217099606990814,0,2,0,0.0,0.379764974117279,0.379764974117279,genoa - parma,aaron martin,,,,,,,,,genoa,Parma Calcio 1913,0.1908379479200036,0.3821951885598172,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,roma,genoa,3,1,2025-01-17,27570,2024,699680,0.0,0,0,0,0.0,0.0819219127297401,0.0819219127297401,roma - genoa,aaron martin,,,,,,,,,genoa,Roma,0.1908379479200036,0.4106377123769166,Serie A,a,D,mid,weak
Aarón Martín,0,1,0.0339303910732269,90,DL,genoa,monza,2,0,2025-01-27,27573,2024,702484,0.9227314591407776,1,4,0,0.0339303910732269,0.0339303910732269,0.0,genoa - monza,aaron martin,,,,,,,,,genoa,Monza,0.3694110109377145,0.4196786343346704,Serie A,h,D,weak,weak
Aarón Martín,0,1,0.0394739359617233,90,DL,fiorentina,genoa,2,1,2025-02-02,27587,2024,704024,0.8127503991127014,1,5,0,0.0394739359617233,0.0692472904920578,0.0,fiorentina - genoa,aaron martin,,,,,,,,,genoa,Fiorentina,0.3775914145805684,0.4299914824591466,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,90,DL,torino,genoa,1,1,2025-02-08,27599,2024,705452,0.0419030003249645,0,1,0,0.0,0.0,0.0,torino - genoa,aaron martin,,,,,,,,,genoa,Torino,0.1908379479200036,0.428436672514819,Serie A,a,D,weak,weak
Aarón Martín,0,1,0.0652181059122085,90,DL,genoa,venezia,2,0,2025-02-17,27605,2024,707267,0.6478398442268372,0,3,0,0.0652181059122085,0.5137916803359985,0.4485735893249511,genoa - venezia,aaron martin,,,,,,,,,genoa,Venezia,0.4130932222781566,0.428436672514819,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,inter,genoa,1,0,2025-02-22,27614,2024,708183,0.0422256328165531,0,1,0,0.0,0.0,0.0,inter - genoa,aaron martin,,,,,,,,,genoa,Inter,0.1908379479200036,0.4056473401104727,Serie A,a,D,top,weak
Aarón Martín,0,0,0.0,90,DML,genoa,empoli,1,1,2025-03-02,27625,2024,710295,0.1411353051662445,1,2,0,0.0,0.0884358882904052,0.0884358882904052,genoa - empoli,aaron martin,,,,,,,,,genoa,Empoli,0.1908379479200036,0.4056473401104727,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,cagliari,genoa,1,1,2025-03-07,27632,2024,710903,0.211184412240982,0,3,0,0.0,0.5573539137840271,0.5573539137840271,cagliari - genoa,aaron martin,,,,,,,,,genoa,Cagliari,0.1908379479200036,0.4056473401104727,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,genoa,lecce,2,1,2025-03-14,27646,2024,712522,0.0,0,0,0,0.0,0.4006774425506592,0.4006774425506592,genoa - lecce,aaron martin,,,,,,,,,genoa,Lecce,0.1908379479200036,0.4397411936621054,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,90,DML,genoa,udinese,1,0,2025-04-04,27667,2024,716362,0.0,0,0,0,0.0,0.4802355170249939,0.4802355170249939,genoa - udinese,aaron martin,,,,,,,,,genoa,Udinese,0.1908379479200036,0.4397411936621054,Serie A,h,D,weak,weak
Aarón Martín,0,1,0.0598279386758804,90,DML,verona,genoa,0,0,2025-04-13,27677,2024,719320,0.0,0,0,0,0.0598279386758804,0.083793930709362,0.0239659901708364,verona - genoa,aaron martin,,,,,,,,,genoa,Verona,0.4063772825042332,0.4397411936621054,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,76,DL,genoa,lazio,0,2,2025-04-23,27685,2024,721871,0.1012521684169769,0,1,0,0.0,0.1541883051395416,0.1541883051395416,genoa - lazio,aaron martin,,,,,,,,,genoa,Lazio,0.1908379479200036,0.4211586415539,Serie A,h,D,mid,weak
Aarón Martín,0,1,0.0497625134885311,90,DL,como,genoa,1,0,2025-04-27,27694,2024,722883,0.0,0,0,0,0.0497625134885311,0.0,0.0,como - genoa,aaron martin,,,,,,,,,genoa,Como,0.3929339618324104,0.4211586415539,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,90,DL,genoa,milan,1,2,2025-05-05,27705,2024,725277,0.125892087817192,1,2,0,0.0,0.0793074443936348,0.0,genoa - milan,aaron martin,,,,,,,,,genoa,AC Milan,0.1908379479200036,0.4005063352996759,Serie A,h,D,top,weak
Aarón Martín,0,0,0.0,28,Sub,napoli,genoa,2,2,2025-05-11,27718,2024,726998,0.0394056364893913,1,1,0,0.0,0.0394056364893913,0.0394056364893913,napoli - genoa,aaron martin,,,,,,,,,genoa,Napoli,0.1908379479200036,0.4167080802885813,Serie A,a,D,top,weak
Aarón Martín,0,1,0.0424637459218502,90,DL,genoa,atalanta,2,3,2025-05-18,27724,2024,728344,0.5652881860733032,1,4,0,0.0424637459218502,0.4784766137599945,0.0,genoa - atalanta,aaron martin,,,,,,,,,genoa,Atalanta,0.3818246304516955,0.4315251323412086,Serie A,h,D,top,weak
Aarón Martín,0,0,0.0,90,DL,bologna,genoa,1,3,2025-05-24,27734,2024,729673,0.0359005741775035,1,1,0,0.0,0.0,0.0,bologna - genoa,aaron martin,,,,,,,,,genoa,Bologna,0.1908379479200036,0.4158676160696879,Serie A,a,D,mid,weak
Aarón Martín,0,1,0.0212870500981807,90,DL,genoa,lecce,0,0,2025-08-23,29844,2025,733421,0.0,0,0,0,0.0212870500981807,0.0212870500981807,0.0,genoa - lecce,aaron martin,6.0,5.5,0.0,0.0,0.0,1.0,0.0,0.0,genoa,Lecce,0.3480275502265342,0.4366915107895697,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,90,DL,genoa,juventus,0,1,2025-08-31,29860,2025,735998,0.0564796440303325,0,2,0,0.0,0.149911418557167,0.149911418557167,genoa - juventus,aaron martin,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Juventus,0.1908379479200036,0.4282170566703658,Serie A,h,D,top,weak
Aarón Martín,0,0,0.0,90,DL,como,genoa,1,1,2025-09-15,29873,2025,738108,0.3730877041816711,0,4,0,0.0,0.1297345906496048,0.0,como - genoa,aaron martin,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Como,0.1908379479200036,0.4282170566703658,Serie A,a,D,mid,weak
Aarón Martín,0,1,0.0848558470606803,90,DL,bologna,genoa,2,1,2025-09-20,29877,2025,738388,0.0,0,0,0,0.0848558470606803,0.2506745755672455,0.1658187359571457,bologna - genoa,aaron martin,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Bologna,0.4350945036840419,0.4282170566703658,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,84,DL,genoa,lazio,0,3,2025-09-29,29886,2025,741847,0.6771731972694397,0,4,0,0.0,0.6545562148094177,0.0188424177467823,genoa - lazio,aaron martin,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Lazio,0.1908379479200036,0.3972319020089583,Serie A,h,D,mid,weak
Aarón Martín,0,1,0.1578261256217956,68,DL,genoa,cremonese,0,2,2025-10-29,29928,2025,747652,0.0439118407666683,0,1,0,0.1578261256217956,0.0802494138479232,0.0802494138479232,genoa - cremonese,aaron martin,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Cremonese,0.4814081735389684,0.3972319020089583,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,90,DML,sassuolo,genoa,1,2,2025-11-03,29940,2025,751481,1.1521002054214478,1,8,0,0.0,0.6027650237083435,0.2064947783946991,sassuolo - genoa,aaron martin,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Sassuolo,0.1908379479200036,0.3650923014323131,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,78,DML,genoa,fiorentina,2,2,2025-11-09,29947,2025,750817,0.5317867994308472,1,4,0,0.0,0.0,0.0,genoa - fiorentina,aaron martin,6.5,7.0,0.0,0.0,0.0,1.0,0.0,0.0,genoa,Fiorentina,0.1908379479200036,0.3650923014323131,Serie A,h,D,mid,weak
Aarón Martín,1,1,0.0187911037355661,90,DML,cagliari,genoa,3,3,2025-11-22,29955,2025,751791,0.1656608134508133,0,5,1,0.0187911037355661,0.866824209690094,0.866824209690094,cagliari - genoa,aaron martin,6.5,9.5,1.0,0.0,0.0,0.0,0.0,0.0,genoa,Cagliari,0.3422612237426204,0.3908037553818746,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,90,DML,genoa,verona,2,1,2025-11-29,29967,2025,753506,0.3006946146488189,0,5,0,0.0,0.3967523872852325,0.3967523872852325,genoa - verona,aaron martin,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Verona,0.6040684636858725,0.7032108967660027,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,90,DML,udinese,genoa,1,2,2025-12-08,29982,2025,757138,0.0307613536715507,0,2,0,0.0,0.457877367734909,0.4400515556335449,udinese - genoa,aaron martin,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Udinese,0.6040684636858725,0.7032108967660027,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,90,DML,genoa,inter,1,2,2025-12-14,29987,2025,758509,0.7544006109237671,1,1,0,0.0,0.7544006109237671,0.0,genoa - inter,aaron martin,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Inter,0.6040684636858725,0.6785679407621369,Serie A,h,D,top,weak
Aarón Martín,0,0,0.0,4,DML,genoa,atalanta,0,1,2025-12-21,29997,2025,759769,0.0633482113480568,0,1,0,0.0,0.0633482113480568,0.0,genoa - atalanta,aaron martin,,,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Atalanta,0.60140268179946,0.6785679407621369,Serie A,h,D,top,weak
Aarón Martín,0,1,0.0538169145584106,90,DML,roma,genoa,3,1,2025-12-29,30010,2025,760486,0.131027489900589,0,3,0,0.0538169145584106,0.1113127768039703,0.1113127768039703,roma - genoa,aaron martin,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Roma,0.80072994370967,0.6388979940944617,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,90,DML,genoa,pisa,1,1,2026-01-03,30018,2025,760986,0.1774299144744873,0,5,0,0.0,0.1351865977048874,0.1122646331787109,genoa - pisa,aaron martin,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Pisa,0.5841723490915748,0.669423484261926,Serie A,h,D,weak,weak
Aarón Martín,0,1,0.0402228608727455,84,DML,milan,genoa,1,1,2026-01-08,30028,2025,762555,0.0933479070663452,0,2,0,0.0402228608727455,0.1235672011971473,0.0833443403244018,milan - genoa,aaron martin,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,AC Milan,0.762413619513981,0.669423484261926,Serie A,a,D,top,weak
Aarón Martín,0,0,0.0,90,DML,genoa,cagliari,3,0,2026-01-12,30037,2025,763288,0.5443803071975708,1,2,0,0.0,0.3484363853931427,0.3484363853931427,genoa - cagliari,aaron martin,6.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Cagliari,0.5646537915884857,0.6819702442144328,Serie A,h,D,weak,weak
Aarón Martín,0,0,0.0,90,DML,parma,genoa,0,0,2026-01-18,30048,2025,764631,0.0462011434137821,0,1,0,0.0,0.1876622289419174,0.1876622289419174,parma - genoa,aaron martin,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Parma Calcio 1913,0.5533842844721065,0.6819702442144328,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,56,DML,genoa,bologna,3,2,2026-01-25,30057,2025,766214,0.0197712779045104,0,1,0,0.0,0.0,0.0,genoa - bologna,aaron martin,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Bologna,0.5420346894878953,0.6726472115948288,Serie A,h,D,mid,weak
Aarón Martín,0,0,0.0,69,DML,lazio,genoa,3,2,2026-01-30,30068,2025,766813,0.0436272546648979,0,2,0,0.0,0.1401080340147018,0.1401080340147018,lazio - genoa,aaron martin,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Lazio,0.5300329504370509,0.6726472115948288,Serie A,a,D,mid,weak
Aarón Martín,0,0,0.0,76,DML,genoa,napoli,2,3,2026-02-07,30080,2025,768779,0.0249706860631704,0,1,0,0.0,0.0249706860631704,0.0249706860631704,genoa - napoli,aaron martin,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Napoli,0.5177337421628301,0.6726472115948288,Serie A,h,D,top,weak
Aarón Martín,0,0,0.0,17,Sub,cremonese,genoa,0,0,2026-02-15,30086,2025,770747,0.0,0,0,0,0.0,0.0985293015837669,0.0985293015837669,cremonese - genoa,aaron martin,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Cremonese,0.5054345338886093,0.4491102870796083,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,86,DML,inter,genoa,2,0,2026-02-28,30105,2025,773599,0.0324908830225467,0,1,0,0.0,0.0,0.0,inter - genoa,aaron martin,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Inter,0.4926547984073955,0.4491102870796083,Serie A,a,D,top,weak
Aarón Martín,0,0,0.0,9,Sub,genoa,roma,2,1,2026-03-08,30118,2025,776049,0.5827099084854126,0,1,0,0.0,0.5827099084854126,0.0,genoa - roma,aaron martin,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Roma,0.4803899135051027,0.4491102870796083,Serie A,h,D,mid,weak
Aarón Martín,0,0,0.0,10,Sub,verona,genoa,0,2,2026-03-15,30133,2025,777272,0.0122442236170172,1,1,0,0.0,0.0,0.0,verona - genoa,aaron martin,6.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Verona,0.4684797034460665,0.4491102870796083,Serie A,a,D,weak,weak
Aarón Martín,0,0,0.0,5,Sub,genoa,udinese,0,2,2026-03-20,30139,2025,778097,0.0,0,0,0,0.0,0.0,0.0,genoa - udinese,aaron martin,,,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Udinese,0.4566495812548625,0.4491102870796083,Serie A,h,D,weak,weak
Aarón Martín,0,3,0.8892031908035278,90,DL,juventus,genoa,2,0,2026-04-06,30146,2025,781044,0.0,0,0,0,0.1279043704271316,0.034565296024084,0.0,juventus - genoa,aaron martin,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,genoa,Juventus,0.8074729619194765,0.4535132322812594,Serie A,a,D,top,weak
Aarón Martín,0,0,0.0,34,Sub,genoa,sassuolo,2,1,2026-04-12,30159,2025,782067,0.0,0,0,0,0.0,0.0,0.0,genoa - sassuolo,aaron martin,5.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,genoa,Sassuolo,0.4366145551344522,0.3828750777480362,Serie A,h,D,mid,weak
