Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Alisson Santos,88.1,Udinese,Casa,🔥,s.v.
Arthur Atta,88.0,Napoli,Trasf.,🔥,5.0
Nikola Vlasic,87.7,Juventus,Casa,🔥,6.5
Riccardo Orsolini,84.7,Inter,Casa,🔥,10.0
Nico Paz,82.5,Cremonese,Trasf.,🔥,6.0
Martin Baturina,80.7,Cremonese,Trasf.,🔥,6.5
Nicolo Zaniolo,80.7,Napoli,Trasf.,🔥,6.0
Adrien Rabiot,80.3,Cagliari,Casa,🔥,4.5
Lucas Da Cunha,79.9,Cremonese,Trasf.,🔥,14.0
Scott Mctominay,79.1,Udinese,Casa,🔥,5.5
Francisco Conceicao,79.1,Torino,Trasf.,,7.0
Nicolo Barella,78.3,Bologna,Trasf.,,6.0
Cristian Volpato,77.6,Parma,Trasf.,,s.v.
Toma Basic,76.1,Pisa,Casa,,6.0
Andy Diouf,76.0,Bologna,Trasf.,,10.0
Kristian Thorstvedt,75.7,Parma,Trasf.,,5.0
Federico Bernardeschi,75.4,Inter,Casa,,10.0
Weston Mckennie,75.2,Torino,Trasf.,,6.0
Jonathan Rowe,74.3,Inter,Casa,,6.5
Daniel Maldini,73.9,Pisa,Casa,,6.0
Emirhan Ilkhan,73.5,Juventus,Casa,,6.0
Ismael Kone,73.4,Parma,Trasf.,,6.0
Lassana Coulibaly,72.9,Genoa,Casa,,6.0
Santiago Pierotti,72.3,Genoa,Casa,,7.0
Kevin De Bruyne,72.0,Udinese,Casa,,8.0
Cher Ndour,71.9,Atalanta,Casa,,6.0
Petar Sucic,71.7,Bologna,Trasf.,,5.5
Jesper Karlstrom,71.3,Napoli,Trasf.,,6.0
Gustav Isaksen,71.1,Pisa,Casa,,5.0
Rolando Mandragora,70.6,Atalanta,Casa,,6.0
Maximo Perrone,70.4,Cremonese,Trasf.,,7.0
Kouadio Kone,70.3,Verona,Trasf.,,6.0
Billy Gilmour,70.1,Udinese,Casa,,6.0
Mandela Keita,69.7,Sassuolo,Casa,,6.0
Morten Frendrup,69.5,Lecce,Trasf.,,6.0
Piotr Zielinski,69.1,Bologna,Trasf.,,3.5
Luca Lipani,67.6,Parma,Trasf.,,6.5
Abdou Harroui,67.6,Roma,Casa,,5.0
Jakub Piotrowski,67.1,Napoli,Trasf.,,6.0
Hans Caviglia,67.0,Sassuolo,Casa,,6.5
Nahuel Estevez,66.9,Sassuolo,Casa,,6.0
Niccolo Pisilli,66.7,Verona,Trasf.,,5.5
Henrikh Mkhitaryan,66.6,Bologna,Trasf.,,5.0
Ederson,66.5,Fiorentina,Trasf.,,6.0
Gianluca Gaetano,66.2,Milan,Trasf.,,7.5
Marten De Roon,66.0,Fiorentina,Trasf.,,6.0
Alieu Fadera,65.6,Parma,Trasf.,,5.5
Mehdi Leris,65.6,Lazio,Trasf.,,5.5
Ylber Ramadani,65.6,Genoa,Casa,,6.5
Jacopo Fazzini,65.4,Atalanta,Casa,,6.0
Maxence Caqueret,65.0,Cremonese,Trasf.,,7.0
Teun Koopmeiners,65.0,Torino,Trasf.,,6.0
Nicola Zalewski,64.9,Fiorentina,Trasf.,,5.5
Jack Harrison,64.8,Atalanta,Casa,,5.5
Edon Zhegrova,64.7,Torino,Trasf.,,5.5
Bryan Cristante,64.7,Verona,Trasf.,,7.0
Samuele Ricci,64.6,Cagliari,Casa,,5.5
Jari Vandeputte,64.4,Como,Casa,,4.5
Remo Freuler,64.4,Inter,Casa,,6.5
Tommaso Pobega,64.4,Inter,Casa,,9.5
Eljif Elmas,64.3,Udinese,Casa,,6.0
Antoine Bernede,64.3,Roma,Casa,,6.5
Fabio Miretti,64.1,Torino,Trasf.,,5.5
Fisayo Delebashiru,63.9,Pisa,Casa,,9.5
Christian Ordonez,63.8,Sassuolo,Casa,,6.0
Nicolo Fagioli,63.8,Atalanta,Casa,,7.0
Youssef Maleh,63.7,Genoa,Casa,,6.0
Ndary Adopo,63.7,Milan,Trasf.,,7.0
Morten Thorsby,63.7,Lecce,Trasf.,,4.5
Cesare Casadei,63.7,Juventus,Casa,,10.5
Ruben Loftuscheek,63.5,Cagliari,Casa,,6.0
Kephren Thuram,63.4,Torino,Trasf.,,7.0
Romano Floriani,63.4,Como,Casa,,5.0
Luis Henrique,63.4,Bologna,Trasf.,,5.5
Ardon Jashari,63.4,Cagliari,Casa,,4.0
Alexis Saelemaekers,63.2,Cagliari,Casa,,8.0
Oliver Sorensen,63.2,Sassuolo,Casa,,6.0
Matteo Politano,63.2,Udinese,Casa,,6.0
Davide Frattesi,63.1,Bologna,Trasf.,,6.0
Lazar Samardzic,63.1,Fiorentina,Trasf.,,6.0
Tomas Suslov,63.1,Roma,Casa,,6.0
Michael Folorunsho,63.1,Milan,Trasf.,,6.0
Gabriele Piccinini,62.9,Lazio,Trasf.,,5.0
Omri Gandelman,62.9,Genoa,Casa,,6.5
Michel Aebischer,62.8,Lazio,Trasf.,,6.0
Neil El Aynaoui,62.6,Verona,Trasf.,,6.5
Stanislav Lobotka,62.6,Udinese,Casa,,6.0
Gvidas Gineitis,62.5,Juventus,Casa,,5.5
Mario Pasalic,62.4,Fiorentina,Trasf.,,6.0
Yunus Musah,62.3,Fiorentina,Trasf.,,6.0
Isak Vural,62.3,Lazio,Trasf.,,6.0
Manuel Locatelli,62.2,Torino,Trasf.,,6.5
Marco Brescianini,62.0,Atalanta,Casa,,7.0
Mikael Ellertsson,62.0,Lecce,Trasf.,,5.5
Alessio Zerbin,61.6,Como,Casa,,5.0
Jens Odgaard,61.5,Inter,Casa,,6.0
Nemanja Matic,61.3,Parma,Trasf.,,6.0
Sandi Lovric,61.3,Roma,Casa,,5.5
Lennon Miller,61.2,Napoli,Trasf.,,5.5
Nicolo Rovella,61.1,Pisa,Casa,,3.0
Zambo Anguissa,60.2,Udinese,Casa,,5.5
Matteo Prati,60.1,Juventus,Casa,,6.0
Kenneth Taylor,60.0,Pisa,Casa,,5.0
Idrissa Toure,59.8,Lazio,Trasf.,,5.5
Albert Gudmundsson,59.5,Atalanta,Casa,,6.0
Oier Zarraga,59.4,Napoli,Trasf.,,s.v.
Ebenezer Akinsanmiro,59.3,Lazio,Trasf.,,5.0
Oumar Ngom,59.1,Genoa,Casa,,5.5
Roberto Gagliardini,58.9,Roma,Casa,,6.0
Malthe Hojholt,58.6,Lazio,Trasf.,,6.0
Thorir Helgason,58.1,Genoa,Casa,,5.5
Christian Kabasele,57.9,Napoli,Trasf.,,3.0
Ruslan Malinovskiy,57.5,Lecce,Trasf.,,s.v.
Reda Belahyane,57.1,Pisa,Casa,,7.0
Alberto Grassi,56.8,Como,Casa,,4.0
Patrizio Masini,56.7,Lecce,Trasf.,,6.0
Antonio Vergara,56.6,Udinese,Casa,,6.0
Giovanni Fabbian,56.5,Atalanta,Casa,,5.0
Edoardo Iannoni,55.9,Parma,Trasf.,,s.v.
Abdelhamid Sabiri,55.4,Atalanta,Casa,,5.5
Kristjan Asllani,55.4,Juventus,Casa,,5.5
Lorran,55.4,Lazio,Trasf.,,5.0
Sergi Roberto,55.4,Cremonese,Trasf.,,s.v.
Seydou Fini,55.1,Lecce,Trasf.,,6.0
Filip Kostic,54.9,Torino,Trasf.,,5.5
Lorenzo Venturino,54.9,Verona,Trasf.,,6.0
Martin Payero,54.9,Como,Casa,,5.5
Warren Bondo,54.8,Como,Casa,,5.5
Vasilije Adzic,54.8,Torino,Trasf.,,s.v.
Jacob Ondrejka,54.8,Sassuolo,Casa,,6.0
Al Musrati,54.5,Roma,Casa,,5.5
Grigoris Kastanos,54.4,Roma,Casa,,s.v.
Michele Collocolo,54.3,Como,Casa,,5.0
Simon Sohm,54.2,Atalanta,Casa,,s.v.
Jeremy Sarmiento,53.7,Como,Casa,,5.5
Hernani,53.6,Sassuolo,Casa,,5.5
Ivan Ilic,53.5,Juventus,Casa,,6.0
