Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
kenan yildiz,88.8,udinese,trasf.,🔥,8.5
tasos douvikas,88.6,roma,casa,🔥,10.0
santiago castro,87.5,sassuolo,trasf.,🔥,5.5
che adams,84.5,parma,casa,🔥,7.0
jesus rodriguez,84.4,roma,casa,🔥,7.0
donyell malen,83.8,como,trasf.,🔥,9.0
rasmus hojlund,82.7,lecce,casa,🔥,9.5
keinan davis,82.6,juventus,casa,🔥,6.0
rafael leao,82.5,lazio,trasf.,🔥,4.0
gift orban,82.4,genoa,casa,🔥,5.0
armand lauriente,82.4,bologna,casa,,5.5
domenico berardi,81.7,bologna,casa,,5.0
gianluca scamacca,81.6,inter,trasf.,,5.5
semih kilicsoy,81.0,pisa,trasf.,,5.0
marcus thuram,80.9,atalanta,casa,,5.0
lorenzo colombo,79.3,verona,trasf.,,6.0
andrea pinamonti,78.9,bologna,casa,,6.0
duvan zapata,78.8,parma,casa,,10.0
giovanni simeone,78.6,parma,casa,,10.0
sebastiano esposito,78.5,pisa,trasf.,,8.5
mateo pellegrino,78.0,torino,trasf.,,9.0
federico bonazzoli,77.5,fiorentina,casa,,5.0
vitinha,76.0,verona,trasf.,,10.0
caleb ekuban,74.2,verona,trasf.,,5.5
christopher nkunku,72.8,lazio,trasf.,,5.5
kieron bowie,72.5,genoa,casa,,5.5
amin sarr,72.4,genoa,casa,,6.0
walid cheddira,72.1,bologna,casa,,5.0
matteo cancellieri,71.8,milan,casa,,6.0
nikola krstovic,70.5,inter,trasf.,,10.0
antonio sanabria,70.4,fiorentina,casa,,6.0
stefano moreo,70.3,cagliari,casa,,11.0
jonathan david,70.3,udinese,trasf.,,s.v.
tijjani noslin,70.0,milan,casa,,6.0
giovane,69.8,genoa,casa,,s.v.
roberto piccoli,69.7,cremonese,trasf.,,11.5
dusan vlahovic,69.4,udinese,trasf.,,6.0
jamie vardy,69.3,fiorentina,casa,,5.0
nicolo cambiaghi,69.2,sassuolo,trasf.,,6.5
lameck banda,68.7,napoli,trasf.,,6.5
rafiu durosinmi,67.8,cagliari,casa,,3.0
milan djuric,67.7,torino,trasf.,,6.0
alvaro morata,67.6,roma,casa,,5.5
benjamin dominguez,67.6,sassuolo,trasf.,,5.5
david okereke,67.3,fiorentina,casa,,9.0
romelu lukaku,67.3,lecce,casa,,s.v.
angeyoan bonny,65.9,atalanta,casa,,5.0
nikola moro,65.2,sassuolo,trasf.,,6.0
pedro,65.2,milan,casa,,5.5
niclas fullkrug,65.2,lazio,trasf.,,5.0
luca moro,65.2,bologna,casa,,5.5
patrick cutrone,65.2,torino,trasf.,,6.0
sulemana,65.1,pisa,trasf.,,4.5
pio esposito,64.8,atalanta,casa,,9.5
adrian benedyczak,64.7,torino,trasf.,,5.5
christian kouame,64.6,cremonese,trasf.,,6.0
jeff ekhator,64.5,verona,trasf.,,6.0
vakoun bayo,64.4,juventus,casa,,4.5
henrik meister,64.3,cagliari,casa,,6.0
yael trepy,63.9,pisa,trasf.,,5.0
daniel mosquera,63.9,genoa,casa,,s.v.
kamaldeen sulemana,63.6,inter,trasf.,,7.0
petar ratkov,63.5,milan,casa,,4.5
nicolas kuhn,63.3,roma,casa,,5.0
nikola stulic,63.2,napoli,trasf.,,5.0
gennaro borrelli,63.0,pisa,trasf.,,6.0
antonio caracciolo,63.0,cagliari,casa,,14.0
alieu njie,62.5,parma,casa,,6.0
mbala nzola,62.4,,trasf.,,4.5
adam buksa,62.4,juventus,casa,,6.0
andrias edmundsson,62.1,genoa,casa,,5.5
thijs dallinga,60.9,sassuolo,trasf.,,9.5
ze pedro,60.8,pisa,trasf.,,4.5
konan ndri,60.3,napoli,trasf.,,6.0
lois openda,60.2,udinese,trasf.,,s.v.
leonardo pavoletti,59.4,pisa,trasf.,,9.0
robinio vaz,59.1,como,trasf.,,5.5
idrissa gueye,58.5,juventus,casa,,s.v.
assane diao,57.6,roma,casa,,7.5
isaac,57.0,genoa,casa,,6.0
zakaria aboukhlal,56.7,parma,casa,,5.5
giuseppe ambrosino,56.0,lecce,casa,,s.v.
ali dembele,55.5,parma,casa,,6.0
faris moumbagna,55.3,fiorentina,casa,,5.0
iker bravo,54.9,juventus,casa,,5.5
nicholas pierini,54.1,bologna,casa,,6.0
