Giocatore,Index,Avversario,Campo,Top,Fantavoto preso
Donyell Malen,96.6,Lazio,Casa,🔥,6.0
Lautaro Martinez,93.9,Verona,Casa,🔥,5.5
Tasos Douvikas,88.6,Parma,Casa,🔥,6.0
Federico Bonazzoli,88.1,Udinese,Trasf.,🔥,6.0
Dusan Vlahovic,86.9,Fiorentina,Casa,🔥,4.0
Rasmus Hojlund,86.3,Pisa,Trasf.,🔥,11.0
Keinan Davis,83.6,Cremonese,Casa,🔥,6.0
Gianluca Scamacca,82.1,Bologna,Casa,🔥,5.5
David Okereke,81.1,Udinese,Trasf.,🔥,5.5
Giovanni Simeone,80.9,Cagliari,Trasf.,🔥,5.5
Sebastiano Esposito,80.8,Torino,Casa,,10.0
Giacomo Raspadori,79.9,Bologna,Casa,,5.5
Kenan Yildiz,79.4,Fiorentina,Casa,,4.5
Jamie Vardy,79.2,Udinese,Trasf.,,9.5
Angeyoan Bonny,79.1,Verona,Casa,,6.5
Kieron Bowie,78.9,Inter,Trasf.,,10.0
Paulo Dybala,78.0,Lazio,Casa,,8.0
Duvan Zapata,77.3,Cagliari,Trasf.,,6.0
Armand Lauriente,77.1,Lecce,Casa,,10.0
Jonathan David,75.0,Fiorentina,Casa,,s.v.
Vitinha,74.6,Milan,Casa,,5.5
Adam Buksa,73.1,Cremonese,Casa,,4.5
Andrea Pinamonti,73.1,Lecce,Casa,,9.5
Soule,73.0,Lazio,Casa,,s.v.
Che Adams,73.0,Cagliari,Trasf.,,6.0
Charles De Ketelaere,72.4,Bologna,Casa,,5.5
Idrissa Gueye,72.2,Cremonese,Casa,,5.5
Lorenzo Colombo,71.2,Milan,Casa,,5.5
Francesco Camarda,71.2,Sassuolo,Trasf.,,6.0
Jeff Ekhator,69.3,Milan,Casa,,6.0
Stefano Moreo,69.3,Napoli,Casa,,6.0
Nikola Krstovic,69.1,Bologna,Casa,,5.0
Roberto Piccoli,68.6,Juventus,Trasf.,,6.5
Vakoun Bayo,68.4,Cremonese,Casa,,6.0
Andrea Belotti,68.1,Torino,Casa,,s.v.
Mateo Pellegrino,67.9,Como,Trasf.,,6.0
Manor Solomon,67.8,Juventus,Trasf.,,8.0
Nicolas Kuhn,67.8,Parma,Casa,,s.v.
Lameck Banda,67.6,Sassuolo,Trasf.,,7.0
Pio Esposito,67.5,Verona,Casa,,5.5
Niclas Fullkrug,67.4,Genoa,Trasf.,,6.0
Tijjani Noslin,67.4,Roma,Trasf.,,5.5
Santiago Castro,66.9,Atalanta,Trasf.,,6.0
Walid Cheddira,66.4,Lecce,Casa,,13.5
Konan Ndri,66.1,Sassuolo,Trasf.,,6.0
Alieu Njie,66.1,Cagliari,Trasf.,,6.0
Antonio Sanabria,65.7,Udinese,Trasf.,,5.5
Caleb Ekuban,64.9,Milan,Casa,,6.0
Mbala Nzola,64.5,,Trasf.,,4.5
Christopher Nkunku,64.3,Genoa,Trasf.,,9.5
Benjamin Dominguez,64.1,Atalanta,Trasf.,,s.v.
Gift Orban,64.0,Inter,Trasf.,,5.0
Assane Diao,63.8,Parma,Casa,,5.0
Henrik Meister,63.5,Napoli,Casa,,5.5
Ze Pedro,63.3,Torino,Casa,,5.0
Giovane,63.2,Inter,Trasf.,,5.0
Sulemana,63.1,Torino,Casa,,6.0
Alvaro Morata,63.1,Parma,Casa,,5.5
Robinio Vaz,62.7,Lazio,Casa,,s.v.
Antonio Caracciolo,62.2,Napoli,Casa,,5.0
Nikola Moro,62.1,Atalanta,Trasf.,,6.0
Milan Djuric,62.1,Como,Trasf.,,s.v.
Nikola Stulic,62.1,Sassuolo,Trasf.,,10.0
Andrias Edmundsson,61.8,Inter,Trasf.,,4.0
Santiago Gimenez,61.8,Genoa,Trasf.,,4.5
Petar Ratkov,61.6,Roma,Trasf.,,6.0
Adrian Benedyczak,61.6,Como,Trasf.,,5.5
Pontus Almqvist,61.5,Como,Trasf.,,6.0
Semih Kilicsoy,61.5,Torino,Casa,,6.0
Rafiu Durosinmi,61.5,Napoli,Casa,,5.5
Rafael Leao,60.8,Genoa,Trasf.,,3.5
Patrick Cutrone,60.0,Como,Trasf.,,6.0
Pedro,59.9,Roma,Trasf.,,6.0
Christian Kouame,59.7,Juventus,Trasf.,,6.0
Thijs Dallinga,59.7,Atalanta,Trasf.,,6.0
Amin Sarr,58.8,Inter,Trasf.,,6.0
Giuseppe Ambrosino,58.1,Pisa,Trasf.,,s.v.
Kamaldeen Sulemana,57.2,Bologna,Casa,,5.5
Iker Bravo,57.2,Cremonese,Casa,,5.5
Isaac,57.2,Inter,Trasf.,,s.v.
Luca Moro,56.7,Lecce,Casa,,s.v.
Lois Openda,56.3,Fiorentina,Casa,,s.v.
Ali Dembele,56.1,Cagliari,Trasf.,,6.0
Yael Trepy,55.4,Torino,Casa,,s.v.
Nicholas Pierini,54.8,Lecce,Casa,,6.0
