hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr
0.3,0.35,0.26,6.7,7.075,6.59,6.034090909090909,0.3036608771222676
