hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.3,0.25,0.2,7.1,6.925,6.38,6.018656716417911,0.13951076858594744,0.15323806934777467,0.3289640784284161
