hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.1,0.05,0.1,5.9,5.75,5.93,5.787769784172662,-0.12064558686349908,0.028896517148355456,0.00626922272635873
