hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.2,0.2,0.2,6.1,6.175,6.1,5.9,0.12074913771390534,0.0918971494087918,0.25494769435647924
