hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.5,0.25,0.16,7.75,6.55,6.17,6.16,0.3395234228766264,-0.01860622526386631,-0.01860622526386631
