hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.3,0.3,0.14,7.4,6.95,6.19,6.153333333333333,0.20173644236207197,0.058930868719970685,0.058930868719970685
