hit_rate_top10,hit_rate_top20,hit_rate_top50,avg_vote_top10,avg_vote_top20,avg_vote_top50,avg_vote_top150,spearman_corr_50,spearman_corr_100,spearman_corr
0.4,0.3,0.2,6.7,6.55,6.0,5.830827067669173,0.240820202320841,0.007891639737916628,0.11372568743520534
