iter	MAE	RMSE
70	0.4584518796	0.58848572
71	0.4581381267	0.5880590964
72	0.4577418013	0.5875518441
73	0.4573972545	0.5869946397
74	0.4570508377	0.5864477471
75	0.4567051119	0.5859694592
76	0.4564756632	0.5854972119
77	0.4562422167	0.5850344129
78	0.4560932592	0.584610196
79	0.455816784	0.5841605865
80	0.4556171333	0.5837214897
81	0.4552929425	0.5832019792
82	0.4549836432	0.5828017909
83	0.4547296426	0.5823435767
84	0.4544808326	0.5819895246
85	0.4541562474	0.5815556606
86	0.4539465724	0.5811130835
87	0.4535906015	0.5806558172
88	0.4534469811	0.5802988243
89	0.4531992222	0.5799723221
90	0.4529117552	0.579548956
91	0.4526032935	0.5791383248
92	0.452382646	0.5787526532
93	0.4521600993	0.5783693816
94	0.4520331067	0.5780417387
95	0.4518384603	0.5776806477
96	0.451634476	0.5774176134
97	0.4512700191	0.5769473278
98	0.4510677294	0.5766902989
99	0.4508648093	0.576420914
100	0.4506310186	0.5761301138
101	0.4504904116	0.5758037327
102	0.4502950298	0.5755509862
103	0.4501653642	0.5752795995
104	0.4499446792	0.575014219
105	0.4497954768	0.5747403445
106	0.4496405389	0.574541032
107	0.4494291759	0.574287697
108	0.4492954714	0.5740304149
109	0.4491806465	0.5737958281
110	0.4488472299	0.5734227653
111	0.448751341	0.5732090641
112	0.4485929376	0.5730092387
113	0.4483830427	0.5727373039
114	0.4481993408	0.5725153541
115	0.4480162313	0.5722805141
116	0.4478646438	0.5720772796
117	0.4477664885	0.5718548464
118	0.4474566616	0.5715047019
119	0.4472921878	0.5713381347
120	0.4471110211	0.5711362087
121	0.4469036467	0.5708668417
122	0.4467049631	0.5706229396
123	0.4465969689	0.5704315445
124	0.4462826364	0.5700952485
125	0.4461441982	0.5699349654
126	0.4458980154	0.5696626837
127	0.4457705382	0.5695073859
128	0.4456872187	0.5693019589
129	0.4455152533	0.5691137758
130	0.4451991396	0.5687927711
131	0.4451289893	0.5686670841
132	0.4449752913	0.5684192231
133	0.4447311538	0.5681864223
134	0.4444301216	0.5678868428
135	0.4442593164	0.567576546
136	0.4439716578	0.5673075429
137	0.4438906943	0.5671434626
138	0.443669263	0.5669017349
139	0.443527913	0.5667035371
140	0.443368588	0.5664947072
141	0.4432409047	0.5663669581
142	0.4431502776	0.5662580897
143	0.4430395496	0.5661368584
144	0.442957102	0.5659648573
145	0.4427838943	0.5657702821
146	0.4426686691	0.5656577795
147	0.4425173684	0.5654679541
148	0.4423701185	0.5652958797
149	0.4422309315	0.5651262986
150	0.4421561637	0.5649803447
151	0.4420156729	0.5648208816
152	0.4419495485	0.5647472394
153	0.441857655	0.5646402402
154	0.4417317936	0.5644773435
155	0.4415946592	0.5643127295
156	0.4414825099	0.5641755882
157	0.4413623973	0.5640626883
158	0.4412206262	0.5639279977
159	0.4411361387	0.5637672943
160	0.4410364865	0.5636657935
161	0.4409662878	0.5635918518
162	0.4408501427	0.5634522909
163	0.44071731	0.5632956623
164	0.4406635114	0.5632342641
165	0.4404544709	0.5630145263
166	0.4402012536	0.5627886377
167	0.4401475891	0.5626628865
168	0.4400206136	0.5625067052
169	0.4399275257	0.5623564073
170	0.4397703243	0.5621839594
171	0.4395751934	0.5620208133
172	0.439383134	0.5617308898
173	0.4391910079	0.5615396161
174	0.4390731154	0.5614123925
175	0.4389956616	0.5612313409
176	0.4387233413	0.5609889796
177	0.4386096942	0.5608671072
178	0.4385074793	0.5607637758
179	0.438273331	0.5605238342
180	0.4381896974	0.5604330216
181	0.4380256608	0.5602881565
182	0.4379031839	0.5601364907
183	0.4378238741	0.5600509962
184	0.4376255018	0.5598538787
185	0.4375574184	0.5597958275
186	0.4374746064	0.5597287126
187	0.4374213967	0.5596030664
188	0.4373070206	0.5594750457
189	0.4371471069	0.5593440332
190	0.436920551	0.559152256
191	0.4368446965	0.5590672652
192	0.4367798083	0.5589706271
193	0.4367262265	0.5589236195
194	0.4366122615	0.558767635
195	0.4365110575	0.5586371831
196	0.4364588713	0.5585843613
197	0.4363491688	0.5584373034
198	0.436259429	0.558380871
199	0.4362190253	0.5583401625
200	0.4360128216	0.5581209837
201	0.4359169901	0.5580281704
202	0.435812441	0.5578999774
203	0.4357054312	0.5577733845
204	0.4355916995	0.5576281556
205	0.4355047278	0.5575094109
206	0.4354000928	0.557378701
207	0.4351974745	0.5571759044
208	0.4350639326	0.557014984
209	0.4350297417	0.5569835586
210	0.4349019204	0.5568427203
211	0.4347926093	0.5567007469
212	0.434593674	0.5565335656
213	0.4344881274	0.556361978
214	0.434314084	0.5562063539
215	0.4342464645	0.5561191879
216	0.4341548015	0.5559479739
217	0.4340809725	0.5558432504
218	0.4339345831	0.5556928162
219	0.4337592245	0.5555463926
220	0.4336643559	0.5554402516
221	0.4336076962	0.5553623275
222	0.4335284637	0.5552562845
223	0.433367566	0.5550635621
224	0.4332051839	0.5548723823
225	0.4330981381	0.5547516246
226	0.4330565782	0.5547252544
227	0.4329390183	0.5545732581
228	0.43285556	0.554478178
229	0.4327852767	0.5543967335
230	0.4326426281	0.554211189
231	0.4325279523	0.5540996456
232	0.4324937506	0.5540690928
233	0.4323651528	0.5539022999
234	0.4322187073	0.5536949066
235	0.4320766558	0.5535247751
236	0.4320024681	0.5534187609
237	0.4318947445	0.5533001075
238	0.4317157743	0.5531481057
239	0.4316318126	0.5530153343
240	0.4316089762	0.5529978674
241	0.4314309267	0.5528559565
242	0.4312306327	0.5526576735
243	0.4310894117	0.5524967629
244	0.430975245	0.5523582262
245	0.4307930685	0.5521746009
246	0.4306754993	0.5520179538
247	0.4305715424	0.5518792379
248	0.4304793011	0.5517599501
249	0.4304475085	0.5517344239
250	0.43031759	0.5515667854
251	0.4302160857	0.5514462652
252	0.4300855136	0.551260882
253	0.4300439963	0.5511997238
254	0.4299592437	0.551097404
255	0.4298566776	0.5509949187
256	0.4297054717	0.5507980055
257	0.4295823801	0.5506772208
258	0.4294833337	0.5505499414
259	0.4294259323	0.5504678292
260	0.4293243755	0.5503384813
261	0.4292997701	0.5503160503
262	0.4292049673	0.5502106604
263	0.4290228478	0.5500696245
264	0.4288917409	0.5498823337
265	0.4287475659	0.5497061671
266	0.4287121056	0.549659297
267	0.4285215925	0.5494255947
268	0.428414218	0.5492718141
269	0.4282653497	0.5490936726
270	0.4281153401	0.5489099899
271	0.4280581189	0.5488206798
272	0.4279980621	0.5487573206
273	0.4279741324	0.5487388537
274	0.4279366493	0.5487039908
275	0.4278275712	0.5486129121
276	0.4276360145	0.5484254646
277	0.4275551031	0.5483124955
278	0.4274501126	0.5481674185
279	0.4274336162	0.5481567106
280	0.4272959576	0.5480418242
281	0.4271633477	0.5478614338
282	0.4270846238	0.5477813224
283	0.4269689142	0.5475969362
284	0.4269003394	0.5475076668
285	0.4267944462	0.5474136117
286	0.4266839511	0.5472532003
287	0.4266704735	0.5472420875
288	0.4265174179	0.5471064921
289	0.4264307504	0.5469957365
290	0.4262754443	0.5468169698
291	0.4261001218	0.5466321461
292	0.4260148795	0.5465262514
293	0.4258702408	0.5463891956
294	0.4257576583	0.5462509025
295	0.4256507493	0.5461504642
296	0.4256126681	0.5461041575
297	0.4255569724	0.5460314004
298	0.4254580795	0.5459252165
299	0.4253647188	0.5457695311
300	0.4253009389	0.5456951308
301	0.425165326	0.5455785728
302	0.4250394302	0.5453917983
303	0.4249483623	0.5452780118
304	0.4248447428	0.5451481117
305	0.4247007983	0.5449741442
306	0.4246135314	0.5448520434
307	0.4245100913	0.5447136741
308	0.4243720328	0.5445621482
309	0.4242470885	0.5444335946
310	0.4241479992	0.5442992684
311	0.4239975451	0.5441409864
312	0.4238635711	0.5439575244
313	0.4237741344	0.5438230827
314	0.4236370632	0.5436515372
315	0.4235222146	0.543521567
316	0.4234274303	0.5434479271
317	0.4234095866	0.5434322068
318	0.4233121567	0.5433044376
319	0.4232127539	0.5431980786
320	0.4231159719	0.543071248
321	0.4229934654	0.5429027902
322	0.422927149	0.5428024441
323	0.4228369527	0.5426770246
324	0.4227160803	0.5425119108
325	0.4226416566	0.5424146167
326	0.4225650503	0.5423134572
327	0.422459229	0.5421817509
328	0.4223572921	0.5420365116
329	0.4222096108	0.5418708828
330	0.4220991882	0.5417149338
331	0.4220071696	0.541614958
332	0.4218769815	0.5414633797
333	0.4217914089	0.541346738
334	0.4216714087	0.5412015897
335	0.4214974671	0.5410274812
336	0.4214246674	0.5409356718
337	0.4213373086	0.5408276273
338	0.4212408849	0.5407016987
339	0.4211815173	0.5406181583
340	0.4210930813	0.5405057652
341	0.42107917	0.5404920483
342	0.4209093689	0.5403108793
343	0.4207800341	0.5401912981
344	0.4206804449	0.5400650886
345	0.4205454538	0.5398968919
346	0.42035455	0.5396413057
347	0.420269301	0.5395289478
348	0.4201605873	0.5393723207
349	0.4200359109	0.5392495265
350	0.4199847951	0.5391855871
351	0.4198534078	0.5390439826
352	0.4197242747	0.538915544
353	0.4196293975	0.5388198534
354	0.4195054905	0.538659979
355	0.419434193	0.5385760574
356	0.4193622911	0.538482943
357	0.4192848054	0.5383870834
358	0.4191944132	0.5382782918
359	0.4191064625	0.5381683609
360	0.4190110012	0.5380856097
361	0.4188911873	0.5379503598
362	0.4187413566	0.5378118357
363	0.4185953192	0.5376093446
364	0.4185253677	0.5375226593
365	0.4184337863	0.5374023723
366	0.4182055858	0.5371088291
367	0.4181309771	0.5370103804
368	0.4179523708	0.5368115301
369	0.4177819556	0.536610256
370	0.417655262	0.5364485801
371	0.4176059017	0.5363874357
372	0.4175897137	0.5363684887
373	0.4174514115	0.5362119408
374	0.4173885389	0.5361363808
375	0.4173363834	0.536052089
376	0.4173238895	0.536040231
377	0.4172572478	0.535944852
378	0.4171860543	0.535850863
379	0.4171215991	0.5357621521
380	0.4169806059	0.5356162724
381	0.4169157023	0.5355133283
382	0.4168423512	0.5354139052
383	0.4167518846	0.535317074
384	0.4166390956	0.5351713643
385	0.4164852452	0.5349775936
386	0.4163996595	0.534878985
387	0.416320386	0.5347847249
388	0.4162261908	0.5346840489
389	0.4161169689	0.5345591819
390	0.4159941173	0.5344042645
391	0.4158480381	0.5342091663
392	0.4157949131	0.5341345919
393	0.4156553644	0.5339576116
394	0.4154966335	0.5337897457
395	0.415339305	0.5336048329
396	0.4151730893	0.5334139576
397	0.415040987	0.533243425
398	0.4149821006	0.5331804747
399	0.4148872246	0.533037142
400	0.4147255107	0.5328276578
401	0.4145925814	0.5326649392
402	0.414535986	0.5326024127
403	0.4144095085	0.5324487922
404	0.4142351167	0.5322549492
405	0.414204698	0.5322026421
406	0.4141246348	0.5320989425
407	0.413963745	0.5318704446
408	0.4138482972	0.5317241362
409	0.4137978746	0.5316548264
410	0.4136851001	0.5315258671
411	0.4135905676	0.5313948843
412	0.413544629	0.5313229875
413	0.4134816967	0.5312345717
414	0.4133254098	0.5310220285
415	0.4132365332	0.5309511379
416	0.4130794229	0.5307391194
417	0.4129812126	0.5306198976
418	0.4129263794	0.5305319988
419	0.4127818192	0.5303427391
420	0.4126680451	0.530207774
421	0.4125500848	0.5300681166
422	0.4125311248	0.5300315909
423	0.4124315952	0.5299487135
424	0.4123398464	0.5298342218
425	0.41222254	0.5297015526
426	0.4121169439	0.5295594085
427	0.4119074131	0.5292773576
428	0.4117978087	0.529176501
429	0.4117071034	0.5290755864
430	0.4116520655	0.5290038709
431	0.4115618837	0.5288978744
432	0.4114374701	0.528731763
433	0.4113619372	0.5286161417
434	0.4113266221	0.5285648671
435	0.4112796432	0.5285009554
436	0.4111425492	0.5283377801
437	0.4110019855	0.5281821451
438	0.4109356766	0.5281024281
439	0.4108532447	0.5279882999
440	0.4107359909	0.5278424758
441	0.4106130999	0.5277140199
442	0.4104729054	0.5275387481
443	0.4103759189	0.5274213864
444	0.410334139	0.5273612863
445	0.410222661	0.5272299776
446	0.4101420161	0.5271399787
447	0.4100241676	0.5269879975
448	0.4099537455	0.5268929209
449	0.4098542914	0.5267747517
450	0.4097581053	0.526638351
451	0.4095971648	0.5264458792
452	0.4094547002	0.5263037911
453	0.4093340942	0.5261637807
454	0.4092680545	0.526078591
455	0.4092100403	0.5259929408
456	0.4091004748	0.5258596372
457	0.409028204	0.5257769632
458	0.4089064659	0.525616502
459	0.4088090042	0.5254859932
460	0.4087015305	0.5253182663
461	0.408605055	0.5251890692
462	0.4085388242	0.5250920054
463	0.4084362111	0.5249709002
464	0.4083319705	0.5248725068
465	0.4082713343	0.5247927757
466	0.4081046668	0.5245835009
467	0.4079562483	0.5244061848
468	0.4078975531	0.5243289199
469	0.4077987273	0.5242154147
470	0.4076602076	0.524020105
471	0.4076047573	0.5239412172
472	0.4075261718	0.5238522348
473	0.4073943872	0.5236874122
474	0.4072129603	0.5234780573
475	0.4070712206	0.523293098
476	0.4070201914	0.5232348837
477	0.4069206506	0.5231137105
478	0.4068641298	0.5230287895
479	0.4067642743	0.5228905348
480	0.4066273302	0.522713978
481	0.4065545277	0.5226350234
482	0.4064692128	0.5225581563
483	0.4063149832	0.522347441
484	0.4062381083	0.5222351248
485	0.4060894388	0.5220616873
486	0.4059810737	0.521936974
487	0.405889605	0.5218189868
488	0.4058074237	0.5217091301
489	0.4056861313	0.5215383109
490	0.4056094181	0.5214340304
491	0.4055239491	0.5213168647
492	0.4054284536	0.5212000298
493	0.4053457093	0.5210938304
494	0.4052348852	0.5209747074
495	0.4051549266	0.5208774501
496	0.4050670116	0.5207689217
497	0.4049772332	0.5206658747
498	0.4048136976	0.5204644344
499	0.4047603421	0.5204044364
500	0.4046636922	0.5202603674
501	0.404545728	0.5201021576
502	0.4044603789	0.5199664964
503	0.404338278	0.5198119913
504	0.4042268571	0.5196790642
505	0.4041551366	0.5195733732
506	0.4040891172	0.5194994329
507	0.4039511364	0.5193352434
508	0.4038840556	0.5192564673
509	0.4037153521	0.5190329289
510	0.4036595771	0.5189469029
511	0.4035107407	0.5187563148
512	0.4033970919	0.5186201187
513	0.4032741805	0.5184736206
514	0.4032142961	0.5183888212
515	0.4031046404	0.5182371356
516	0.4030209045	0.5181242454
517	0.4029286608	0.5180175705
518	0.4028333217	0.5179064981
519	0.402744301	0.5177930197
520	0.4026347394	0.5176428638
521	0.4025505308	0.5175481913
522	0.4024709465	0.5174533113
523	0.4023770284	0.5173390984
524	0.4022638061	0.517180703
525	0.4021568604	0.5170446227
526	0.4020132602	0.5168588041
527	0.4019386148	0.5167485589
528	0.4018798351	0.5166794031
529	0.4017598692	0.5165349489
530	0.4016764255	0.5164417952
531	0.4015708167	0.5162999177
532	0.4015071889	0.5162061304
533	0.401390135	0.5160551175
534	0.4012628365	0.5158948137
535	0.4011607282	0.5157808589
536	0.4010319189	0.5156418629
537	0.4009918305	0.5155837685
538	0.4009451269	0.5155248431
539	0.400877427	0.5154280246
540	0.4008114855	0.5153473445
541	0.4006931656	0.5152046242
542	0.4006480663	0.5151393158
543	0.4005576042	0.5150390025
544	0.4004652509	0.5149193938
545	0.4004128818	0.5148563158
546	0.4003612761	0.5147929284
547	0.4002977215	0.5146949224
548	0.4002057189	0.5146012924
549	0.4001343104	0.5145108099
550	0.4000427345	0.5144068598
551	0.399914724	0.5142399649
552	0.3998332944	0.5141361765
553	0.3997732365	0.5140518721
554	0.3996820282	0.5139536289
555	0.3995234345	0.5137474262
556	0.3994408035	0.5136328088
557	0.3993913676	0.51356238
558	0.3993316783	0.513496706
559	0.3992422674	0.5134021506
560	0.3991443688	0.5132600726
561	0.3990855694	0.5131889438
562	0.3990310904	0.5131137297
563	0.3989294925	0.5129616763
564	0.3988557187	0.5128622278
565	0.3987608502	0.5127644321
566	0.3986891966	0.5126781065
567	0.3985406141	0.5125189591
568	0.3983952832	0.5123432204
569	0.3982407732	0.512147373
570	0.3981627133	0.5120564461
571	0.3980923389	0.5119567441
572	0.3980299154	0.5118842626
573	0.39788675	0.5117044359
574	0.3978007523	0.5115960969
575	0.3977248227	0.5115140683
576	0.3975878395	0.5113384048
577	0.3973758211	0.5110733208
578	0.3973231837	0.5110116754
579	0.3972057805	0.5108782652
580	0.3971249899	0.5107892698
581	0.397026828	0.5106893723
582	0.3969510781	0.5106067465
583	0.3968909342	0.5105332719
584	0.3967861956	0.5103978854
585	0.3967040597	0.5102982366
586	0.3966250365	0.5101972269
587	0.3964604163	0.509982169
588	0.3963827237	0.509886204
589	0.3963355515	0.5098315804
590	0.396220806	0.5096785686
591	0.3961812667	0.5096393748
592	0.3960836815	0.5095103541
593	0.3960028142	0.5094186546
594	0.3958888707	0.5092728134
595	0.3957689791	0.5091153216
596	0.3956444812	0.5089639988
597	0.395558754	0.5088552588
598	0.3954870189	0.5087582066
599	0.3953975875	0.5086390185
600	0.3953402936	0.5085662698
601	0.3952574018	0.5084614209
602	0.3951905593	0.5083843856
603	0.3951213987	0.5082979449
604	0.3950684859	0.508223851
605	0.3949645377	0.5081014467
606	0.3948394963	0.5079625998
607	0.3947909364	0.5078972111
608	0.3947170577	0.5078102942
609	0.3946430269	0.5077136629
610	0.394565549	0.5076304439
611	0.3944732695	0.5075111769
612	0.3943761243	0.507380464
613	0.3943331324	0.5073265195
614	0.3942575696	0.5072358086
615	0.394157151	0.5071157359
616	0.3939708706	0.5068698859
617	0.3938797479	0.5067505968
618	0.3938129832	0.5066610014
619	0.3937061609	0.5065325719
620	0.3936152487	0.5064184243
621	0.3935183922	0.5062944618
622	0.3934255802	0.5061761181
623	0.393301556	0.5060314781
624	0.3932076307	0.5059283396
625	0.3931295736	0.505824388
626	0.3930587498	0.5057302341
627	0.3929812884	0.5056217984
628	0.3929304013	0.5055569794
629	0.392848796	0.5054754888
630	0.3926753955	0.5052457754
631	0.3925940393	0.5051378719
632	0.3924980165	0.5050269468
633	0.3924246673	0.5049347409
634	0.3922906354	0.5047708082
635	0.39219765	0.504658501
636	0.3920573055	0.5044846908
637	0.3919445993	0.5043461274
638	0.3918897664	0.5042680444
639	0.3918146118	0.5041767349
640	0.3916864129	0.5039860103
641	0.3916040741	0.5038739263
642	0.391504209	0.5037438304
643	0.3914239666	0.5036457426
644	0.3913219171	0.5035382263
645	0.3911989787	0.5033648796
646	0.391120477	0.5032554701
647	0.390977553	0.5030500554
648	0.3908759394	0.5029357531
649	0.3908103891	0.5028506882
650	0.3907096613	0.5027260175
651	0.39066322	0.5026517034
652	0.3905784527	0.5025462169
653	0.390501529	0.5024606851
654	0.3903661036	0.5022787946
655	0.390281439	0.5021737025
656	0.3902343734	0.5021212199
657	0.3901423276	0.5019946889
658	0.3901003064	0.5019368044
659	0.3900456101	0.5018616069
660	0.3899552522	0.5017506864
661	0.3898861881	0.5016651298
662	0.3898307353	0.5015937606
663	0.389716859	0.5014729171
664	0.3896422842	0.5013617679
665	0.3895317231	0.5012166047
666	0.3894481097	0.5011181484
667	0.3893075272	0.5009445596
668	0.3892399993	0.5008668545
669	0.3891811404	0.5008000319
670	0.3891273238	0.5007380595
671	0.3890147877	0.5005886419
672	0.3888928178	0.500440595
673	0.3887778752	0.5003030577
674	0.388707822	0.5002063698
675	0.3886257326	0.5001115629
676	0.3885166919	0.4999617506
677	0.3883812658	0.4997900615
678	0.3882656469	0.4996461377
679	0.38819988	0.4995620101
680	0.3881475998	0.4995073402
681	0.3880456433	0.4993932805
682	0.3879589124	0.4992901227
683	0.3878850061	0.4992117854
684	0.3878332201	0.4991333132
685	0.3878000513	0.4990945708
686	0.3877161608	0.4989825357
687	0.3876310481	0.4988689214
688	0.387571321	0.4988039111
689	0.3874566048	0.4986570074
690	0.3873140615	0.498473557
691	0.3871918288	0.4983335176
692	0.3871106785	0.4982299609
693	0.3870310436	0.4981258467
694	0.3869381243	0.4980096173
695	0.3868130726	0.4978500534
696	0.3867502577	0.4977708763
697	0.386664114	0.4976574805
698	0.3865871762	0.4975535877
699	0.3865416749	0.4974934008
700	0.3864523876	0.4973692505
701	0.3863472442	0.4972455785
702	0.3862251425	0.4971135456
703	0.3861303556	0.4969937103
704	0.3860345341	0.496878429
705	0.385976633	0.4968087843
706	0.3859092673	0.4967342889
707	0.3858197506	0.4966071317
708	0.3857005396	0.4964606573
709	0.3855958329	0.4963163419
710	0.3855062164	0.4962061777
711	0.3854089719	0.496070494
712	0.3853188882	0.4959563881
713	0.3851923632	0.4957973007
714	0.3851359133	0.4957208623
715	0.3849473315	0.4954820735
716	0.3848795067	0.4954001005
717	0.3847762125	0.4952928066
718	0.3846847824	0.4951724468
719	0.3846101627	0.4950883482
720	0.3845314469	0.4949866861
721	0.3844300462	0.4948733097
722	0.384329301	0.4947472951
723	0.3842506203	0.4946548684
724	0.384148178	0.4945320916
725	0.3840049821	0.4943797321
726	0.3839315184	0.4942936051
727	0.3837973323	0.4941258326
728	0.3837313716	0.4940400641
729	0.3835547496	0.4938047414
730	0.3834544864	0.4936781635
731	0.3833629389	0.4935621449
732	0.3833111682	0.4934887719
733	0.3831480584	0.4932867835
734	0.3830578597	0.4931687834
735	0.3829603759	0.4930305575
736	0.3828393478	0.4928842758
737	0.3827704847	0.492787085
738	0.3826623898	0.49266615
739	0.3825110726	0.4924781052
740	0.3824207669	0.4923522916
741	0.3823320199	0.492250811
742	0.3822418819	0.4921435557
743	0.3821252729	0.4919858603
744	0.3820035048	0.4918240865
745	0.3819263776	0.4917228408
746	0.3818436027	0.4916286101
747	0.3817322526	0.491487961
748	0.3816759893	0.4914104785
749	0.3815695898	0.491280391
750	0.3814491457	0.4911479644
751	0.3813661983	0.4910419373
752	0.3813004515	0.4909642004
753	0.3811093182	0.4907039087
754	0.3810219908	0.4905945534
755	0.3809196077	0.4904660882
756	0.3808598558	0.4903985163
757	0.3808081244	0.4903360142
758	0.3807571264	0.4902607733
759	0.380697084	0.4901749016
760	0.3806296327	0.4900912007
761	0.3804690684	0.489898791
762	0.3803642508	0.4897754559
763	0.3802128712	0.4895810621
764	0.3801147839	0.4894768975
765	0.3800305338	0.4893812596
766	0.3799619324	0.4892908153
767	0.379844732	0.4891490296
768	0.3797047391	0.4889855689
769	0.3795672465	0.4888026526
770	0.3794237806	0.4886252525
771	0.3793474684	0.4885254228
772	0.3792403365	0.4884016496
773	0.3791240621	0.488258009
774	0.3790350664	0.4881412407
775	0.378938038	0.488034182
776	0.3788686605	0.4879426471
777	0.3787998094	0.4878611255
778	0.3786942968	0.487728603
779	0.3786419015	0.4876585165
780	0.3785729452	0.4875631594
781	0.3785236975	0.4875086837
782	0.3784672931	0.4874445676
783	0.3783984663	0.487356086
784	0.3783251256	0.4872828734
785	0.3781653931	0.4870876743
786	0.3780774903	0.4869783895
787	0.3779702362	0.4868408801
788	0.3779025777	0.4867549802
789	0.3777813813	0.4866029498
790	0.3777129391	0.4865152754
791	0.3775908315	0.4863547858
792	0.3774559748	0.4861898889
793	0.3773654345	0.4860809779
794	0.3772671933	0.485955322
795	0.3771769304	0.4858424163
796	0.37705739	0.485691235
797	0.3769566284	0.485569818
798	0.3769131036	0.4855121781
799	0.3768169255	0.4853916633
800	0.3767232733	0.4852566144
801	0.3766134394	0.4851147262
802	0.3765269658	0.4850063472
803	0.3764779802	0.4849499816
804	0.3764425612	0.4849098721
805	0.3763763474	0.4848089517
806	0.3763666988	0.4847986359
807	0.3763032714	0.484732034
808	0.3762900986	0.484719206
809	0.3761579085	0.4845386894
810	0.3760437711	0.4843971768
811	0.3759621434	0.4843034339
812	0.3758708392	0.4841903369
813	0.3758206695	0.4841392174
814	0.375748402	0.4840412129
815	0.3756208203	0.4838704497
816	0.375549961	0.4837735467
817	0.3754519754	0.4836395306
818	0.3753413313	0.4834901698
819	0.375193304	0.4833246204
820	0.3751385408	0.4832450709
821	0.375104722	0.483210421
822	0.3750542406	0.4831384177
823	0.3749715911	0.4830346706
824	0.3748747351	0.4829038051
825	0.3747956391	0.482802457
826	0.3747328276	0.4827226896
827	0.3746675777	0.4826310261
828	0.3746216604	0.4825682844
829	0.37455536	0.4824952058
830	0.3744480681	0.4823638365
831	0.3743544099	0.4822491829
832	0.3742646525	0.4821536341
833	0.3742038927	0.4820682807
834	0.3740922567	0.4819263921
835	0.3739892479	0.4818056238
836	0.3739222007	0.4817102727
837	0.3738681559	0.4816573703
838	0.3738117649	0.4815814986
839	0.3737605306	0.4815116329
840	0.3736594346	0.4813771193
841	0.3735316701	0.4811975903
842	0.3734111922	0.4810425365
843	0.3732640297	0.4808456458
844	0.3731717428	0.4807318235
845	0.3730343904	0.4805486275
846	0.3729859327	0.4804851335
847	0.372919705	0.4804258765
848	0.3727904742	0.4802493831
849	0.3726719518	0.4800833805
850	0.3725829134	0.4799746992
851	0.3725253898	0.479893518
852	0.3724348257	0.4797768818
853	0.3723594588	0.4796780923
854	0.3722812285	0.4795720434
855	0.3722468839	0.4795288931
856	0.3721917915	0.4794697052
857	0.372107266	0.4793615157
858	0.3719920115	0.4792245669
859	0.371847615	0.479042855
860	0.3717092035	0.4788706209
861	0.3716571508	0.4787942878
862	0.3715641074	0.4786843626
863	0.3714794459	0.478591882
864	0.3713725058	0.4784568335
865	0.3713004583	0.4783680726
866	0.3712104654	0.4782487018
867	0.3711265676	0.4781340257
868	0.3710266075	0.4780028002
869	0.3709431905	0.4778925637
870	0.3708761552	0.4778118498
871	0.3708391831	0.477766837
872	0.3707399728	0.4776492915
873	0.3706901871	0.4775873376
874	0.3706128793	0.4774853068
875	0.3705569963	0.4774166535
876	0.3704616193	0.4773077425
877	0.370419062	0.4772528912
878	0.3703491586	0.4771581357
879	0.3702979812	0.4770833636
880	0.3702058388	0.4769736005
881	0.3701228415	0.4768605886
882	0.3700632943	0.4767989855
883	0.3699806114	0.4766926257
