id,isResult,side,h,a,goals,xG,datetime,forecast,result
29875,True,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '0', 'a': '3'}","{'h': '0.298364', 'a': '1.70251'}",2025-09-20 18:45:00,"{'w': 0.0593313711954952, 'd': 0.21313375993742312, 'l': 0.7275348684110841}",w
29889,True,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '2', 'a': '1'}","{'h': '0.952575', 'a': '2.23894'}",2025-09-28 18:45:00,"{'w': 0.14711596539395866, 'd': 0.18822312166860403, 'l': 0.6646608960874741}",w
29898,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '0', 'a': '0'}","{'h': '0.570595', 'a': '1.55707'}",2025-10-05 18:45:00,"{'w': 0.13407337858251783, 'd': 0.25090368799798496, 'l': 0.6150229332827022}",d
29911,True,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '2', 'a': '1'}","{'h': '2.01853', 'a': '0.965997'}",2025-10-19 18:45:00,"{'w': 0.6177314440282635, 'd': 0.20900465480002248, 'l': 0.17326389680190235}",w
29919,True,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '291', 'title': 'Pisa', 'short_title': 'PIS'}","{'h': '2', 'a': '2'}","{'h': '1.97232', 'a': '1.22514'}",2025-10-24 18:45:00,"{'w': 0.5474102154881388, 'd': 0.21794991830253943, 'l': 0.23463986298136874}",d
29924,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '1'}","{'h': '1.28167', 'a': '0.626418'}",2025-10-28 18:45:00,"{'w': 0.5243918193076422, 'd': 0.2936309343601117, 'l': 0.18197724632270498}",d
29937,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-02 12:00:00,,
29951,False,a,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-09 12:00:00,,
29958,False,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-23 12:00:00,,
29970,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-30 12:00:00,,
29981,False,a,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-07 12:00:00,,
29989,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-14 12:00:00,,
29995,False,a,"{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-21 12:00:00,,
30007,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-28 12:00:00,,
30015,False,a,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-03 12:00:00,,
30028,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-06 17:45:00,,
30036,False,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-11 12:00:00,,
30046,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-18 12:00:00,,
30061,False,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-25 12:00:00,,
30064,False,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-01 12:00:00,,
30083,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-08 12:00:00,,
30091,False,a,"{'id': '291', 'title': 'Pisa', 'short_title': 'PIS'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-15 12:00:00,,
30101,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-22 12:00:00,,
30104,False,a,"{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-01 12:00:00,,
30122,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-08 12:00:00,,
30127,False,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-15 12:00:00,,
30141,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-22 12:00:00,,
30149,False,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-04 12:00:00,,
30160,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-12 12:00:00,,
30172,False,a,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-19 12:00:00,,
30179,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-26 12:00:00,,
30192,False,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-03 12:00:00,,
30200,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-10 12:00:00,,
30207,False,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-17 12:00:00,,
30219,False,h,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-24 12:00:00,,
29853,True,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '5', 'a': '0'}","{'h': '2.60956', 'a': '0.816232'}",2025-08-25 18:45:00,"{'w': 0.7576182597196973, 'd': 0.14868586595383, 'l': 0.09369575545138419}",l
29861,True,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '0'}","{'h': '1.05012', 'a': '1.18859'}",2025-08-31 16:30:00,"{'w': 0.32173731745686673, 'd': 0.28739171164270355, 'l': 0.39087097089647493}",d
29867,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '0', 'a': '1'}","{'h': '1.02943', 'a': '0.805089'}",2025-09-14 10:30:00,"{'w': 0.3996315227372538, 'd': 0.32212136614755943, 'l': 0.27824711111472183}",w
29874,True,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '0', 'a': '3'}","{'h': '1.31336', 'a': '1.67723'}",2025-09-21 13:00:00,"{'w': 0.30072937937253147, 'd': 0.2391022416329749, 'l': 0.4601683786081137}",l
29890,True,a,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '2', 'a': '1'}","{'h': '1.44462', 'a': '0.660829'}",2025-09-29 16:30:00,"{'w': 0.5606816299861468, 'd': 0.268932756245992, 'l': 0.17038561371851335}",l
29899,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '3', 'a': '3'}","{'h': '1.45075', 'a': '2.18108'}",2025-10-04 13:00:00,"{'w': 0.2528816825626187, 'd': 0.20500265665032963, 'l': 0.5421156487293888}",d
29906,True,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '1', 'a': '0'}","{'h': '1.90815', 'a': '1.71911'}",2025-10-18 16:00:00,"{'w': 0.42933593335067965, 'd': 0.21752175164139717, 'l': 0.3531423124055836}",w
29923,True,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '1'}","{'h': '1.8196', 'a': '1.9796'}",2025-10-26 10:30:00,"{'w': 0.3622672557479592, 'd': 0.21231184282395407, 'l': 0.42542089693613544}",w
29925,True,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '0', 'a': '0'}","{'h': '0.3322', 'a': '0.797473'}",2025-10-29 18:45:00,"{'w': 0.1439592846260768, 'd': 0.41458442532576684, 'l': 0.44145629004814424}",d
29941,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '291', 'title': 'Pisa', 'short_title': 'PIS'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-02 12:00:00,,
29949,False,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-09 12:00:00,,
29962,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-23 12:00:00,,
29969,False,a,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-30 12:00:00,,
29981,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-07 12:00:00,,
29992,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-14 12:00:00,,
30002,False,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-21 12:00:00,,
30011,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-28 12:00:00,,
30023,False,a,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-03 12:00:00,,
30033,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-06 17:45:00,,
30034,False,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-11 12:00:00,,
30050,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-18 12:00:00,,
30055,False,a,"{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-25 12:00:00,,
30072,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-01 12:00:00,,
30079,False,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-08 12:00:00,,
30092,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-15 12:00:00,,
30098,False,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-22 12:00:00,,
30111,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-01 12:00:00,,
30114,False,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-08 12:00:00,,
30131,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-15 12:00:00,,
30141,False,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-22 12:00:00,,
30150,False,a,"{'id': '291', 'title': 'Pisa', 'short_title': 'PIS'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-04 12:00:00,,
30163,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-12 12:00:00,,
30173,False,a,"{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-19 12:00:00,,
30182,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-26 12:00:00,,
30193,False,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-03 12:00:00,,
30203,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-10 12:00:00,,
30205,False,a,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-17 12:00:00,,
30222,False,h,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-24 12:00:00,,
29848,True,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '1', 'a': '1'}","{'h': '1.51736', 'a': '1.14261'}",2025-08-24 16:30:00,"{'w': 0.45886701742530017, 'd': 0.25509588619905943, 'l': 0.2860370962773513}",d
29859,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '0'}","{'h': '1.73158', 'a': '0.64413'}",2025-08-30 18:45:00,"{'w': 0.6366466297143906, 'd': 0.2293712323616355, 'l': 0.13398213735183426}",l
29864,True,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'h': '2', 'a': '0'}","{'h': '1.76945', 'a': '1.95549'}",2025-09-13 13:00:00,"{'w': 0.3557605145876252, 'd': 0.2143998384701703, 'l': 0.4298396432993565}",w
29882,True,a,"{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '2'}","{'h': '1.13998', 'a': '2.21034'}",2025-09-19 18:45:00,"{'w': 0.18638239829073988, 'd': 0.19742561897733588, 'l': 0.6161919684614109}",w
29884,True,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '0', 'a': '2'}","{'h': '0.475174', 'a': '3.95419'}",2025-09-27 18:45:00,"{'w': 0.01572891566680969, 'd': 0.047320273576923505, 'l': 0.9369333193813416}",l
29902,True,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '1', 'a': '1'}","{'h': '2.98545', 'a': '0.789093'}",2025-10-05 10:30:00,"{'w': 0.8131449317083351, 'd': 0.11853046870074835, 'l': 0.06832396790507687}",d
29905,True,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '0', 'a': '2'}","{'h': '0.367775', 'a': '1.15836'}",2025-10-19 13:00:00,"{'w': 0.1173262118621935, 'd': 0.3203213346390777, 'l': 0.5623524534963807}",l
29915,True,a,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '2', 'a': '2'}","{'h': '2.03687', 'a': '0.837271'}",2025-10-26 13:00:00,"{'w': 0.652732536084779, 'd': 0.20248418577632382, 'l': 0.1447832732189256}",d
29926,True,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '1', 'a': '2'}","{'h': '0.845219', 'a': '0.937652'}",2025-10-30 16:30:00,"{'w': 0.3095186689193007, 'd': 0.3302689013707686, 'l': 0.36021242970978196}",l
29936,False,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-02 12:00:00,,
29946,False,a,"{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-09 12:00:00,,
29955,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-23 12:00:00,,
29968,False,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-11-30 12:00:00,,
29974,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-07 12:00:00,,
29984,False,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-14 12:00:00,,
29994,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '291', 'title': 'Pisa', 'short_title': 'PIS'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-21 12:00:00,,
30011,False,a,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2025-12-28 12:00:00,,
30015,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-03 12:00:00,,
30025,False,a,"{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-06 17:45:00,,
30037,False,a,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-11 12:00:00,,
30053,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-18 12:00:00,,
30056,False,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-01-25 12:00:00,,
30065,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-01 12:00:00,,
30076,False,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-08 12:00:00,,
30084,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-15 12:00:00,,
30096,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-02-22 12:00:00,,
30106,False,a,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-01 12:00:00,,
30116,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '286', 'title': 'Como', 'short_title': 'COM'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-08 12:00:00,,
30129,False,a,"{'id': '291', 'title': 'Pisa', 'short_title': 'PIS'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-15 12:00:00,,
30136,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-03-22 12:00:00,,
30151,False,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-04 12:00:00,,
30156,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '272', 'title': 'Cremonese', 'short_title': 'CRE'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-12 12:00:00,,
30164,False,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-19 12:00:00,,
30175,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-04-26 12:00:00,,
30185,False,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-03 12:00:00,,
30195,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-10 12:00:00,,
30205,False,h,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-17 12:00:00,,
30219,False,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': None, 'a': None}","{'h': None, 'a': None}",2026-05-24 12:00:00,,
