player,match_id,sum_xG,goals,season,date,minutes_played,games,time,goals_total,xG,assists,xA,shots,key_passes,position,player_team,npg,npxG,xGChain,xGBuildup,opponent_team,shots_per90,xG_per90,goals_per90,is_goals,xG_last5,shots_last5,goals_last5,xG_cummean,minutes_played_last5,finishing_efficiency,finishing_efficiency_hist,shots_hist,finishing_eff_weighted,finishing_form
remo freuler,7849,0.1543319970369339,0.0,2017,2018-05-06,90,35.0,3008.0,5.0,4.372192237526178,3.0,3.8672938253730536,41.0,48.0,M S,Atalanta,5.0,4.372192237526178,18.179162073880438,12.724869599565864,Lazio,1.23,0.13,0.15,0,0.3014072477817535,41.0,0.4,0.1306753832269722,74.6,0.0,0.7604983881364906,2497.0,0.7604983881364906,0.8266453121622419
remo freuler,7864,0.1507190018892288,0.0,2017,2018-05-13,90,35.0,3008.0,5.0,4.372192237526178,3.0,3.8672938253730536,41.0,48.0,M S,Atalanta,5.0,4.372192237526178,18.179162073880438,12.724869599565864,AC Milan,1.23,0.13,0.15,0,0.3254333272576332,41.0,0.4,0.13100394730766612,90.0,0.0,0.6880161802289408,2538.0,0.6880161802289408,0.8160925187179437
remo freuler,7869,0.0942267030477523,0.0,2017,2018-05-20,90,35.0,3008.0,5.0,4.372192237526178,3.0,3.8672938253730536,41.0,48.0,M S,Atalanta,5.0,4.372192237526178,18.179162073880438,12.724869599565864,Cagliari,1.23,0.13,0.15,0,0.3356916069984436,41.0,0.4,0.13127401654850945,79.6,0.0,0.6224468041185851,2579.0,0.6224468041185851,0.7693320494428832
remo freuler,9586,0.0,0.0,2018,2018-08-20,90,35.0,3043.0,2.0,3.2742842212319374,6.0,4.276191545650363,30.0,44.0,M,Atalanta,2.0,3.2742842212319374,18.9084108453244,13.563930781558156,Frosinone,0.89,0.1,0.06,0,0.21599974334239955,41.0,0.2,0.1307733771768776,86.0,0.0,0.5631301218552398,2620.0,0.5631301218552398,0.5112160276691493
remo freuler,9603,0.0553802996873855,0.0,2018,2018-09-02,90,35.0,3043.0,2.0,3.2742842212319374,6.0,4.276191545650363,30.0,44.0,M,Atalanta,2.0,3.2742842212319374,18.9084108453244,13.563930781558156,Cagliari,0.89,0.1,0.06,0,0.11055034101009364,38.8,0.0,0.12902973214785254,67.0,0.0,0.5094691878471002,2650.0,0.5094691878471002,0.7078723446066776
remo freuler,9615,0.0,0.0,2018,2018-09-17,90,35.0,3043.0,2.0,3.2742842212319374,6.0,4.276191545650363,30.0,44.0,M,Atalanta,2.0,3.2742842212319374,18.9084108453244,13.563930781558156,SPAL 2013,0.89,0.1,0.06,0,0.0909316003322601,36.6,0.0,0.12806066066810956,89.6,0.0,0.4609241719994912,2680.0,0.4609241719994912,0.4946007821251007
remo freuler,9622,0.0,0.0,2018,2018-09-23,90,35.0,3043.0,2.0,3.2742842212319374,6.0,4.276191545650363,30.0,44.0,M,Atalanta,2.0,3.2742842212319374,18.9084108453244,13.563930781558156,AC Milan,0.89,0.1,0.06,0,0.060065200924873316,34.4,0.0,0.12639753520488736,78.6,0.0,0.41700687225184196,2710.0,0.41700687225184196,0.4865437145046868
remo freuler,9627,0.0,0.0,2018,2018-09-26,73,35.0,3043.0,2.0,3.2742842212319374,6.0,4.276191545650363,30.0,44.0,M,Atalanta,2.0,3.2742842212319374,18.9084108453244,13.563930781558156,Torino,0.89,0.1,0.06,0,0.02992140054702756,32.2,0.0,0.1247770539843119,53.4,0.0,0.3772757584400951,2740.0,0.3772757584400951,0.47875194057421344
remo freuler,9642,0.0,0.0,2018,2018-09-30,82,35.0,3043.0,2.0,3.2742842212319374,6.0,4.276191545650363,30.0,44.0,M,Atalanta,2.0,3.2742842212319374,18.9084108453244,13.563930781558156,Fiorentina,0.89,0.1,0.06,0,0.011076059937477099,30.0,0.0,0.12319759760476363,86.4,0.0,0.34133149529637535,2770.0,0.34133149529637535,0.47106824925816027
remo freuler,9647,0.0813661962747573,0.0,2018,2018-10-07,90,35.0,3043.0,2.0,3.2742842212319374,6.0,4.276191545650363,30.0,44.0,M,Atalanta,2.0,3.2742842212319374,18.9084108453244,13.563930781558156,Sampdoria,0.89,0.1,0.06,0,0.011076059937477099,30.0,0.0,0.12165762763470409,73.0,0.0,0.3088128976571963,2800.0,0.3088128976571963,0.7010238371293258
